Transaction Date,Customer,TransLineID,TransID,Num,Dim1,Dim2,Dim3,Expression1,Expression2,Expression3
01/04/2022,Customer 1,1,811,6,C,e,Y,7,3,0.12640
23/03/2022,Customer 1,2,811,6,A,b,Y,34,0,0.19849
03/05/2022,Customer 1,3,811,6,A,b,X,9,0,0.18232
05/04/2022,Customer 1,1,812,7,C,e,Y,90,1,0.00069
18/03/2022,Customer 1,2,812,7,B,d,Z,36,0,0.19404
05/05/2022,Customer 1,3,812,7,C,f,X,158,0,0.37830
07/03/2022,Customer 1,4,812,7,A,a,X,138,0,0.02276
24/05/2022,Customer 1,1,813,8,A,a,Y,10,0,0.02182
24/01/2022,Customer 1,1,814,9,A,a,Z,8,0,0.02043
22/04/2022,Customer 1,1,815,10,A,b,Y,24,0,0.05929
19/03/2022,Customer 1,1,816,11,B,c,X,58,0,0.35322
07/03/2022,Customer 1,2,816,11,A,b,X,7,0,0.18831
18/05/2022,Customer 1,1,817,12,A,b,Y,105,0,0.17179
17/02/2022,Customer 1,1,818,13,A,b,Y,162,0,0.26546
19/03/2022,Customer 1,2,818,13,B,d,Z,121,0,0.22299
01/02/2022,Customer 1,1,819,14,A,a,X,21,0,0.05010
11/01/2022,Customer 1,2,819,14,A,a,Y,4,0,0.08297
10/04/2022,Customer 1,3,819,14,B,d,X,102,2,0.49178
11/02/2022,Customer 1,1,820,15,B,d,Z,162,2,0.14316
16/03/2022,Customer 1,1,821,16,A,b,Y,185,1,0.03570
04/04/2022,Customer 1,2,821,16,B,c,Y,76,0,0.40296
29/04/2022,Customer 1,1,822,17,C,f,Z,48,5,0.64197
15/03/2022,Customer 1,1,823,18,B,c,Y,261,0,0.23727
01/04/2022,Customer 1,2,823,18,B,d,X,77,0,0.05222
20/01/2022,Customer 1,3,823,18,C,f,Z,49,4,0.85686
26/04/2022,Customer 1,4,823,18,C,e,X,46,3,0.70532
23/04/2022,Customer 1,5,823,18,C,e,Y,33,5,0.63832
16/01/2022,Customer 1,6,823,18,C,f,Y,385,2,0.28419
11/03/2022,Customer 1,7,823,18,B,d,Z,23,0,0.39477
28/01/2022,Customer 1,8,823,18,C,e,Z,21,0,0.45448
04/02/2022,Customer 1,1,824,19,C,e,Z,453,2,0.62013
15/03/2022,Customer 1,1,825,20,A,a,Y,52,0,0.08619
24/05/2022,Customer 1,2,825,20,A,a,Z,67,0,0.10964
04/01/2022,Customer 1,3,825,20,B,d,Z,43,0,0.27555
05/01/2022,Customer 1,1,826,21,C,e,Y,164,4,0.44143
24/01/2022,Customer 1,1,827,22,C,f,Z,210,2,0.16958
29/03/2022,Customer 1,1,828,23,C,e,Z,443,2,0.06527
05/04/2022,Customer 1,1,829,24,C,f,X,177,2,0.25706
19/03/2022,Customer 1,1,830,25,A,a,X,58,0,0.00075
18/04/2022,Customer 1,2,830,25,B,c,X,11,0,0.17298
06/05/2022,Customer 1,1,831,26,B,d,Z,1,1,0.09785
08/05/2022,Customer 1,1,832,1,C,f,Z,63,4,0.34538
19/02/2022,Customer 1,2,832,1,B,c,Z,0,2,0.42851
12/04/2022,Customer 1,3,832,1,C,f,X,18,0,0.73717
12/04/2022,Customer 1,4,832,1,B,c,Y,22,1,0.14443
11/03/2022,Customer 1,5,832,1,C,e,X,203,1,0.28415
11/05/2022,Customer 1,6,832,1,B,c,Y,24,1,0.30709
24/04/2022,Customer 1,1,833,2,B,c,X,7,1,0.29385
18/02/2022,Customer 1,1,834,3,A,a,X,1,0,0.00066
04/01/2022,Customer 1,2,834,3,A,b,Y,34,1,0.16590
01/04/2022,Customer 1,1,835,4,B,c,Y,1,4,0.24242
19/01/2022,Customer 1,2,835,4,B,d,Y,49,1,0.24651
12/03/2022,Customer 1,3,835,4,C,f,X,93,3,0.74649
16/01/2022,Customer 1,1,836,5,B,d,X,23,3,0.48073
03/03/2022,Customer 1,2,836,5,C,f,Z,39,2,0.78995
04/03/2022,Customer 1,1,837,6,C,e,X,77,2,0.66703
18/02/2022,Customer 1,2,837,6,C,f,Y,166,2,0.79380
23/04/2022,Customer 1,3,837,6,C,f,X,22,3,0.90313
28/01/2022,Customer 1,1,838,7,B,c,Y,53,1,0.18815
16/02/2022,Customer 1,2,838,7,B,c,Y,14,0,0.02932
17/03/2022,Customer 1,1,839,8,C,f,Y,492,0,0.49127
24/05/2022,Customer 1,2,839,8,C,f,Y,63,3,0.59351
23/01/2022,Customer 1,1,840,9,A,a,X,4,0,0.04555
02/03/2022,Customer 1,1,841,10,C,f,X,610,1,0.11393
05/01/2022,Customer 1,2,841,10,B,d,Z,255,1,0.02553
05/02/2022,Customer 1,3,841,10,A,b,Y,46,0,0.26390
20/02/2022,Customer 1,1,842,11,A,a,Z,95,0,0.09004
28/12/2021,Customer 1,1,843,12,A,b,Y,61,0,0.21329
01/01/2022,Customer 1,1,844,13,B,c,X,178,0,0.24786
19/05/2022,Customer 1,2,844,13,B,d,Y,453,0,0.40881
05/03/2022,Customer 1,3,844,13,B,d,X,217,1,0.25052
23/04/2022,Customer 1,4,844,13,B,d,Y,321,1,0.07539
22/04/2022,Customer 1,5,844,13,A,a,Y,31,0,0.02189
12/05/2022,Customer 1,6,844,13,C,f,Z,3,2,0.50373
22/01/2022,Customer 1,7,844,13,A,b,Y,67,0,0.07422
17/05/2022,Customer 1,1,845,14,B,d,X,250,2,0.22972
21/01/2022,Customer 1,2,845,14,C,f,Y,21,7,0.12972
25/05/2022,Customer 1,1,846,15,C,e,Y,198,2,0.49381
13/03/2022,Customer 1,1,847,16,C,e,X,366,3,0.70394
06/01/2022,Customer 1,2,847,16,A,a,X,0,0,0.07345
31/01/2022,Customer 1,3,847,16,B,d,Y,172,1,0.22820
24/05/2022,Customer 1,1,848,17,C,e,Y,5,1,0.00833
30/01/2022,Customer 1,2,848,17,C,e,X,138,0,0.48641
06/03/2022,Customer 1,1,849,18,B,d,X,121,1,0.07149
21/01/2022,Customer 1,2,849,18,C,f,Z,240,0,0.35555
10/05/2022,Customer 1,3,849,18,A,b,Y,32,1,0.02763
30/01/2022,Customer 1,1,850,19,B,c,Z,60,0,0.22229
22/03/2022,Customer 1,2,850,19,B,d,X,336,3,0.51794
12/01/2022,Customer 1,1,851,20,C,e,Y,11,2,0.29362
08/03/2022,Customer 1,2,851,20,A,a,Z,10,0,0.01854
02/02/2022,Customer 1,1,852,21,C,f,Y,51,0,0.75211
07/01/2022,Customer 1,2,852,21,B,c,Y,82,1,0.22732
14/05/2022,Customer 1,1,853,22,A,b,X,1,0,0.08581
28/02/2022,Customer 1,2,853,22,A,a,X,26,0,0.01235
03/02/2022,Customer 1,3,853,22,A,a,Y,34,0,0.02388
11/02/2022,Customer 1,1,854,23,B,c,Z,350,0,0.08583
08/01/2022,Customer 1,1,855,24,C,f,Z,283,2,0.52021
11/05/2022,Customer 1,1,856,25,C,e,X,304,0,0.57726
19/05/2022,Customer 1,1,857,26,C,f,Y,33,0,0.79879
24/02/2022,Customer 1,2,857,26,C,e,X,29,0,0.62212
22/04/2022,Customer 1,1,858,1,A,b,Y,118,1,0.03360
18/03/2022,Customer 1,1,859,2,A,b,Z,26,0,0.01253
25/01/2022,Customer 1,1,860,3,C,f,Z,425,2,0.43127
12/01/2022,Customer 1,2,860,3,A,a,X,1,0,0.00293
27/02/2022,Customer 1,3,860,3,C,e,X,380,2,0.70006
10/05/2022,Customer 1,1,861,4,A,b,Y,57,0,0.15284
12/01/2022,Customer 1,2,861,4,A,b,Z,130,0,0.06086
14/03/2022,Customer 1,1,862,5,B,d,Z,58,0,0.63235
17/03/2022,Customer 1,1,863,6,C,f,X,427,4,0.79666
02/01/2022,Customer 1,1,864,7,A,b,X,137,1,0.17826
11/03/2022,Customer 1,1,865,8,C,f,X,163,1,0.16681
28/12/2021,Customer 1,1,866,9,A,b,X,117,0,0.07510
31/03/2022,Customer 1,1,867,10,A,a,X,5,0,0.01057
11/03/2022,Customer 1,1,868,11,A,b,Z,64,1,0.17441
07/04/2022,Customer 1,1,869,12,C,f,Y,15,5,0.78391
22/03/2022,Customer 1,1,870,13,A,b,Z,1,0,0.08166
15/01/2022,Customer 1,1,871,14,A,b,X,7,1,0.13375
03/04/2022,Customer 1,1,872,15,A,a,Y,43,1,0.01843
09/01/2022,Customer 1,1,873,16,A,a,Y,0,0,0.01832
13/04/2022,Customer 1,2,873,16,A,b,Y,4,0,0.06077
12/05/2022,Customer 1,3,873,16,C,e,X,155,1,0.53821
01/01/2022,Customer 1,1,874,17,C,e,Z,495,1,0.35803
19/05/2022,Customer 1,1,875,18,A,a,X,7,0,0.10516
11/05/2022,Customer 1,1,876,19,B,d,Y,130,3,0.24885
26/05/2022,Customer 1,1,877,20,A,b,X,121,2,0.18137
09/03/2022,Customer 1,2,877,20,B,d,X,479,1,0.36112
08/05/2022,Customer 1,1,878,21,C,e,Y,201,0,0.63669
23/02/2022,Customer 1,2,878,21,A,b,Z,94,2,0.21780
20/04/2022,Customer 1,1,879,22,A,a,Z,11,0,0.01467
16/03/2022,Customer 1,1,880,23,A,a,Z,4,0,0.00192
16/01/2022,Customer 1,2,880,23,B,d,X,291,1,0.31481
22/03/2022,Customer 1,1,881,24,C,e,Z,663,2,0.42416
28/01/2022,Customer 1,1,882,25,B,d,X,68,0,0.59465
05/05/2022,Customer 1,1,883,26,C,e,Y,9,1,0.44912
16/03/2022,Customer 1,2,883,26,A,a,Y,2,0,0.02245
19/04/2022,Customer 1,3,883,26,C,e,Y,323,0,0.74587
19/02/2022,Customer 1,1,884,1,A,b,Z,131,1,0.10068
06/02/2022,Customer 1,1,885,2,B,c,Z,219,2,0.39779
28/01/2022,Customer 1,2,885,2,B,c,X,161,0,0.34268
28/04/2022,Customer 1,1,886,3,B,d,Z,39,1,0.19975
16/03/2022,Customer 1,1,887,4,C,f,Z,398,1,0.52973
17/02/2022,Customer 1,2,887,4,C,e,X,162,2,0.56796
06/02/2022,Customer 1,3,887,4,B,c,X,5,1,0.18163
28/03/2022,Customer 1,4,887,4,B,c,Y,2,0,0.08612
15/03/2022,Customer 1,5,887,4,A,a,X,39,0,0.01284
15/04/2022,Customer 1,1,888,5,C,f,X,207,0,0.62437
03/01/2022,Customer 1,2,888,5,A,a,Z,7,1,0.13402
30/03/2022,Customer 1,3,888,5,A,a,Z,13,0,0.01132
16/05/2022,Customer 1,1,889,6,A,a,Z,49,0,0.10759
21/03/2022,Customer 1,2,889,6,C,e,X,130,2,0.46665
23/03/2022,Customer 1,1,890,7,B,d,Y,435,3,0.22620
11/03/2022,Customer 1,2,890,7,A,a,Y,5,0,0.00796
01/02/2022,Customer 1,3,890,7,A,b,X,107,0,0.07947
21/04/2022,Customer 1,4,890,7,A,b,Y,98,0,0.10272
01/04/2022,Customer 1,1,891,8,A,a,Z,1,0,0.06496
20/02/2022,Customer 1,2,891,8,C,e,Y,4,0,0.01807
30/03/2022,Customer 1,3,891,8,B,d,Z,25,3,0.35883
19/01/2022,Customer 1,4,891,8,A,b,Z,52,1,0.19393
04/05/2022,Customer 1,1,892,9,A,b,Y,56,2,0.24336
26/01/2022,Customer 1,2,892,9,C,f,Z,529,6,0.81011
08/04/2022,Customer 1,3,892,9,B,d,X,9,5,0.39476
31/12/2021,Customer 1,4,892,9,A,a,Z,2,0,0.03740
03/01/2022,Customer 1,5,892,9,B,d,X,387,0,0.20341
02/03/2022,Customer 1,6,892,9,B,d,Z,77,1,0.04244
20/01/2022,Customer 1,7,892,9,B,d,Y,487,0,0.57514
29/03/2022,Customer 1,8,892,9,C,e,Z,22,4,0.44107
01/03/2022,Customer 1,9,892,9,A,b,X,137,1,0.02835
01/05/2022,Customer 1,1,893,10,B,c,Z,29,4,0.43091
02/01/2022,Customer 1,2,893,10,C,e,Z,295,5,0.19877
09/04/2022,Customer 1,1,894,11,C,e,Z,344,0,0.37808
26/01/2022,Customer 1,2,894,11,C,f,Z,56,2,0.10600
16/02/2022,Customer 1,1,895,12,C,f,X,286,2,0.09963
20/01/2022,Customer 1,1,896,13,B,c,X,76,0,0.33645
13/01/2022,Customer 1,1,897,14,C,f,Z,337,2,0.42096
07/02/2022,Customer 1,2,897,14,B,c,X,17,2,0.01875
28/03/2022,Customer 1,1,898,15,A,b,Z,71,0,0.05404
25/05/2022,Customer 1,2,898,15,B,c,Z,166,1,0.15405
06/04/2022,Customer 1,1,899,16,A,b,Z,1,1,0.22990
11/02/2022,Customer 1,2,899,16,A,a,X,8,0,0.01792
04/05/2022,Customer 1,1,900,17,A,b,X,22,2,0.17442
28/01/2022,Customer 1,2,900,17,B,d,Z,19,1,0.07619
01/04/2022,Customer 1,1,901,18,B,d,X,144,0,0.36304
06/04/2022,Customer 1,2,901,18,C,f,Z,311,2,0.85946
15/05/2022,Customer 1,1,902,19,B,d,X,218,1,0.62194
05/02/2022,Customer 1,2,902,19,C,f,X,18,0,0.36217
11/02/2022,Customer 1,3,902,19,C,e,Z,282,4,0.56184
15/02/2022,Customer 1,4,902,19,B,c,Y,161,0,0.13821
05/02/2022,Customer 1,5,902,19,C,e,Y,192,1,0.40651
01/01/2022,Customer 1,6,902,19,B,c,Z,355,1,0.09193
10/05/2022,Customer 1,7,902,19,C,e,X,149,4,0.46211
02/04/2022,Customer 1,1,903,20,C,f,Z,157,3,0.12031
11/05/2022,Customer 1,1,904,21,C,f,Y,206,0,0.17600
10/03/2022,Customer 1,2,904,21,A,a,X,37,0,0.07415
17/05/2022,Customer 1,3,904,21,C,f,Z,33,2,0.03035
25/03/2022,Customer 1,4,904,21,B,d,X,263,4,0.01292
08/01/2022,Customer 1,1,905,22,C,e,X,201,1,0.36646
18/04/2022,Customer 1,1,906,23,C,f,Y,676,2,0.93472
31/03/2022,Customer 1,1,907,24,A,a,Z,36,0,0.07968
20/05/2022,Customer 1,1,908,25,C,f,Y,220,1,0.83541
07/05/2022,Customer 1,1,909,26,C,e,Z,73,0,0.53378
04/05/2022,Customer 1,2,909,26,B,c,Z,54,1,0.09726
30/12/2021,Customer 1,1,910,1,C,f,X,22,7,0.80052
13/04/2022,Customer 1,2,910,1,A,b,Z,13,0,0.10906
20/04/2022,Customer 1,1,911,2,B,d,Z,185,4,0.20794
30/03/2022,Customer 1,1,912,3,A,a,Z,4,0,0.00225
02/01/2022,Customer 1,2,912,3,B,d,Y,233,0,0.43480
07/03/2022,Customer 1,1,913,4,C,e,X,15,2,0.55294
03/01/2022,Customer 1,2,913,4,A,b,Z,5,1,0.21898
19/01/2022,Customer 1,1,914,5,B,c,Z,183,0,0.11079
20/05/2022,Customer 1,1,915,6,A,a,Z,1,0,0.00145
05/03/2022,Customer 1,1,916,7,C,e,Y,449,0,0.36329
26/04/2022,Customer 1,1,917,8,A,a,X,7,0,0.03868
02/02/2022,Customer 1,1,918,9,A,b,X,6,0,0.05870
22/04/2022,Customer 1,1,919,10,A,b,Y,38,1,0.01065
10/03/2022,Customer 1,1,920,11,C,f,Y,51,2,0.19727
16/03/2022,Customer 1,2,920,11,C,e,Z,181,0,0.41173
22/03/2022,Customer 1,3,920,11,B,d,Z,71,1,0.22476
19/05/2022,Customer 1,4,920,11,B,c,Z,132,0,0.18825
20/05/2022,Customer 1,5,920,11,B,d,Z,168,0,0.56967
17/01/2022,Customer 1,6,920,11,A,a,Z,0,0,0.00004
18/03/2022,Customer 1,1,921,12,B,d,Z,25,1,0.38503
07/02/2022,Customer 1,1,922,13,C,e,X,2,0,0.49071
31/03/2022,Customer 1,1,923,14,A,b,Y,56,1,0.14129
24/05/2022,Customer 1,2,923,14,B,d,Z,21,1,0.30128
01/01/2022,Customer 1,3,923,14,A,b,X,14,1,0.15080
05/05/2022,Customer 1,1,924,15,A,a,Z,81,1,0.00494
23/02/2022,Customer 1,1,925,16,C,e,Y,78,2,0.56505
23/01/2022,Customer 1,1,926,17,B,c,Z,230,2,0.27028
26/02/2022,Customer 1,2,926,17,B,c,Y,221,0,0.10096
29/04/2022,Customer 1,3,926,17,B,c,Z,178,0,0.06272
13/04/2022,Customer 1,4,926,17,A,a,Y,13,0,0.06586
10/03/2022,Customer 1,5,926,17,B,d,Y,179,3,0.31428
14/02/2022,Customer 1,1,927,18,C,e,X,73,1,0.29373
18/03/2022,Customer 1,2,927,18,A,b,Z,1,1,0.21005
31/03/2022,Customer 1,1,928,19,A,b,Z,173,1,0.16527
10/05/2022,Customer 1,2,928,19,A,a,X,18,0,0.03401
13/01/2022,Customer 1,3,928,19,C,e,X,50,5,0.33372
26/05/2022,Customer 1,4,928,19,B,d,Y,15,2,0.60524
02/03/2022,Customer 1,5,928,19,B,d,X,11,3,0.14010
10/01/2022,Customer 1,1,929,20,C,f,Y,748,3,0.16795
05/03/2022,Customer 1,2,929,20,C,e,Y,54,3,0.77010
21/05/2022,Customer 1,3,929,20,C,e,Z,494,2,0.01685
28/04/2022,Customer 1,4,929,20,B,c,Z,105,2,0.04099
26/01/2022,Customer 1,5,929,20,A,b,Z,162,1,0.19283
11/05/2022,Customer 1,6,929,20,C,f,X,356,0,0.13707
18/04/2022,Customer 1,7,929,20,C,e,X,27,1,0.22449
16/01/2022,Customer 1,8,929,20,C,e,X,44,0,0.36010
13/02/2022,Customer 1,9,929,20,C,f,Y,23,0,0.04028
11/05/2022,Customer 1,1,930,21,B,d,Z,170,1,0.17357
11/02/2022,Customer 1,2,930,21,A,b,Z,21,0,0.19204
31/01/2022,Customer 1,3,930,21,A,a,X,7,0,0.00627
04/02/2022,Customer 1,1,931,22,B,d,Y,23,0,0.58900
23/05/2022,Customer 1,2,931,22,B,d,Z,7,3,0.52045
09/03/2022,Customer 1,1,932,23,A,a,X,29,0,0.04399
03/05/2022,Customer 1,2,932,23,A,b,X,14,1,0.03861
05/05/2022,Customer 1,1,933,24,A,b,X,53,0,0.05675
20/05/2022,Customer 1,1,934,25,B,d,Z,325,4,0.18636
20/02/2022,Customer 1,1,935,26,B,c,X,0,2,0.15315
16/05/2022,Customer 1,2,935,26,A,b,X,65,1,0.27594
07/05/2022,Customer 1,3,935,26,B,d,Y,416,0,0.45079
01/05/2022,Customer 1,1,936,1,C,f,Y,305,0,0.80516
25/01/2022,Customer 1,2,936,1,C,e,Y,644,2,0.68040
14/05/2022,Customer 1,1,937,2,A,a,Y,0,0,0.00048
18/02/2022,Customer 1,2,937,2,A,b,X,50,0,0.10738
13/01/2022,Customer 1,3,937,2,A,b,Z,2,1,0.11271
14/03/2022,Customer 1,1,938,3,A,a,Y,38,1,0.06784
27/02/2022,Customer 1,2,938,3,B,d,Z,19,1,0.11330
07/02/2022,Customer 1,3,938,3,C,f,X,600,0,0.24719
02/03/2022,Customer 1,1,939,4,B,d,X,59,1,0.29664
29/04/2022,Customer 1,1,940,5,A,b,X,52,0,0.13124
22/02/2022,Customer 1,1,941,6,B,c,X,27,2,0.06205
08/04/2022,Customer 1,1,942,7,B,c,X,323,2,0.22362
25/04/2022,Customer 1,2,942,7,A,a,Z,5,0,0.05103
23/04/2022,Customer 1,1,943,8,B,c,Z,2,1,0.32987
23/02/2022,Customer 1,1,944,9,A,b,Y,39,0,0.16871
02/05/2022,Customer 1,1,945,10,C,f,Z,410,1,0.25512
20/04/2022,Customer 1,1,946,11,A,b,X,26,1,0.13556
23/05/2022,Customer 1,2,946,11,A,b,Z,64,1,0.16014
05/03/2022,Customer 1,1,947,12,C,f,Y,267,1,0.68193
02/03/2022,Customer 1,1,948,13,C,e,X,238,4,0.40519
07/02/2022,Customer 1,1,949,14,B,c,X,76,2,0.05714
30/12/2021,Customer 1,1,950,15,C,e,Z,345,2,0.67440
13/02/2022,Customer 1,1,951,16,C,e,Y,143,1,0.44431
20/03/2022,Customer 1,1,952,17,A,b,X,28,1,0.06748
19/02/2022,Customer 1,2,952,17,A,a,Y,3,0,0.00549
16/01/2022,Customer 1,1,953,18,B,c,Y,43,0,0.15450
06/05/2022,Customer 1,2,953,18,A,a,X,6,0,0.02333
13/04/2022,Customer 1,1,954,19,C,f,X,183,0,0.80769
01/02/2022,Customer 1,2,954,19,C,f,Z,163,8,0.00780
30/04/2022,Customer 1,1,955,20,B,c,Y,250,2,0.31932
16/03/2022,Customer 1,2,955,20,B,c,Z,183,0,0.40741
11/01/2022,Customer 1,3,955,20,B,d,Y,45,2,0.15390
27/04/2022,Customer 1,4,955,20,C,f,X,388,0,0.56712
22/04/2022,Customer 1,5,955,20,B,d,Y,412,1,0.01655
26/01/2022,Customer 1,6,955,20,B,d,X,35,1,0.20567
21/03/2022,Customer 1,1,956,21,B,c,X,44,1,0.42277
26/03/2022,Customer 1,2,956,21,B,c,Y,20,0,0.35723
14/05/2022,Customer 1,3,956,21,B,c,X,83,0,0.32514
18/05/2022,Customer 1,1,957,22,B,d,Y,128,1,0.02063
18/04/2022,Customer 1,1,958,23,C,e,X,77,2,0.64697
29/03/2022,Customer 1,2,958,23,C,f,X,65,3,0.70812
04/01/2022,Customer 1,1,959,24,C,f,Y,127,0,0.36216
25/04/2022,Customer 1,2,959,24,C,e,X,43,1,0.65640
14/04/2022,Customer 1,3,959,24,B,c,X,142,2,0.37982
19/03/2022,Customer 1,4,959,24,C,f,Z,12,6,0.64559
25/04/2022,Customer 1,1,960,25,B,d,Z,36,0,0.44276
15/05/2022,Customer 1,2,960,25,C,f,Y,18,2,0.63752
17/04/2022,Customer 1,1,961,26,A,a,Y,48,0,0.01536
23/04/2022,Customer 1,1,962,1,B,c,Z,3,1,0.21703
18/03/2022,Customer 1,2,962,1,C,f,X,24,7,0.40159
15/04/2022,Customer 1,1,963,2,A,b,X,26,0,0.03760
04/01/2022,Customer 1,2,963,2,B,d,Y,122,1,0.23196
05/04/2022,Customer 1,3,963,2,B,c,X,273,0,0.35938
22/02/2022,Customer 1,4,963,2,C,e,Y,553,1,0.54134
06/02/2022,Customer 1,5,963,2,A,b,X,57,0,0.04033
25/04/2022,Customer 1,6,963,2,A,a,Z,15,1,0.09051
26/02/2022,Customer 1,7,963,2,C,f,Y,438,3,0.07831
19/03/2022,Customer 1,8,963,2,C,e,Z,9,2,0.10645
07/01/2022,Customer 1,1,964,3,C,e,X,303,3,0.61827
25/03/2022,Customer 1,2,964,3,A,a,X,4,0,0.11558
23/02/2022,Customer 1,3,964,3,C,f,X,3,2,0.52606
30/03/2022,Customer 1,4,964,3,B,c,Z,167,2,0.02070
29/01/2022,Customer 1,5,964,3,A,a,Y,1,0,0.00490
14/05/2022,Customer 1,6,964,3,B,c,Z,36,0,0.08663
17/01/2022,Customer 1,1,965,4,C,f,Z,42,2,0.55816
07/01/2022,Customer 1,2,965,4,B,d,Y,487,0,0.08652
16/05/2022,Customer 1,1,966,5,B,c,Z,28,0,0.26638
19/05/2022,Customer 1,1,967,6,A,b,Z,9,1,0.20616
26/03/2022,Customer 1,2,967,6,C,e,Y,89,0,0.42612
06/03/2022,Customer 1,1,968,7,A,a,Y,23,0,0.02467
05/01/2022,Customer 1,1,969,8,C,f,Z,729,0,0.73433
20/05/2022,Customer 1,2,969,8,B,c,X,76,1,0.32684
23/03/2022,Customer 1,1,970,9,A,b,X,212,0,0.00188
15/01/2022,Customer 1,1,971,10,C,e,Z,0,1,0.15728
13/01/2022,Customer 1,2,971,10,B,c,Z,169,3,0.28083
15/04/2022,Customer 1,3,971,10,A,a,Y,32,0,0.00067
03/02/2022,Customer 1,1,972,11,A,a,Z,8,0,0.02776
07/04/2022,Customer 1,2,972,11,C,f,Z,556,1,0.27188
26/04/2022,Customer 1,1,973,12,A,a,Y,31,0,0.02624
10/01/2022,Customer 1,1,974,13,B,d,Y,8,1,0.14087
06/03/2022,Customer 1,1,975,14,A,a,X,26,0,0.02032
08/04/2022,Customer 1,2,975,14,A,a,Y,1,0,0.02149
23/03/2022,Customer 1,1,976,15,C,e,Y,146,1,0.65482
04/04/2022,Customer 1,2,976,15,B,c,Y,92,0,0.19985
06/01/2022,Customer 1,3,976,15,A,b,X,78,0,0.22374
07/02/2022,Customer 1,4,976,15,C,e,Y,389,7,0.67421
15/03/2022,Customer 1,1,977,16,B,d,X,3,4,0.18482
24/03/2022,Customer 1,1,978,17,A,b,Z,145,0,0.10424
22/01/2022,Customer 1,2,978,17,C,e,Z,126,3,0.44700
05/03/2022,Customer 1,1,979,18,A,a,X,1,0,0.00070
10/05/2022,Customer 1,1,980,19,B,c,X,22,0,0.13962
25/03/2022,Customer 1,1,981,20,B,c,Y,47,0,0.19831
18/01/2022,Customer 1,1,982,21,B,d,Y,54,0,0.05036
28/03/2022,Customer 1,2,982,21,C,e,Y,487,1,0.22660
01/05/2022,Customer 1,3,982,21,B,c,Z,264,2,0.08383
02/05/2022,Customer 1,1,983,22,B,d,Z,9,1,0.23759
21/01/2022,Customer 1,2,983,22,B,c,Y,378,1,0.17322
11/02/2022,Customer 1,3,983,22,B,d,Y,254,2,0.57796
31/12/2021,Customer 1,4,983,22,A,b,Z,66,0,0.08070
28/01/2022,Customer 1,1,984,23,A,a,Y,33,0,0.01697
23/05/2022,Customer 1,2,984,23,C,f,Z,495,8,0.64580
08/02/2022,Customer 1,3,984,23,A,a,X,69,1,0.08193
28/01/2022,Customer 1,1,985,24,A,a,Y,0,0,0.00010
15/03/2022,Customer 1,1,986,25,C,f,Y,5,1,0.34142
23/01/2022,Customer 1,2,986,25,A,a,X,45,0,0.04406
19/02/2022,Customer 1,1,987,26,C,e,X,523,2,0.17152
22/02/2022,Customer 1,2,987,26,B,c,X,40,0,0.17560
03/02/2022,Customer 1,1,988,1,B,c,Y,87,2,0.24941
25/02/2022,Customer 1,1,989,2,B,d,X,107,0,0.11326
07/01/2022,Customer 1,1,990,3,A,b,Z,16,1,0.12233
11/03/2022,Customer 1,1,991,4,C,f,Y,720,2,0.71609
27/04/2022,Customer 1,1,992,5,C,e,Y,399,1,0.76042
15/05/2022,Customer 1,1,993,6,A,b,Y,6,1,0.08499
03/01/2022,Customer 1,2,993,6,A,b,X,33,0,0.10686
28/04/2022,Customer 1,1,994,7,C,f,Z,123,6,0.44056
12/03/2022,Customer 1,2,994,7,A,b,X,164,0,0.15960
20/04/2022,Customer 1,3,994,7,C,f,Z,425,0,0.48610
29/04/2022,Customer 1,4,994,7,A,b,Z,204,0,0.23040
16/01/2022,Customer 1,5,994,7,B,d,Z,62,1,0.35477
27/04/2022,Customer 1,6,994,7,B,c,Y,248,1,0.04424
16/01/2022,Customer 1,7,994,7,A,a,Y,90,0,0.01965
05/04/2022,Customer 1,1,995,8,A,b,X,150,0,0.10609
29/04/2022,Customer 1,2,995,8,A,a,Y,25,0,0.00140
04/01/2022,Customer 1,3,995,8,C,e,Z,12,2,0.53523
05/01/2022,Customer 1,1,996,9,B,d,Y,293,2,0.40806
01/04/2022,Customer 1,2,996,9,A,b,Y,0,2,0.26524
08/03/2022,Customer 1,3,996,9,A,a,X,18,0,0.00795
20/04/2022,Customer 1,1,997,10,A,b,Y,39,1,0.11485
10/05/2022,Customer 1,2,997,10,A,b,Z,46,0,0.04045
26/03/2022,Customer 1,3,997,10,B,c,X,14,1,0.28791
17/05/2022,Customer 1,4,997,10,C,e,X,257,6,0.48848
21/01/2022,Customer 1,1,998,11,C,f,Z,230,6,0.72733
21/05/2022,Customer 1,1,999,12,B,c,X,41,2,0.18882
21/04/2022,Customer 1,1,1000,13,C,f,Z,310,4,0.20780
16/03/2022,Customer 1,2,1000,13,C,e,X,48,2,0.47005
15/03/2022,Customer 2,1,1,2,A,a,Y,26,0,0.07110
21/03/2022,Customer 2,2,1,2,A,b,Y,19,1,0.17892
24/02/2022,Customer 2,3,1,2,C,e,X,98,1,0.27591
31/12/2021,Customer 2,1,2,3,B,c,Y,25,0,0.44557
02/03/2022,Customer 2,1,3,4,B,c,Z,86,1,0.25283
27/01/2022,Customer 2,1,4,5,B,c,Z,65,0,0.23863
03/01/2022,Customer 2,2,4,5,C,e,Z,67,5,0.27749
