Item Branch 3rd Item Number,Item Branch G/L Category,Short Name,Item Branch 2nd Item Number,Item-Branch Key,Item Branch Reorder Quantity,Horsepower,Item Branch Category Code 6,Item Branch Category Code 7,Item Branch Primary Supplier
61023,AFAB,10243,61023,CR-10243,0,50,1050,      ,1
63447,TFAB,10656,63447,CR-10656,0,30,1025,      ,1
63447,TFAB,10656,63447,CR-10656,0,30,1025,      ,1
64898,ATVW,10797,64898,CR-10797,0,50,1040,      ,0
64898,ATVW,10797,64898,CR-10797,0,50,1040,      ,0
64670,AFAB,10999,64670,CR-10999,0,50,1050,      ,0
64670,AFAB,10999,64670,CR-10999,0,50,1050,      ,0
7605,SRCW,10105,7605,CR-10105,0,50,1015,      ,1
7605,SRCW,10105,7605,CR-10105,0,50,1015,      ,1
15840,SRCW,10316,15840,CR-10316,0,10,1015,      ,22134
15840,SRCW,10316,15840,CR-10316,0,10,1015,      ,22134
25411,TMTG,10564,25411,CR-10564,0,50,1030,      ,1
25411,TMTG,10564,25411,CR-10564,0,50,1030,      ,1
30259,SRCW,10985,30259,CR-10985,0,30,1015,      ,1
30259,SRCW,10985,30259,CR-10985,0,30,1015,      ,1
37602,ACCE,10588,37602,CR-10588,0,50,1035,      ,36183
37602,ACCE,10588,37602,CR-10588,0,50,1035,      ,36183
61024,AFAB,10244,61024,CR-10244,0,50,1050,      ,1
61024,AFAB,10244,61024,CR-10244,0,50,1050,      ,1
61396,AFAB,10285,61396,CR-10285,0,50,1050,      ,1
61396,AFAB,10285,61396,CR-10285,0,50,1050,      ,1
63448,SRCW,10657,63448,CR-10657,0,50,1015,      ,1
63448,SRCW,10657,63448,CR-10657,0,50,1015,      ,1
63875,ACCE,10719,63875,CR-10719,0,50,1035,      ,1
63875,ACCE,10719,63875,CR-10719,0,50,1035,      ,1
64899,ATVW,10799,64899,CR-10799,0,50,1040,      ,0
64899,ATVW,10799,64899,CR-10799,0,50,1040,      ,0
65287,SMWN,10867,65287,CR-10867,0,10,1045,      ,101622
65287,SMWN,10867,65287,CR-10867,0,10,1045,      ,101622
63799,AFAB,10957,63799,CR-10957,0,50,1050,      ,0
63799,AFAB,10957,63799,CR-10957,0,50,1050,      ,0
25413,TMTG,10565,25413,CR-10565,0,50,1030,      ,1
25413,TMTG,10565,25413,CR-10565,0,50,1030,      ,1
30260,SRCW,10986,30260,CR-10986,0,30,1015,      ,1
30260,SRCW,10986,30260,CR-10986,0,30,1015,      ,1
37603,ACCE,10589,37603,CR-10589,0,50,1035,      ,36183
37603,ACCE,10589,37603,CR-10589,0,50,1035,      ,36183
39324,SMWN,10895,39324,CR-10895,0,10,1045,      ,20534
39324,SMWN,10895,39324,CR-10895,0,10,1045,      ,20534
60588,AXLE,10185,60588,CR-10185,0,50,1010,      ,1
60588,AXLE,10185,60588,CR-10185,0,50,1010,      ,1
61025,AFAB,10245,61025,CR-10245,0,50,1050,      ,1
61025,AFAB,10245,61025,CR-10245,0,50,1050,      ,1
61397,AFAB,10286,61397,CR-10286,0,50,1050,      ,1
61397,AFAB,10286,61397,CR-10286,0,50,1050,      ,1
64671,AFAB,11000,64671,CR-11000,0,50,1050,      ,0
64671,AFAB,11000,64671,CR-11000,0,50,1050,      ,0
7608,SRCW,10106,7608,CR-10106,0,30,1015,      ,0
7608,SRCW,10106,7608,CR-10106,0,30,1015,      ,0
31700,UTIW,10097,31700,CR-10097,0,50,1020,      ,0
31700,UTIW,10097,31700,CR-10097,0,50,1020,      ,0
37604,ACCE,10590,37604,CR-10590,0,50,1035,      ,36183
37604,ACCE,10590,37604,CR-10590,0,50,1035,      ,36183
38060,TMTG,10683,38060,CR-10683,0,50,1030,      ,100111
38060,TMTG,10683,38060,CR-10683,0,50,1030,      ,100111
63450,TFAB,10658,63450,CR-10658,0,30,1025,      ,24433
63450,TFAB,10658,63450,CR-10658,0,30,1025,      ,24433
63018,TFAB,10018,63018,CR-10018,10000,30,1025,      ,1
63018,TFAB,10018,63018,CR-10018,10000,30,1025,      ,1
7609,SRCW,10107,7609,CR-10107,0,10,1015,      ,100084
7609,SRCW,10107,7609,CR-10107,0,10,1015,      ,100084
13848,SRCW,10241,13848,CR-10241,0,10,1015,      ,20316
13848,SRCW,10241,13848,CR-10241,0,10,1015,      ,20316
24335,SRCW,10527,24335,CR-10527,0,50,1015,      ,0
24335,SRCW,10527,24335,CR-10527,0,50,1015,      ,0
25430,SRCW,10566,25430,CR-10566,0,50,1015,      ,1
25430,SRCW,10566,25430,CR-10566,0,50,1015,      ,1
35431,CHUB,10402,35431,CR-10402,0,10,1095,      ,1
35431,CHUB,10402,35431,CR-10402,0,10,1095,      ,1
37605,ACCE,10591,37605,CR-10591,0,50,1035,      ,36183
37605,ACCE,10591,37605,CR-10591,0,50,1035,      ,36183
38061,TMTG,10684,38061,CR-10684,0,50,1030,      ,20196
38061,TMTG,10684,38061,CR-10684,0,50,1030,      ,20196
38905,AXLE,10834,38905,CR-10834,0,10,1010,      ,33097
38905,AXLE,10834,38905,CR-10834,0,10,1010,      ,33097
39326,AXLE,10896,39326,CR-10896,0,10,1010,      ,20196
39326,AXLE,10896,39326,CR-10896,0,10,1010,      ,20196
60592,TFAB,10186,60592,CR-10186,0,10,1025,      ,20534
60592,TFAB,10186,60592,CR-10186,0,10,1025,      ,20534
61399,ACCE,10287,61399,CR-10287,0,10,1035,      ,22134
61399,ACCE,10287,61399,CR-10287,0,10,1035,      ,22134
63017,TFAB,10019,63017,CR-10019,10000,30,1025,      ,1
63017,TFAB,10019,63017,CR-10019,10000,30,1025,      ,1
7610,SRCW,10108,7610,CR-10108,0,10,1015,      ,30235
7610,SRCW,10108,7610,CR-10108,0,10,1015,      ,30235
13850,SRCW,10242,13850,CR-10242,0,10,1015,      ,20534
13850,SRCW,10242,13850,CR-10242,0,10,1015,      ,20534
21213,SRCW,10393,21213,CR-10393,0,50,1015,      ,1
21213,SRCW,10393,21213,CR-10393,0,50,1015,      ,1
24336,SRCW,10528,24336,CR-10528,0,50,1015,      ,0
24336,SRCW,10528,24336,CR-10528,0,50,1015,      ,0
25431,SRCW,10567,25431,CR-10567,0,50,1015,      ,20726
25431,SRCW,10567,25431,CR-10567,0,50,1015,      ,20726
31702,UTIW,10098,31702,CR-10098,0,50,1020,      ,0
31702,UTIW,10098,31702,CR-10098,0,50,1020,      ,0
34371,CHUB,10259,34371,CR-10259,0,10,1095,      ,22780
34371,CHUB,10259,34371,CR-10259,0,10,1095,      ,22780
37606,ACCE,10592,37606,CR-10592,0,50,1035,      ,36183
37606,ACCE,10592,37606,CR-10592,0,50,1035,      ,36183
60593,TFAB,10187,60593,CR-10187,0,10,1025,      ,20534
60593,TFAB,10187,60593,CR-10187,0,10,1025,      ,20534
61400,ACCE,10288,61400,CR-10288,0,50,1035,      ,1
61400,ACCE,10288,61400,CR-10288,0,50,1035,      ,1
63113,ATVW,10607,63113,CR-10607,0,50,1040,      ,1
63113,ATVW,10607,63113,CR-10607,0,50,1040,      ,1
65291,AFAB,10868,65291,CR-10868,0,50,1050,      ,0
65291,AFAB,10868,65291,CR-10868,0,50,1050,      ,0
63653,TMTG,11001,63653,CR-11001,0,50,1030,      ,0
63653,TMTG,11001,63653,CR-11001,0,50,1030,      ,0
7611,SRCW,10109,7611,CR-10109,0,10,1015,      ,20202
7611,SRCW,10109,7611,CR-10109,0,10,1015,      ,20202
11524,TFAB,10188,11524,CR-10188,0,10,1025,      ,20534
11524,TFAB,10188,11524,CR-10188,0,10,1025,      ,20534
34869,SRCW,10325,34869,CR-10325,0,10,1015,      ,100075
34869,SRCW,10325,34869,CR-10325,0,10,1015,      ,100075
38063,TFAB,10685,38063,CR-10685,0,30,1025,      ,1
38063,TFAB,10685,38063,CR-10685,0,30,1025,      ,1
39658,AXLE,10983,39658,CR-10983,0,30,1010,      ,1
39658,AXLE,10983,39658,CR-10983,0,30,1010,      ,1
61040,TMTG,10247,61040,CR-10247,0,50,1030,      ,1
61040,TMTG,10247,61040,CR-10247,0,50,1030,      ,1
63654,TMTG,11008,63654,CR-11008,0,50,1030,      ,0
63654,TMTG,11008,63654,CR-11008,0,50,1030,      ,0
37558,NISS,10581,37558,PC-10581,0,50,1080,      ,1
37558,NISS,10581,37558,PC-10581,0,50,1080,      ,1
7612,SRCW,10110,7612,CR-10110,0,10,1015,      ,100125
7612,SRCW,10110,7612,CR-10110,0,10,1015,      ,100125
21221,SRCW,10394,21221,CR-10394,0,30,1015,      ,1
21221,SRCW,10394,21221,CR-10394,0,30,1015,      ,1
31704,SMWN,10099,31704,CR-10099,0,10,1045,      ,22134
31704,SMWN,10099,31704,CR-10099,0,10,1045,      ,22134
34373,SRCW,10260,34373,CR-10260,0,50,1015,      ,1
34373,SRCW,10260,34373,CR-10260,0,50,1015,      ,1
37609,ACCE,10593,37609,CR-10593,0,50,1035,      ,36183
37609,ACCE,10593,37609,CR-10593,0,50,1035,      ,36183
38065,TFAB,10686,38065,CR-10686,0,30,1025,      ,1
38065,TFAB,10686,38065,CR-10686,0,30,1025,      ,1
61811,SRCW,10379,61811,CR-10379,0,30,1015,      ,1
61811,SRCW,10379,61811,CR-10379,0,30,1015,      ,1
63885,TFAB,10720,63885,CR-10720,0,30,1025,      ,1
63885,TFAB,10720,63885,CR-10720,0,30,1025,      ,1
37559,NISS,10582,37559,PC-10582,0,50,1080,      ,1
37559,NISS,10582,37559,PC-10582,0,50,1080,      ,1
7613,SRCW,10111,7613,CR-10111,0,10,1015,      ,100125
7613,SRCW,10111,7613,CR-10111,0,10,1015,      ,100125
13855,SRCW,10243,13855,CR-10243,0,30,1015,      ,1
13855,SRCW,10243,13855,CR-10243,0,30,1015,      ,1
40256,MKTG,10028,40256,CR-10028,0,50,5020,      ,22780
40256,MKTG,10028,40256,CR-10028,0,50,5020,      ,22780
61403,ACCE,10289,61403,CR-10289,0,50,1035,      ,1
61403,ACCE,10289,61403,CR-10289,0,50,1035,      ,1
65294,AFAB,10869,65294,CR-10869,0,50,1050,      ,0
65294,AFAB,10869,65294,CR-10869,0,50,1050,      ,0
7614,SRCW,10112,7614,CR-10112,0,10,1015,      ,20383
7614,SRCW,10112,7614,CR-10112,0,10,1015,      ,20383
13857,SRCW,10244,13857,CR-10244,0,10,1015,      ,20383
13857,SRCW,10244,13857,CR-10244,0,10,1015,      ,20383
21258,SRCW,10395,21258,CR-10395,0,50,1015,      ,1
21258,SRCW,10395,21258,CR-10395,0,50,1015,      ,1
25552,TFAB,10568,25552,CR-10568,0,10,1025,      ,20534
25552,TFAB,10568,25552,CR-10568,0,10,1025,      ,20534
30859,SRCW,10035,30859,CR-10035,0,50,1015,      ,1
30859,SRCW,10035,30859,CR-10035,0,50,1015,      ,1
38067,TFAB,10687,38067,CR-10687,0,30,1025,      ,1
38067,TFAB,10687,38067,CR-10687,0,30,1025,      ,1
38911,TMTG,10835,38911,CR-10835,0,50,1030,      ,1
38911,TMTG,10835,38911,CR-10835,0,50,1030,      ,1
39331,SRCW,10897,39331,CR-10897,0,30,1015,      ,100085
39331,SRCW,10897,39331,CR-10897,0,30,1015,      ,100085
40554,MKTG,10029,40554,CR-10029,0,50,5020,      ,34255
40554,MKTG,10029,40554,CR-10029,0,50,5020,      ,34255
61404,ACCE,10290,61404,CR-10290,0,50,1035,      ,1
61404,ACCE,10290,61404,CR-10290,0,50,1035,      ,1
62808,SRCW,10544,62808,CR-10544,0,50,1015,      ,1
62808,SRCW,10544,62808,CR-10544,0,50,1015,      ,1
64909,AFAB,10800,64909,CR-10800,0,50,1050,      ,0
64909,AFAB,10800,64909,CR-10800,0,50,1050,      ,0
63700,TMTG,10958,63700,CR-10958,0,50,1030,      ,1
63700,TMTG,10958,63700,CR-10958,0,50,1030,      ,1
15879,SRCW,10317,15879,CR-10317,0,10,1015,      ,20729
15879,SRCW,10317,15879,CR-10317,0,10,1015,      ,20729
28430,SRCW,10802,28430,CR-10802,0,30,1015,      ,1
28430,SRCW,10802,28430,CR-10802,0,30,1015,      ,1
30268,SRCW,10987,30268,CR-10987,0,10,1015,      ,100137
30268,SRCW,10987,30268,CR-10987,0,10,1015,      ,100137
30860,SRCW,10036,30860,CR-10036,0,50,1015,      ,1
30860,SRCW,10036,30860,CR-10036,0,50,1015,      ,1
37150,TMTG,10518,37150,CR-10518,0,50,1030,      ,1
37150,TMTG,10518,37150,CR-10518,0,50,1030,      ,1
40560,MKTG,10030,40560,CR-10030,0,50,5020,      ,34255
40560,MKTG,10030,40560,CR-10030,0,50,5020,      ,34255
61405,ACCE,10291,61405,CR-10291,0,50,1035,      ,36183
61405,ACCE,10291,61405,CR-10291,0,50,1035,      ,36183
62510,TMTG,10489,62510,CR-10489,0,50,1030,      ,1
62510,TMTG,10489,62510,CR-10489,0,50,1030,      ,1
62809,SRCW,10545,62809,CR-10545,0,50,1015,      ,1
62809,SRCW,10545,62809,CR-10545,0,50,1015,      ,1
63301,SMWN,10020,63301,CR-10020,10000,30,1045,      ,0
63301,SMWN,10020,63301,CR-10020,10000,30,1045,      ,0
21264,SRCW,10396,21264,CR-10396,0,30,1015,      ,1
21264,SRCW,10396,21264,CR-10396,0,30,1015,      ,1
28431,SRCW,10803,28431,CR-10803,0,30,1015,      ,1
28431,SRCW,10803,28431,CR-10803,0,30,1015,      ,1
29165,TMTG,10872,29165,CR-10872,0,50,1030,      ,1
29165,TMTG,10872,29165,CR-10872,0,50,1030,      ,1
29714,TFAB,10922,29714,CR-10922,0,10,1025,      ,22134
29714,TFAB,10922,29714,CR-10922,0,10,1025,      ,22134
37616,AXLE,10594,37616,CR-10594,0,30,1010,      ,1
37616,AXLE,10594,37616,CR-10594,0,30,1010,      ,1
38914,AFAB,10836,38914,CR-10836,0,50,1050,      ,1
38914,AFAB,10836,38914,CR-10836,0,50,1050,      ,1
39333,SRCW,10898,39333,CR-10898,0,10,1015,      ,100114
39333,SRCW,10898,39333,CR-10898,0,10,1015,      ,100114
40562,MKTG,10031,40562,CR-10031,0,50,5020,      ,101484
40562,MKTG,10031,40562,CR-10031,0,50,5020,      ,101484
61056,AFAB,10248,61056,CR-10248,0,50,1050,      ,1
61056,AFAB,10248,61056,CR-10248,0,50,1050,      ,1
61406,ACCE,10292,61406,CR-10292,0,50,1035,      ,36183
61406,ACCE,10292,61406,CR-10292,0,50,1035,      ,36183
65297,AFAB,10870,65297,CR-10870,0,50,1050,      ,0
65297,AFAB,10870,65297,CR-10870,0,50,1050,      ,0
25580,ACCE,10569,25580,CR-10569,0,50,1035,      ,100105
25580,ACCE,10569,25580,CR-10569,0,50,1035,      ,100105
28432,SRCW,10804,28432,CR-10804,0,30,1015,      ,1
28432,SRCW,10804,28432,CR-10804,0,30,1015,      ,1
29166,TMTG,10873,29166,CR-10873,0,50,1030,      ,1
29166,TMTG,10873,29166,CR-10873,0,50,1030,      ,1
37617,AXLE,10595,37617,CR-10595,0,30,1010,      ,1
37617,AXLE,10595,37617,CR-10595,0,30,1010,      ,1
39334,AXLE,10899,39334,CR-10899,0,50,1010,      ,1
39334,AXLE,10899,39334,CR-10899,0,50,1010,      ,1
40569,MKTG,10032,40569,CR-10032,0,10,5020,      ,1
40569,MKTG,10032,40569,CR-10032,0,10,5020,      ,1
60603,TFAB,10188,60603,CR-10188,0,30,1025,      ,35385
60603,TFAB,10188,60603,CR-10188,0,30,1025,      ,35385
63123,SRCW,10608,63123,CR-10608,0,50,1015,      ,0
63123,SRCW,10608,63123,CR-10608,0,50,1015,      ,0
37647,IWE,10596,37647,PC-10596,0,50,1090,      ,100102
37647,IWE,10596,37647,PC-10596,0,50,1090,      ,100102
13868,SRCW,10245,13868,CR-10245,0,10,1015,      ,20169
13868,SRCW,10245,13868,CR-10245,0,10,1015,      ,20169
15900,SRCW,10318,15900,CR-10318,0,10,1015,      ,1
15900,SRCW,10318,15900,CR-10318,0,10,1015,      ,1
21268,SMWN,10397,21268,CR-10397,0,10,1045,      ,100204
21268,SMWN,10397,21268,CR-10397,0,10,1045,      ,100204
22318,TFAB,10482,22318,CR-10482,0,10,1025,      ,20169
22318,TFAB,10482,22318,CR-10482,0,10,1025,      ,20169
25584,ACCE,10570,25584,CR-10570,0,50,1035,      ,100105
25584,ACCE,10570,25584,CR-10570,0,50,1035,      ,100105
28433,SRCW,10805,28433,CR-10805,0,30,1015,      ,1
28433,SRCW,10805,28433,CR-10805,0,30,1015,      ,1
29167,TMTG,10874,29167,CR-10874,0,50,1030,      ,1
29167,TMTG,10874,29167,CR-10874,0,50,1030,      ,1
30274,SRCW,10988,30274,CR-10988,0,10,1015,      ,30235
30274,SRCW,10988,30274,CR-10988,0,10,1015,      ,30235
30863,SRCW,10037,30863,CR-10037,0,10,1015,      ,20202
30863,SRCW,10037,30863,CR-10037,0,10,1015,      ,20202
33295,SRCW,10213,33295,CR-10213,0,30,1015,      ,1
33295,SRCW,10213,33295,CR-10213,0,30,1015,      ,1
38072,AXLE,10688,38072,CR-10688,0,50,1010,      ,1
38072,AXLE,10688,38072,CR-10688,0,50,1010,      ,1
39335,AXLE,10900,39335,CR-10900,0,50,1010,      ,1
39335,AXLE,10900,39335,CR-10900,0,50,1010,      ,1
40570,MKTG,10033,40570,CR-10033,0,50,5020,      ,37177
40570,MKTG,10033,40570,CR-10033,0,50,5020,      ,37177
60604,TFAB,10189,60604,CR-10189,0,30,1025,      ,35385
60604,TFAB,10189,60604,CR-10189,0,30,1025,      ,35385
63891,SRCW,10721,63891,CR-10721,0,50,1015,      ,1
63891,SRCW,10721,63891,CR-10721,0,50,1015,      ,1
11689,THUB,10189,11689,CR-10189,0,50,1005,      ,1
11689,THUB,10189,11689,CR-10189,0,50,1005,      ,1
13872,SRCW,10247,13872,CR-10247,0,10,1015,      ,20534
13872,SRCW,10247,13872,CR-10247,0,10,1015,      ,20534
15901,SRCW,10319,15901,CR-10319,0,30,1015,      ,1
15901,SRCW,10319,15901,CR-10319,0,30,1015,      ,1
29168,TMTG,10875,29168,CR-10875,0,50,1030,      ,1
29168,TMTG,10875,29168,CR-10875,0,50,1030,      ,1
30275,SRCW,10989,30275,CR-10989,0,10,1015,      ,20383
30275,SRCW,10989,30275,CR-10989,0,10,1015,      ,20383
30864,SRCW,10038,30864,CR-10038,0,30,1015,      ,0
30864,SRCW,10038,30864,CR-10038,0,30,1015,      ,0
34388,SRCW,10261,34388,CR-10261,0,10,1015,      ,100169
34388,SRCW,10261,34388,CR-10261,0,10,1015,      ,100169
37158,TMTG,10519,37158,CR-10519,0,50,1030,      ,1
37158,TMTG,10519,37158,CR-10519,0,50,1030,      ,1
38073,AXLE,10689,38073,CR-10689,0,50,1010,      ,1
38073,AXLE,10689,38073,CR-10689,0,50,1010,      ,1
39336,AXLE,10901,39336,CR-10901,0,50,1010,      ,1
39336,AXLE,10901,39336,CR-10901,0,50,1010,      ,1
40572,MKTG,10034,40572,CR-10034,0,50,5020,      ,37366
40572,MKTG,10034,40572,CR-10034,0,50,5020,      ,37366
63125,TFAB,10609,63125,CR-10609,0,30,1025,      ,24433
63125,TFAB,10609,63125,CR-10609,0,30,1025,      ,24433
63500,ACCE,10659,63500,CR-10659,0,50,1035,      ,1
63500,ACCE,10659,63500,CR-10659,0,50,1035,      ,1
63894,SRCW,10722,63894,CR-10722,0,50,1015,      ,1
63894,SRCW,10722,63894,CR-10722,0,50,1015,      ,1
65300,AFAB,10871,65300,CR-10871,0,50,1050,      ,0
65300,AFAB,10871,65300,CR-10871,0,50,1050,      ,0
63710,TMTG,10959,63710,CR-10959,0,50,1030,      ,0
63710,TMTG,10959,63710,CR-10959,0,50,1030,      ,0
63945,AFAB,11021,63945,CR-11021,0,50,1050,      ,0
63945,AFAB,11021,63945,CR-11021,0,50,1050,      ,0
1448,SRCW,10021,1448,CR-10021,0,10,1015,      ,20534
1448,SRCW,10021,1448,CR-10021,0,10,1015,      ,20534
11690,THUB,10190,11690,CR-10190,0,50,1005,      ,1
11690,THUB,10190,11690,CR-10190,0,50,1005,      ,1
13874,SRCW,10248,13874,CR-10248,0,10,1015,      ,20729
13874,SRCW,10248,13874,CR-10248,0,10,1015,      ,20729
24434,SRCW,10529,24434,CR-10529,0,10,1015,      ,22780
24434,SRCW,10529,24434,CR-10529,0,10,1015,      ,22780
29169,TMTG,10876,29169,CR-10876,0,50,1030,      ,1
29169,TMTG,10876,29169,CR-10876,0,50,1030,      ,1
30277,SRCW,10990,30277,CR-10990,0,10,1015,      ,30235
30277,SRCW,10990,30277,CR-10990,0,10,1015,      ,30235
31727,TMTG,10100,31727,CR-10100,0,50,1030,      ,100111
31727,TMTG,10100,31727,CR-10100,0,50,1030,      ,100111
33298,SRCW,10214,33298,CR-10214,0,30,1015,      ,1
33298,SRCW,10214,33298,CR-10214,0,30,1015,      ,1
37159,TMTG,10520,37159,CR-10520,0,50,1030,      ,1
37159,TMTG,10520,37159,CR-10520,0,50,1030,      ,1
40573,MKTG,10035,40573,CR-10035,0,50,5020,      ,37176
40573,MKTG,10035,40573,CR-10035,0,50,5020,      ,37176
61410,ACCE,10293,61410,CR-10293,0,50,1035,      ,1
61410,ACCE,10293,61410,CR-10293,0,50,1035,      ,1
63501,AFAB,10660,63501,CR-10660,0,50,1050,      ,1
63501,AFAB,10660,63501,CR-10660,0,50,1050,      ,1
63897,SRCW,10723,63897,CR-10723,0,50,1015,      ,1
63897,SRCW,10723,63897,CR-10723,0,50,1015,      ,1
1450,SRCW,10022,1450,CR-10022,0,10,1015,      ,20534
1450,SRCW,10022,1450,CR-10022,0,10,1015,      ,20534
13878,SRCW,10249,13878,CR-10249,0,30,1015,      ,1
13878,SRCW,10249,13878,CR-10249,0,30,1015,      ,1
26354,SRCW,10641,26354,CR-10641,10000000,10,1015,      ,34119
26354,SRCW,10641,26354,CR-10641,10000000,10,1015,      ,34119
29170,TMTG,10877,29170,CR-10877,0,50,1030,      ,1
29170,TMTG,10877,29170,CR-10877,0,50,1030,      ,1
31728,TMTG,10101,31728,CR-10101,0,50,1030,      ,1
31728,TMTG,10101,31728,CR-10101,0,50,1030,      ,1
38076,ATVW,10690,38076,CR-10690,0,50,1040,      ,0
38076,ATVW,10690,38076,CR-10690,0,50,1040,      ,0
39339,AXLE,10902,39339,CR-10902,0,50,1010,      ,1
39339,AXLE,10902,39339,CR-10902,0,50,1010,      ,1
63898,SRCW,10724,63898,CR-10724,0,50,1015,      ,0
63898,SRCW,10724,63898,CR-10724,0,50,1015,      ,0
64545,ACCE,11052,64545,CR-11052,0,50,1035,      ,0
64545,ACCE,11052,64545,CR-11052,0,50,1035,      ,0
1489,CHUB,10023,1489,CR-10023,0,10,1095,      ,20316
1489,CHUB,10023,1489,CR-10023,0,10,1095,      ,20316
24479,SMWN,10530,24479,CR-10530,0,10,1045,      ,100204
24479,SMWN,10530,24479,CR-10530,0,10,1045,      ,100204
30279,SRCW,10991,30279,CR-10991,0,50,1015,      ,0
30279,SRCW,10991,30279,CR-10991,0,50,1015,      ,0
30867,SRCW,10039,30867,CR-10039,0,30,1015,      ,0
30867,SRCW,10039,30867,CR-10039,0,30,1015,      ,0
34884,SMWN,10326,34884,CR-10326,0,10,1045,      ,20534
34884,SMWN,10326,34884,CR-10326,0,10,1045,      ,20534
37162,TMTG,10521,37162,CR-10521,0,50,1030,      ,1
37162,TMTG,10521,37162,CR-10521,0,50,1030,      ,1
39340,AXLE,10903,39340,CR-10903,0,50,1010,      ,1
39340,AXLE,10903,39340,CR-10903,0,50,1010,      ,1
62518,SRCW,10490,62518,CR-10490,0,50,1015,      ,1
62518,SRCW,10490,62518,CR-10490,0,50,1015,      ,1
65313,ATVW,10872,65313,CR-10872,0,50,1040,      ,0
65313,ATVW,10872,65313,CR-10872,0,50,1040,      ,0
64425,ACCE,11100,64425,CR-11100,0,50,1035,      ,0
64425,ACCE,11100,64425,CR-11100,0,50,1035,      ,0
22333,SRCW,10483,22333,CR-10483,0,50,1015,      ,1
22333,SRCW,10483,22333,CR-10483,0,50,1015,      ,1
24480,SRCW,10531,24480,CR-10531,0,30,1015,      ,20196
24480,SRCW,10531,24480,CR-10531,0,30,1015,      ,20196
30281,SRCW,10992,30281,CR-10992,0,50,1015,      ,0
30281,SRCW,10992,30281,CR-10992,0,50,1015,      ,0
34885,ACCE,10327,34885,CR-10327,0,50,1035,      ,1
34885,ACCE,10327,34885,CR-10327,0,50,1035,      ,1
37163,TMTG,10522,37163,CR-10522,0,50,1030,      ,1
37163,TMTG,10522,37163,CR-10522,0,50,1030,      ,1
62519,SRCW,10491,62519,CR-10491,0,50,1015,      ,1
62519,SRCW,10491,62519,CR-10491,0,50,1015,      ,1
15931,SRCW,10320,15931,CR-10320,0,10,1015,      ,20383
15931,SRCW,10320,15931,CR-10320,0,10,1015,      ,20383
21290,SMWN,10398,21290,CR-10398,0,10,1045,      ,20729
21290,SMWN,10398,21290,CR-10398,0,10,1045,      ,20729
22350,SRCW,10484,22350,CR-10484,0,50,1015,      ,1
22350,SRCW,10484,22350,CR-10484,0,50,1015,      ,1
24481,SRCW,10532,24481,CR-10532,0,50,1015,      ,100076
24481,SRCW,10532,24481,CR-10532,0,50,1015,      ,100076
25625,SRCW,10571,25625,CR-10571,0,30,1015,      ,1
25625,SRCW,10571,25625,CR-10571,0,30,1015,      ,1
26361,UTIW,10642,26361,CR-10642,0,50,1020,      ,0
26361,UTIW,10642,26361,CR-10642,0,50,1020,      ,0
30282,SRCW,10993,30282,CR-10993,0,50,1015,      ,1
30282,SRCW,10993,30282,CR-10993,0,50,1015,      ,1
34397,CHUB,10262,34397,CR-10262,0,10,1095,      ,20169
34397,CHUB,10262,34397,CR-10262,0,10,1095,      ,20169
37164,TMTG,10523,37164,CR-10523,0,50,1030,      ,1
37164,TMTG,10523,37164,CR-10523,0,50,1030,      ,1
39345,AXLE,10908,39345,CR-10908,0,50,1010,      ,1
39345,AXLE,10908,39345,CR-10908,0,50,1010,      ,1
61069,SRCW,10249,61069,CR-10249,0,50,1015,      ,1
61069,SRCW,10249,61069,CR-10249,0,50,1015,      ,1
63130,TMTG,10610,63130,CR-10610,0,50,1030,      ,1
63130,TMTG,10610,63130,CR-10610,0,50,1030,      ,1
63811,AFAB,10960,63811,CR-10960,0,50,1050,      ,1
63811,AFAB,10960,63811,CR-10960,0,50,1050,      ,1
13910,TMTG,10250,13910,CR-10250,0,50,1030,      ,1
13910,TMTG,10250,13910,CR-10250,0,50,1030,      ,1
21292,SMWN,10399,21292,CR-10399,0,10,1045,      ,38250
21292,SMWN,10399,21292,CR-10399,0,10,1045,      ,38250
30283,SRCW,10994,30283,CR-10994,0,50,1015,      ,1
30283,SRCW,10994,30283,CR-10994,0,50,1015,      ,1
37165,TMTG,10524,37165,CR-10524,0,50,1030,      ,1
37165,TMTG,10524,37165,CR-10524,0,50,1030,      ,1
39346,AXLE,10909,39346,CR-10909,0,50,1010,      ,1
39346,AXLE,10909,39346,CR-10909,0,50,1010,      ,1
61415,ACCE,10294,61415,CR-10294,0,50,1035,      ,1
61415,ACCE,10294,61415,CR-10294,0,50,1035,      ,1
61842,SRCW,10380,61842,CR-10380,0,30,1015,      ,1
61842,SRCW,10380,61842,CR-10380,0,30,1015,      ,1
31317,SHUB,10057,31317,PC-10057,0,50,1055,      ,1
31317,SHUB,10057,31317,PC-10057,0,50,1055,      ,1
1532,CHUB,10024,1532,CR-10024,0,10,1095,      ,32411
1532,CHUB,10024,1532,CR-10024,0,10,1095,      ,32411
13916,ACCE,10251,13916,CR-10251,0,50,1035,      ,1
13916,ACCE,10251,13916,CR-10251,0,50,1035,      ,1
30284,SRCW,10995,30284,CR-10995,0,50,1015,      ,1
30284,SRCW,10995,30284,CR-10995,0,50,1015,      ,1
34399,SRCW,10263,34399,CR-10263,0,50,1015,      ,1
34399,SRCW,10263,34399,CR-10263,0,50,1015,      ,1
