DummyField,BudgetInput2,BudgetYear,BudgetPeriod,Type,Budget Amount,Actual Amount,BudKey,BudgetInput
1,1588,2022,3,Actual,0,285.16,10009642,0
1,1590,2022,3,Actual,0,1332.25,10025284,0
1,1592,2022,3,Actual,0,-4759.56,10025302,0
1,1593,2022,3,Actual,0,40198.43,10019942,0
1,1594,2022,3,Actual,0,41936.4,10027381,0
1,1595,2022,3,Actual,0,32342.57,10025287,0
1,1598,2022,3,Actual,0,61586.27,10025238,0
1,1599,2022,3,Actual,0,29282.31,10005006,0
1,1602,2022,3,Actual,0,2091.48,10019388,0
1,1603,2022,3,Actual,0,30803.77,10025778,0
1,1605,2022,3,Actual,0,1849.09,10022490,0
1,1606,2022,3,Actual,0,143747.16,10020663,0
1,1610,2022,3,Actual,0,27583.46,10021203,0
1,1612,2022,3,Actual,0,4647.63,10010970,0
1,1613,2022,3,Actual,0,16273.73,10015275,0
1,1615,2022,3,Actual,0,23910.02,10026291,0
1,1616,2022,3,Actual,0,17060.29,10027583,0
1,1617,2022,3,Actual,0,505.35,10020915,0
1,1618,2022,3,Actual,0,2370.81,10002240,0
1,1621,2022,3,Actual,0,984.62,10008134,0
1,1622,2022,3,Actual,0,1278.15,10015793,0
1,1629,2022,3,Actual,0,60412.2,10023489,0
1,1630,2022,3,Actual,0,141.59,10009660,0
1,1634,2022,3,Actual,0,7448.75,10026522,0
1,1636,2022,3,Actual,0,5848.53,10002765,0
1,1637,2022,3,Actual,0,2057.8,10025252,0
1,1638,2022,3,Actual,0,3445.8,10021179,0
1,1641,2022,3,Actual,0,510056.79,10017638,0
1,1642,2022,3,Actual,0,359.98,10020390,0
1,1643,2022,3,Actual,0,26698.34,10019150,0
1,1644,2022,3,Actual,0,4077.68,10020192,0
1,1645,2022,3,Actual,0,51783.31,10014779,0
1,1648,2022,3,Actual,0,1319.09,10025515,0
1,1650,2022,3,Actual,0,95.09,10018890,0
1,1651,2022,3,Actual,0,3036.14,10024725,0
1,1653,2022,3,Actual,0,5855.08,10025758,0
1,1654,2022,3,Actual,0,12557.11,10025037,0
1,1655,2022,3,Actual,0,45891.47,10020639,0
1,1657,2022,3,Actual,0,9707.41,10021911,0
1,1658,2022,3,Actual,0,765161.62,10025039,0
1,1659,2022,3,Actual,0,23265.11,10027572,0
1,1661,2022,3,Actual,0,29833.06,10025269,0
1,1662,2022,3,Actual,0,286541.79,10026299,0
1,1663,2022,3,Actual,0,260.73,10020962,0
1,1667,2022,3,Actual,0,8614.74,10013188,0
1,1671,2022,3,Actual,0,37048.95,10024022,0
1,1672,2022,3,Actual,0,2539.52,10022750,0
1,1675,2022,3,Actual,0,6628.88,10014810,0
1,1676,2022,3,Actual,0,22.98,10025791,0
1,1678,2022,3,Actual,0,350.28,10019617,0
1,1679,2022,3,Actual,0,6417.71,10009907,0
1,1681,2022,3,Actual,0,8298.99,10016784,0
1,1682,2022,3,Actual,0,5721.63,10000466,0
1,1683,2022,3,Actual,0,1878.94,10024010,0
1,1684,2022,3,Actual,0,21826.42,10024246,0
1,1686,2022,3,Actual,0,7327.89,10023241,0
1,1688,2022,3,Actual,0,21070,10017576,0
1,1690,2022,3,Actual,0,4718.92,10025248,0
1,1693,2022,3,Actual,0,19340.43,10009643,0
1,1694,2022,3,Actual,0,5926.69,10008593,0
1,1695,2022,3,Actual,0,95139.08,10025291,0
1,1696,2022,3,Actual,0,143066.01,10023471,0
1,1698,2022,3,Actual,0,6050.64,10016549,0
1,1699,2022,3,Actual,0,1421.2,10008893,0
1,1701,2022,3,Actual,0,10274.81,10020909,0
1,1713,2022,3,Actual,0,24312.24,10000472,0
1,1716,2022,3,Actual,0,4518.74,10024248,0
1,1717,2022,3,Actual,0,5693.27,10007123,0
1,1718,2022,3,Actual,0,4153.25,10027356,0
1,1719,2022,3,Actual,0,54496.26,10025062,0
1,1720,2022,3,Actual,0,194.71,10020388,0
1,1721,2022,3,Actual,0,4115.15,10018885,0
1,1722,2022,3,Actual,0,1437.43,10026581,0
1,1726,2022,3,Actual,0,140.27,10013238,0
1,1727,2022,3,Actual,0,8327.36,10026078,0
1,1728,2022,3,Actual,0,105540.69,10024270,0
1,1729,2022,3,Actual,0,1353.27,10018871,0
1,1730,2022,3,Actual,0,-3674.61,10021936,0
1,1731,2022,3,Actual,0,60350.85,10021459,0
1,1733,2022,3,Actual,0,10848.85,10020445,0
1,1736,2022,3,Actual,0,2759.83,10013252,0
1,1738,2022,3,Actual,0,-2557.06,10020927,0
1,1739,2022,3,Actual,0,21375.18,10010717,0
1,1741,2022,3,Actual,0,99250.89,10027348,0
1,1746,2022,3,Actual,0,11643.96,10000460,0
1,1747,2022,3,Actual,0,1677.41,10019909,0
1,1750,2022,3,Actual,0,5815.63,10009672,0
1,1751,2022,3,Actual,0,29.21,10011923,0
1,1752,2022,3,Actual,0,964.21,10006093,0
1,1753,2022,3,Actual,0,-322.18,10012422,0
1,1754,2022,3,Actual,0,662.56,10025300,0
1,1757,2022,3,Actual,0,379.49,10025814,0
1,1758,2022,3,Actual,0,2941.05,10027575,0
1,1759,2022,3,Actual,0,229314.37,10023275,0
1,1760,2022,3,Actual,0,296.64,10025296,0
1,1763,2022,3,Actual,0,494.4,10015824,0
1,1765,2022,3,Actual,0,79.33,10006846,0
1,1766,2022,4,Budget,-5487.04,0,10019664,-5487.04
1,1768,2022,4,Budget,-2215.46,0,10025758,-2215.46
1,1770,2022,4,Budget,-472.62,0,10025251,-472.62
1,1773,2022,4,Budget,-219.74,0,10022732,-219.74
1,1775,2022,4,Budget,-147.04,0,10022431,-147.04
1,1776,2022,4,Budget,-144.86,0,10010897,-144.86
1,1777,2022,4,Budget,-58.9,0,10027381,-58.9
1,1778,2022,4,Budget,11.91,0,10025037,11.91
1,1779,2022,4,Budget,21.55,0,10024725,21.55
1,1780,2022,4,Budget,21.64,0,10023489,21.64
1,1781,2022,4,Budget,22.6,0,10009676,22.6
1,1782,2022,4,Budget,30.93,0,10023471,30.93
1,1783,2022,4,Budget,31.77,0,10023513,31.77
1,1784,2022,4,Budget,32.38,0,10016047,32.38
1,1785,2022,4,Budget,32.72,0,10000000,32.72
1,1786,2022,4,Budget,41.51,0,10014803,41.51
1,1787,2022,4,Budget,46.5,0,10011997,46.5
1,1788,2022,4,Budget,48.62,0,10024246,48.62
1,1789,2022,4,Budget,58.12,0,10025560,58.12
1,1790,2022,4,Budget,60.57,0,10009647,60.57
1,1791,2022,4,Budget,66.04,0,10002709,66.04
1,1792,2022,4,Budget,71.57,0,10023793,71.57
1,1793,2022,4,Budget,78.17,0,10007566,78.17
1,1794,2022,4,Budget,89.74,0,10007122,89.74
1,1795,2022,4,Budget,89.92,0,10024499,89.92
1,1796,2022,4,Budget,90.61,0,10000475,90.61
1,1798,2022,4,Budget,93.16,0,10013509,93.16
1,1799,2022,4,Budget,111.23,0,10024270,111.23
1,1800,2022,4,Budget,111.38,0,10021185,111.38
1,1801,2022,4,Budget,123.82,0,10020639,123.82
1,1802,2022,4,Budget,136.86,0,10026299,136.86
1,1803,2022,4,Budget,137.89,0,10019900,137.89
1,1804,2022,4,Budget,139.05,0,10023275,139.05
1,1805,2022,4,Budget,141.54,0,10027340,141.54
1,1806,2022,4,Budget,142.88,0,10015030,142.88
1,1807,2022,4,Budget,147.67,0,10022678,147.67
1,1808,2022,4,Budget,152.06,0,10022434,152.06
1,1809,2022,4,Budget,184.9,0,10025549,184.9
1,1810,2022,4,Budget,191.02,0,10012234,191.02
1,1811,2022,4,Budget,207.04,0,10009672,207.04
1,1812,2022,4,Budget,209.63,0,10014533,209.63
1,1813,2022,4,Budget,217.3,0,10023516,217.3
1,1814,2022,4,Budget,222.95,0,10009657,222.95
1,1815,2022,4,Budget,246.46,0,10026055,246.46
1,1817,2022,4,Budget,264.12,0,10000472,264.12
1,1818,2022,4,Budget,267.81,0,10021222,267.81
1,1819,2022,4,Budget,268.91,0,10021412,268.91
1,1820,2022,4,Budget,305.15,0,10009643,305.15
1,1821,2022,4,Budget,311.44,0,10019388,311.44
1,1822,2022,4,Budget,332.02,0,10007564,332.02
1,1823,2022,4,Budget,340.26,0,10016564,340.26
1,1824,2022,4,Budget,364.93,0,10019880,364.93
1,1825,2022,4,Budget,376.18,0,10022456,376.18
1,1826,2022,4,Budget,384.96,0,10020915,384.96
1,1827,2022,4,Budget,385.28,0,10021203,385.28
1,1828,2022,4,Budget,388.49,0,10016542,388.49
1,1829,2022,4,Budget,390.7,0,10009631,390.7
1,1830,2022,4,Budget,481.15,0,10025248,481.15
1,1832,2022,4,Budget,486.07,0,10026336,486.07
1,1833,2022,4,Budget,509.11,0,10021179,509.11
1,1834,2022,4,Budget,533.42,0,10020931,533.42
1,1835,2022,4,Budget,544.51,0,10017576,544.51
1,1836,2022,4,Budget,563.51,0,10000473,563.51
1,1837,2022,4,Budget,581.1,0,10013252,581.1
1,1839,2022,4,Budget,604.6,0,10019665,604.6
1,1840,2022,4,Budget,721.2,0,10025038,721.2
1,1841,2022,4,Budget,732.46,0,10000481,732.46
1,1842,2022,4,Budget,743.39,0,10022249,743.39
1,1843,2022,4,Budget,756.77,0,10024009,756.77
1,1844,2022,4,Budget,759.92,0,10003795,759.92
1,1846,2022,4,Budget,813.92,0,10014264,813.92
1,1847,2022,4,Budget,917.43,0,10019897,917.43
1,1848,2022,4,Budget,920.6,0,10002489,920.6
1,1850,2022,4,Budget,951.37,0,10011981,951.37
1,1851,2022,4,Budget,975.93,0,10026581,975.93
1,1852,2022,4,Budget,1002.69,0,10022725,1002.69
1,1853,2022,4,Budget,1081.55,0,10025305,1081.55
1,1854,2022,4,Budget,1093.41,0,10024524,1093.41
1,1856,2022,4,Budget,1198.98,0,10026078,1198.98
1,1862,2022,4,Budget,1483.19,0,10018867,1483.19
1,1863,2022,4,Budget,1507.06,0,10021139,1507.06
1,1864,2022,4,Budget,1536.78,0,10004256,1536.78
1,1865,2022,4,Budget,1536.84,0,10022423,1536.84
1,1866,2022,4,Budget,1585.16,0,10021231,1585.16
1,1867,2022,4,Budget,1587.73,0,10023783,1587.73
1,1868,2022,4,Budget,1628.8,0,10007123,1628.8
1,1869,2022,4,Budget,1646.89,0,10022730,1646.89
1,1870,2022,4,Budget,1651.61,0,10025778,1651.61
1,1871,2022,4,Budget,1687.24,0,10019109,1687.24
1,1873,2022,4,Budget,1776.54,0,10026522,1776.54
1,1874,2022,4,Budget,1829.88,0,10014779,1829.88
1,1875,2022,4,Budget,1949.75,0,10020445,1949.75
1,1876,2022,4,Budget,2005.41,0,10025252,2005.41
1,1878,2022,4,Budget,2269.37,0,10019942,2269.37
1,1879,2022,4,Budget,2335.38,0,10026606,2335.38
1,1881,2022,4,Budget,2433.68,0,10014739,2433.68
1,1882,2022,4,Budget,2456.41,0,10024262,2456.41
1,1883,2022,4,Budget,2608.3,0,10020446,2608.3
1,1884,2022,4,Budget,2670.21,0,10021996,2670.21
1,1885,2022,4,Budget,2721.11,0,10027560,2721.11
1,1886,2022,4,Budget,2882.89,0,10025049,2882.89
1,1887,2022,4,Budget,2897.13,0,10016045,2897.13
1,1889,2022,4,Budget,3130.69,0,10025238,3130.69
1,1891,2022,4,Budget,3527.5,0,10014804,3527.5
1,1892,2022,4,Budget,3597.02,0,10010886,3597.02
1,1893,2022,4,Budget,3598.12,0,10022764,3598.12
1,1894,2022,4,Budget,3840.57,0,10021175,3840.57
1,1895,2022,4,Budget,3886.14,0,10017072,3886.14
1,1896,2022,4,Budget,3929.92,0,10007121,3929.92
1,1898,2022,4,Budget,4308.72,0,10018628,4308.72
1,1899,2022,4,Budget,4493.65,0,10009356,4493.65
1,1900,2022,4,Budget,4531.35,0,10025243,4531.35
1,1901,2022,4,Budget,4650.98,0,10014495,4650.98
1,1904,2022,4,Budget,4877.15,0,10025021,4877.15
1,1905,2022,4,Budget,4909.76,0,10009679,4909.76
1,1906,2022,4,Budget,4933.56,0,10021936,4933.56
1,1907,2022,4,Budget,5060.59,0,10007355,5060.59
1,1909,2022,4,Budget,5282.4,0,10025033,5282.4
1,1910,2022,4,Budget,5283.08,0,10007120,5283.08
1,1911,2022,4,Budget,5496.03,0,10025051,5496.03
1,1912,2022,4,Budget,5771.76,0,10010969,5771.76
1,1913,2022,4,Budget,5965.72,0,10000460,5965.72
1,1916,2022,4,Budget,6220.78,0,10008134,6220.78
1,1919,2022,4,Budget,6583.68,0,10006093,6583.68
1,1921,2022,4,Budget,6893.34,0,10012422,6893.34
1,1923,2022,4,Budget,7056.11,0,10022750,7056.11
1,1924,2022,4,Budget,7239.54,0,10016549,7239.54
1,1926,2022,4,Budget,7283.93,0,10018644,7283.93
1,1927,2022,4,Budget,7309.13,0,10012226,7309.13
1,1929,2022,4,Budget,8182.21,0,10000478,8182.21
1,1930,2022,4,Budget,8238.07,0,10006862,8238.07
1,1933,2022,4,Budget,8528.78,0,10024550,8528.78
1,1938,2022,4,Budget,9892.13,0,10024260,9892.13
1,1939,2022,4,Budget,9959.68,0,10006037,9959.68
1,1940,2022,4,Budget,10043.37,0,10011398,10043.37
1,1942,2022,4,Budget,10291.5,0,10025583,10291.5
1,1943,2022,4,Budget,10581.15,0,10016807,10581.15
1,1944,2022,4,Budget,11013.22,0,10011734,11013.22
1,1945,2022,4,Budget,11206.21,0,10006805,11206.21
1,1946,2022,4,Budget,11360.51,0,10004302,11360.51
1,1950,2022,4,Budget,12299.6,0,10025025,12299.6
1,1951,2022,4,Budget,12893.2,0,10023778,12893.2
1,1952,2022,4,Budget,14363.38,0,10023241,14363.38
1,1953,2022,4,Budget,14384.61,0,10020914,14384.61
1,1954,2022,4,Budget,14667.37,0,10015793,14667.37
1,1955,2022,4,Budget,14789.93,0,10022490,14789.93
1,1958,2022,4,Budget,15459.87,0,10021470,15459.87
1,1959,2022,4,Budget,15627.36,0,10010912,15627.36
1,1960,2022,4,Budget,15705.43,0,10025269,15705.43
1,1962,2022,4,Budget,16576.12,0,10016334,16576.12
1,1963,2022,4,Budget,17516.32,0,10009907,17516.32
1,1964,2022,4,Budget,17627.89,0,10026062,17627.89
1,1965,2022,4,Budget,17890.75,0,10016548,17890.75
1,1967,2022,4,Budget,18148.85,0,10026839,18148.85
1,1968,2022,4,Budget,18439.31,0,10021986,18439.31
1,1970,2022,4,Budget,18920.34,0,10025552,18920.34
1,1971,2022,4,Budget,19052.65,0,10016858,19052.65
1,1972,2022,4,Budget,19231.15,0,10024248,19231.15
1,1976,2022,4,Budget,20464.79,0,10024006,20464.79
1,1977,2022,4,Budget,20758.56,0,10002765,20758.56
1,1978,2022,4,Budget,21118.08,0,10018665,21118.08
1,1983,2022,4,Budget,22969.07,0,10023524,22969.07
1,1985,2022,4,Budget,24260.69,0,10014546,24260.69
1,1986,2022,4,Budget,25216.76,0,10023221,25216.76
1,1988,2022,4,Budget,26606.52,0,10020192,26606.52
1,1989,2022,4,Budget,27169.08,0,10023447,27169.08
1,1990,2022,4,Budget,27527.31,0,10022168,27527.31
1,1991,2022,4,Budget,29852.66,0,10020927,29852.66
1,1992,2022,4,Budget,31776.49,0,10005006,31776.49
1,1993,2022,4,Budget,31991.48,0,10015824,31991.48
1,1994,2022,4,Budget,32488.42,0,10022450,32488.42
1,1995,2022,4,Budget,32861.09,0,10010914,32861.09
1,1996,2022,4,Budget,34073.42,0,10023538,34073.42
1,1997,2022,4,Budget,34661.47,0,10017638,34661.47
1,1998,2022,4,Budget,35878.6,0,10025249,35878.6
1,1999,2022,4,Budget,36495.5,0,10025264,36495.5
1,2002,2022,4,Budget,43155.52,0,10020962,43155.52
1,2003,2022,4,Budget,44540.95,0,10021911,44540.95
1,2005,2022,4,Budget,49708.98,0,10017036,49708.98
1,2006,2022,4,Budget,50412.02,0,10024022,50412.02
1,2007,2022,4,Budget,53177.27,0,10023003,53177.27
1,2008,2022,4,Budget,54711.09,0,10013238,54711.09
1,2011,2022,4,Budget,61429.55,0,10012715,61429.55
1,2012,2022,4,Budget,64520.43,0,10021977,64520.43
1,2014,2022,4,Budget,75968.11,0,10016588,75968.11
1,2015,2022,4,Budget,77700.73,0,10002506,77700.73
1,2018,2022,4,Budget,97799.31,0,10009985,97799.31
1,2020,2022,4,Budget,111509.51,0,10026348,111509.51
1,2024,2022,4,Budget,137787.68,0,10023715,137787.68
1,2025,2022,4,Budget,152669.12,0,10015495,152669.12
1,2026,2022,4,Budget,177481.11,0,10020184,177481.11
1,2027,2022,4,Budget,211207.37,0,10021223,211207.37
1,2028,2022,4,Budget,224301.6,0,10017828,224301.6
1,2029,2022,4,Budget,348076.9,0,10018871,348076.9
1,2032,2022,4,Budget,897607.81,0,10025919,897607.81
1,2033,2022,4,Budget,1378114.67,0,10021485,1378114.67
1,2034,2022,4,Actual,0,0,10009985,0
1,2035,2022,4,Actual,0,0,10023023,0
1,2036,2022,4,Actual,0,0,10025051,0
1,2037,2022,4,Actual,0,0,10026336,0
1,2038,2022,4,Actual,0,0,10025025,0
1,2039,2022,4,Actual,0,0,10015824,0
1,2040,2022,4,Actual,0,0,10023783,0
1,2041,2022,4,Actual,0,0,10009623,0
1,2044,2022,4,Actual,0,0,10025061,0
1,2045,2022,4,Actual,0,0,10010912,0
1,2047,2022,4,Actual,0,0,10013232,0
1,2048,2022,4,Actual,0,0,10024999,0
1,2053,2022,4,Actual,0,0,10006805,0
1,2055,2022,4,Actual,0,0,10023235,0
1,2056,2022,4,Actual,0,0,10010904,0
1,2057,2022,4,Actual,0,0,10016303,0
1,2058,2022,4,Actual,0,0,10023244,0
1,2067,2022,4,Actual,0,140.99,10025264,0
1,2068,2022,4,Actual,0,110.95,10013252,0
1,2069,2022,4,Actual,0,27.3,10025243,0
1,2071,2022,4,Actual,0,155.99,10025583,0
1,2072,2022,4,Actual,0,95.92,10014495,0
1,2073,2022,4,Actual,0,640.01,10018628,0
1,2076,2022,4,Actual,0,110.05,10020390,0
1,2080,2022,4,Actual,0,3064.39,10011981,0
1,2081,2022,4,Actual,0,132778.53,10010935,0
1,2082,2022,4,Actual,0,1169.66,10018665,0
1,2083,2022,4,Actual,0,1333.84,10024499,0
1,2084,2022,4,Actual,0,1432.02,10025251,0
1,2088,2022,4,Actual,0,20656.37,10009654,0
1,2090,2022,4,Actual,0,21818,10008638,0
1,2092,2022,4,Actual,0,152.55,10017072,0
1,2093,2022,4,Actual,0,35528.38,10023715,0
1,2094,2022,4,Actual,0,48736.51,10019900,0
1,2095,2022,4,Actual,0,30556,10017036,0
1,2096,2022,4,Actual,0,1264.67,10018623,0
1,2098,2022,4,Actual,0,13135.73,10025495,0
1,2100,2022,4,Actual,0,96.98,10026078,0
1,2101,2022,4,Actual,0,1570.39,10008381,0
1,2103,2022,4,Actual,0,47.23,10007355,0
1,2104,2022,4,Actual,0,3.65,10025771,0
1,2105,2022,4,Actual,0,35524.19,10025919,0
1,2109,2022,4,Actual,0,163.91,10026581,0
1,2110,2022,4,Actual,0,20407.99,10021459,0
1,2111,2022,4,Actual,0,1924.32,10009662,0
1,2112,2022,4,Actual,0,15030.79,10017585,0
1,2113,2022,4,Actual,0,70.85,10025252,0
1,2114,2022,4,Actual,0,4883.77,10025038,0
1,2116,2022,4,Actual,0,172.7,10018867,0
1,2117,2022,4,Actual,0,4972.37,10006093,0
1,2118,2022,4,Actual,0,66.5,10024541,0
1,2119,2022,4,Actual,0,319.59,10016564,0
1,2125,2022,4,Actual,0,47.08,10000460,0
1,2126,2022,4,Actual,0,722.02,10027575,0
1,2130,2022,4,Actual,0,810.25,10009672,0
1,2131,2022,4,Actual,0,2090.97,10024743,0
1,2132,2022,4,Actual,0,682.49,10008602,0
1,2134,2022,4,Actual,0,1068.87,10026055,0
1,2136,2022,4,Actual,0,268.26,10015030,0
1,2138,2022,4,Actual,0,549.65,10007566,0
1,2139,2022,4,Actual,0,5373.5,10008134,0
1,2140,2022,4,Actual,0,25203.24,10017576,0
1,2141,2022,4,Actual,0,62184.04,10026299,0
1,2142,2022,4,Actual,0,12458.7,10027381,0
1,2143,2022,4,Actual,0,1777.38,10010974,0
1,2144,2022,4,Actual,0,13449.33,10025515,0
1,2145,2022,4,Actual,0,96562.5,10019109,0
1,2146,2022,4,Actual,0,1394.9,10009907,0
1,2148,2022,4,Actual,0,4665.75,10000466,0
1,2149,2022,4,Actual,0,91.29,10020927,0
1,2150,2022,4,Actual,0,16727.89,10025269,0
1,2152,2022,4,Actual,0,23141.95,10025238,0
1,2159,2022,4,Actual,0,19639.9,10021203,0
1,2164,2022,4,Actual,0,17273.98,10020639,0
1,2166,2022,4,Actual,0,1277.68,10019909,0
1,2167,2022,4,Actual,0,68811.9,10026291,0
1,2168,2022,4,Actual,0,749.63,10019678,0
1,2169,2022,4,Actual,0,3666.23,10025302,0
1,2170,2022,4,Actual,0,801.12,10021139,0
1,2171,2022,4,Actual,0,20390.7,10024010,0
1,2174,2022,4,Actual,0,2963.33,10015275,0
1,2176,2022,4,Actual,0,5126.87,10009156,0
1,2179,2022,4,Actual,0,23311.33,10024246,0
1,2181,2022,4,Actual,0,22491.96,10007123,0
1,2182,2022,4,Actual,0,9474.52,10009660,0
1,2187,2022,4,Actual,0,24989.84,10023275,0
1,2189,2022,4,Actual,0,489.44,10023516,0
1,2190,2022,4,Actual,0,361356.04,10023471,0
1,2191,2022,4,Actual,0,619.32,10000458,0
1,2192,2022,4,Actual,0,32934.26,10025291,0
1,2195,2022,4,Actual,0,13948.29,10025285,0
1,2196,2022,4,Actual,0,27808.24,10009679,0
1,2198,2022,4,Actual,0,846.44,10011923,0
1,2199,2022,4,Actual,0,37741.19,10017638,0
1,2203,2022,4,Actual,0,15631.78,10019942,0
1,2204,2022,4,Actual,0,532.93,10002709,0
1,2206,2022,4,Actual,0,190.82,10013472,0
1,2207,2022,4,Actual,0,1560.35,10016784,0
1,2208,2022,4,Actual,0,8677.34,10019664,0
1,2213,2022,4,Actual,0,166.66,10025791,0
1,2214,2022,4,Actual,0,4708.48,10010970,0
1,2216,2022,4,Actual,0,264.68,10020962,0
1,2219,2022,4,Actual,0,6307.74,10021936,0
1,2220,2022,4,Actual,0,11317.96,10025296,0
1,2221,2022,4,Actual,0,13266.07,10025037,0
1,2224,2022,4,Actual,0,454.23,10024725,0
1,2225,2022,4,Actual,0,2399.67,10020388,0
1,2228,2022,4,Actual,0,33691.52,10020663,0
1,2229,2022,4,Actual,0,10410.28,10019150,0
1,2230,2022,4,Actual,0,8913.47,10007120,0
1,2231,2022,4,Actual,0,21.76,10021986,0
1,2232,2022,4,Actual,0,1044.65,10021223,0
1,2233,2022,4,Actual,0,1442.58,10000474,0
1,2234,2022,4,Actual,0,1568.34,10021470,0
1,2237,2022,4,Actual,0,686.06,10019617,0
1,2238,2022,4,Actual,0,4105.54,10011198,0
1,2239,2022,4,Actual,0,171.3,10021184,0
1,2240,2022,4,Actual,0,327.84,10022490,0
1,2246,2022,4,Actual,0,2155.84,10025284,0
1,2247,2022,4,Actual,0,7433.37,10016549,0
1,2251,2022,4,Actual,0,-165.83,10012226,0
1,2253,2022,4,Actual,0,349.11,10006846,0
1,2255,2022,4,Actual,0,50868.85,10024270,0
1,2257,2022,4,Actual,0,25976.07,10023489,0
1,2258,2022,4,Actual,0,6016.86,10018871,0
1,2259,2022,4,Actual,0,1223.48,10015793,0
1,2260,2022,4,Actual,0,92.2,10022750,0
1,2262,2022,4,Actual,0,18172.45,10027572,0
1,2263,2022,4,Actual,0,13824.05,10027583,0
1,2264,2022,4,Actual,0,43915.19,10025062,0
1,2265,2022,4,Actual,0,4004.89,10023538,0
1,2267,2022,4,Actual,0,4541.31,10026522,0
1,2268,2022,4,Actual,0,24893.12,10005006,0
1,2269,2022,4,Actual,0,29958.03,10000472,0
1,2273,2022,4,Actual,0,5698.41,10025287,0
1,2274,2022,4,Actual,0,795.09,10009642,0
1,2276,2022,4,Actual,0,1543.96,10019388,0
1,2277,2022,4,Actual,0,5261.88,10020909,0
1,2278,2022,4,Actual,0,747.56,10023760,0
1,2279,2022,4,Actual,0,9328.34,10014810,0
1,2281,2022,4,Actual,0,5361.32,10020192,0
1,2282,2022,4,Actual,0,15379.43,10027356,0
1,2283,2022,4,Actual,0,31010.97,10017553,0
1,2284,2022,4,Actual,0,4652.48,10013765,0
1,2285,2022,4,Actual,0,121.6,10023003,0
1,2286,2022,4,Actual,0,18276.99,10014779,0
1,2287,2022,4,Actual,0,2318.33,10025778,0
1,2289,2022,4,Actual,0,17845.43,10020915,0
1,2290,2022,4,Actual,0,5387.46,10026843,0
1,2292,2022,4,Actual,0,14439.07,10009643,0
1,2293,2022,4,Actual,0,658324.47,10025039,0
1,2295,2022,4,Actual,0,68444.12,10024022,0
1,2297,2022,4,Actual,0,7934.67,10002765,0
1,2299,2022,4,Actual,0,107.72,10000473,0
1,2304,2022,4,Actual,0,192.23,10023759,0
1,2308,2022,4,Actual,0,213354.36,10021222,0
1,2310,2022,4,Actual,0,20371.64,10008593,0
1,2312,2022,4,Actual,0,9514.92,10023241,0
1,2313,2022,4,Actual,0,8951.27,10018885,0
1,2314,2022,4,Actual,0,6262.06,10013188,0
1,2316,2022,4,Actual,0,3204.32,10012422,0
1,2317,2022,4,Actual,0,9129.25,10025247,0
1,2320,2022,4,Actual,0,3564.14,10024248,0
1,2321,2022,4,Actual,0,5354,10009657,0
1,2322,2022,4,Actual,0,1681.82,10024255,0
1,2323,2022,4,Actual,0,7.28,10021412,0
1,2326,2022,4,Actual,0,901.66,10021911,0
1,2327,2022,4,Actual,0,734.47,10020445,0
1,2329,2022,4,Actual,0,243038.39,10025552,0
1,2334,2022,4,Actual,0,233.93,10027053,0
1,2335,2022,4,Actual,0,2082.84,10025758,0
1,2339,2022,4,Actual,0,38.83,10018890,0
1,2340,2022,4,Actual,0,331.44,10025248,0
1,2344,2022,5,Budget,-1101.6,0,10022750,-1101.6
1,2345,2022,5,Budget,-496.16,0,10020931,-496.16
1,2346,2022,5,Budget,-263.33,0,10026299,-263.33
1,2347,2022,5,Budget,-259.7,0,10014047,-259.7
1,2348,2022,5,Budget,1.2,0,10013765,1.2
1,2350,2022,5,Budget,10.03,0,10011923,10.03
1,2351,2022,5,Budget,13.25,0,10025038,13.25
1,2352,2022,5,Budget,17.5,0,10026861,17.5
1,2353,2022,5,Budget,22.68,0,10025549,22.68
1,2354,2022,5,Budget,25.54,0,10010974,25.54
1,2355,2022,5,Budget,26.95,0,10002709,26.95
1,2357,2022,5,Budget,32.2,0,10000462,32.2
1,2358,2022,5,Budget,32.74,0,10023489,32.74
1,2360,2022,5,Budget,51.36,0,10026055,51.36
1,2361,2022,5,Budget,54.4,0,10024246,54.4
1,2362,2022,5,Budget,61.67,0,10007122,61.67
1,2363,2022,5,Budget,63.31,0,10017576,63.31
1,2364,2022,5,Budget,77.25,0,10025285,77.25
1,2365,2022,5,Budget,79.5,0,10019900,79.5
1,2366,2022,5,Budget,82.5,0,10020915,82.5
1,2368,2022,5,Budget,86.18,0,10020445,86.18
1,2369,2022,5,Budget,87.96,0,10026532,87.96
1,2370,2022,5,Budget,91.71,0,10025289,91.71
1,2371,2022,5,Budget,98.72,0,10019678,98.72
1,2372,2022,5,Budget,98.72,0,10025284,98.72
1,2373,2022,5,Budget,100.6,0,10000466,100.6
1,2374,2022,5,Budget,102.65,0,10019909,102.65
1,2375,2022,5,Budget,104.07,0,10009676,104.07
1,2376,2022,5,Budget,108.2,0,10021179,108.2
1,2378,2022,5,Budget,111.31,0,10025036,111.31
1,2379,2022,5,Budget,113.43,0,10025238,113.43
1,2380,2022,5,Budget,113.63,0,10014779,113.63
1,2381,2022,5,Budget,119.7,0,10020639,119.7
1,2383,2022,5,Budget,138.64,0,10004245,138.64
1,2384,2022,5,Budget,141.51,0,10006037,141.51
1,2385,2022,5,Budget,142,0,10014533,142
