BasketItem,Order Number
CR-10680,212880
CR-10067,212880
CR-10384,212880
CR-10883,212880
CR-10674,212880
CR-10066,212880
CR-10385,212880
CR-10554,212880
CR-10577,212880
CR-10856,212880
CR-10960,212880
CR-10325,212880
CR-10505,212880
CR-10414,212880
CR-10558,212880
CR-10181,212880
CR-10196,212880
CR-10252,212880
CR-10266,212880
CR-10814,212880
CR-10554,213903
CR-10654,213903
CR-10287,213903
CR-10568,213903
CR-10218,213903
CR-10187,213903
CR-10252,213903
CR-10576,213903
CR-10391,213903
CR-10112,213903
CR-10898,201696
CR-10069,212879
CR-10577,212879
CR-10505,212879
CR-10832,212879
CR-10197,212879
CR-10593,212879
CR-10291,212879
CR-10575,212879
CR-10414,212879
CR-10680,212879
CR-10889,212879
CR-10576,212879
CR-10291,212879
CR-10576,212879
CR-10385,212879
CR-10218,212879
CR-10565,212879
CR-10898,212879
CR-10303,212879
CR-10067,212879
CR-10219,212879
CR-10384,212879
CR-10290,212879
CR-10986,212879
CR-10569,212879
CR-10052,212879
CR-10529,212879
CR-10325,212879
CR-10838,212879
CR-10554,212879
CR-10901,212879
CR-10799,212879
CR-10197,212879
CR-10823,212879
CR-10383,212879
CR-10615,212879
CR-10567,212879
CR-10796,212879
CR-10701,212879
CR-10644,212879
CR-10591,212879
CR-10899,212879
CR-10814,212879
CR-10281,212879
CR-11000,212879
CR-10890,212879
CR-10250,212879
CR-10347,212879
CR-10387,212879
CR-10390,212879
CR-10053,212879
CR-10106,212879
CR-10924,212879
CR-10731,212879
CR-10674,212879
CR-10853,212879
CR-10406,212879
CR-10386,212879
CR-10389,212879
CR-10871,212879
CR-10592,212879
CR-10266,212879
CR-10190,212879
CR-10410,212879
CR-10728,212879
CR-10953,212879
CR-10412,212879
CR-10065,212879
CR-10384,212879
CR-10818,212879
CR-10880,201690
CR-10967,201690
CR-10405,201690
CR-10505,201690
CR-10252,201690
CR-10530,201690
CR-10911,201690
CR-10872,201690
CR-10360,201690
CR-10175,201690
CR-10403,201690
CR-10701,201690
CR-10982,201690
CR-10065,201690
CR-10187,201690
CR-10009,201690
CR-10591,201690
CR-10925,201690
CR-10928,201690
CR-10074,201690
CR-10212,201690
CR-10830,201690
CR-10414,201690
CR-10504,201690
CR-10276,201690
CR-10981,201690
CR-10489,201690
CR-10544,201690
CR-10197,201690
CR-10190,201690
CR-10900,201690
CR-10554,201690
CR-10546,201690
CR-10014,208208
CR-10821,201689
CR-10869,201689
CR-10291,201689
CR-10052,201689
CR-10869,201689
CR-10967,201689
CR-10505,201689
CR-10872,201689
CR-10291,201689
CR-10033,201689
CR-10250,201689
CR-10271,201689
CR-10880,201689
CR-10561,201689
CR-10632,201689
CR-10832,201689
CR-10051,201689
CR-10892,201689
CR-10633,201689
CR-10050,201689
CR-10496,201689
CR-10660,201689
CR-10416,201689
CR-10920,201689
CR-10068,201689
CR-10417,201689
CR-10986,201689
CR-10546,201689
CR-10797,201689
CR-10680,201689
CR-10009,201689
CR-10059,201689
CR-10701,201689
CR-10066,201689
CR-10928,201689
CR-10196,201689
CR-10682,201689
CR-10927,201689
CR-10252,201689
CR-10554,201689
CR-10360,201689
CR-10100,203083
CR-10091,203083
CR-10721,203083
CR-10085,203083
CR-10037,203083
CR-10964,203083
CR-10557,203083
CR-10189,203083
CR-10347,204280
CR-10230,204280
CR-10610,204280
CR-10733,204280
CR-10258,204280
CR-10489,204280
CR-10191,204280
CR-10199,204280
CR-10844,204280
CR-10554,204280
CR-10409,204280
CR-10499,204280
CR-10681,204280
CR-10412,204280
CR-10558,204280
CR-10613,204280
CR-10871,204280
CR-10192,204280
CR-10178,204280
CR-10376,204280
CR-10877,204280
CR-10171,204280
CR-10172,204280
CR-10869,204280
CR-10291,204280
CR-10308,204280
CR-10501,204280
CR-10177,204280
CR-10068,204280
CR-10982,204280
CR-10883,204280
CR-10266,204280
CR-10313,204280
CR-10384,204280
CR-10731,204280
CR-10312,204280
CR-10065,204280
CR-10200,204280
CR-10680,204280
CR-10942,204280
CR-10684,204280
CR-10016,212878
CR-10856,212878
CR-10092,212878
CR-10799,212878
CR-10898,212878
CR-10385,212878
CR-10607,212878
CR-10853,212878
CR-10654,212878
CR-10384,212878
CR-10100,212878
CR-10065,212878
CR-10390,212878
CR-10094,212878
CR-10633,212878
CR-10674,212878
CR-10069,212878
CR-10052,212878
CR-10644,212878
CR-10207,212878
CR-10832,212878
CR-10818,212878
CR-10813,212878
CR-10505,212878
CR-10389,212878
CR-10940,212878
CR-10797,212878
CR-10967,212878
CR-10814,212878
CR-10387,212878
CR-10973,212878
CR-10990,212878
CR-10577,212878
CR-10576,212878
CR-10068,212878
CR-10507,212878
CR-10886,212878
CR-10592,212878
CR-10197,212878
CR-10953,212878
CR-10799,212878
CR-10059,212878
CR-10196,212878
CR-10291,212878
CR-10972,212878
CR-10252,212878
CR-10384,212878
CR-10218,212878
CR-10672,212878
CR-10187,212878
CR-10575,212878
CR-10360,212878
CR-10325,212878
CR-10901,212878
CR-10554,212878
CR-10701,212878
CR-10290,212878
CR-10515,212878
CR-10796,212878
CR-10529,212878
CR-10565,212878
CR-10593,212878
CR-10855,212878
CR-10329,212878
CR-10890,212878
CR-10911,212878
CR-10414,212878
CR-10386,212878
CR-10053,212878
CR-10731,212878
CR-10876,212878
CR-10880,212878
CR-10613,212878
CR-10591,212878
CR-10250,212878
CR-10567,212878
CR-10197,212878
CR-10975,212878
CR-10190,212878
CR-10347,212878
CR-10067,212878
CR-10190,212878
CR-10197,212878
CR-10408,215371
CR-10013,215371
CR-10808,215371
CR-10414,215371
CR-10363,215371
CR-10398,215371
CR-10344,215371
CR-10089,215371
CR-10400,215371
CR-10399,215371
CR-10097,215371
CR-10283,215371
CR-10400,215371
CR-10315,215371
CR-10797,215371
CR-10408,215371
CR-10594,215371
CR-10007,215371
CR-10405,215371
CR-10731,215371
CR-10887,215371
CR-10037,215371
CR-10390,215371
CR-10407,215371
CR-10821,215371
CR-10242,215371
CR-10397,215371
CR-10384,201686
CR-10918,201686
CR-10499,201686
CR-10243,201686
CR-10418,201686
CR-10507,201686
CR-10515,201686
CR-10801,201686
CR-10368,201686
CR-10357,201686
CR-10411,201686
CR-10052,201686
CR-10554,201686
CR-10534,201686
CR-10053,201686
CR-10052,201686
CR-10682,201686
CR-10894,201686
CR-10901,201686
CR-10660,201686
CR-10632,201686
CR-10489,201686
CR-10324,201686
CR-10642,201686
CR-10914,201686
CR-10693,201686
CR-10898,201686
CR-10680,201686
CR-10415,201686
CR-10890,201686
CR-10505,201686
CR-10586,201686
CR-10860,201686
CR-10999,201686
CR-10633,201686
CR-10546,201686
CR-10645,201686
CR-10705,201686
CR-10066,201686
CR-10376,201686
CR-10886,212875
CR-10887,212875
CR-10505,212875
CR-10052,212875
CR-10684,212875
CR-10796,212875
CR-10576,212875
CR-10067,212875
CR-10880,212875
CR-10387,212875
CR-10173,212875
CR-10644,212875
CR-10347,212875
CR-10385,212875
CR-10592,212875
CR-10390,212875
CR-10577,212875
CR-10814,212875
CR-10068,212875
CR-10529,212875
CR-10654,212875
CR-10190,212875
CR-10889,212875
CR-10650,212875
CR-10187,212875
CR-10250,212875
CR-10855,212875
CR-10913,212875
CR-10065,212875
CR-10711,212875
CR-10384,212875
CR-10053,212875
CR-10186,212875
CR-10499,212875
CR-10830,212875
CR-10215,212875
CR-10818,212875
CR-10593,212875
CR-10106,212875
CR-10197,212875
CR-10386,212875
CR-10389,212875
CR-10385,212875
CR-10567,212875
CR-10329,212875
CR-10565,212875
CR-10856,212875
CR-10660,212875
CR-10517,212875
CR-10575,212875
CR-10869,212875
CR-10325,212875
CR-10356,212875
CR-10797,212875
CR-10674,212875
CR-10731,212875
CR-10197,212875
CR-10649,212875
CR-10218,212875
CR-10554,212875
CR-10633,212875
CR-10501,212875
CR-10266,212875
CR-10252,212875
CR-10303,212875
CR-10890,212875
CR-10360,212875
CR-10207,212875
CR-10069,212875
CR-10898,212875
CR-10583,212875
CR-10196,212875
CR-10591,212875
CR-10799,212875
CR-10507,212875
CR-10384,212875
CR-10227,212875
CR-10568,213895
CR-10818,213895
CR-10900,203068
CR-10994,203068
CR-10797,204258
CR-10035,204258
CR-10026,204258
CR-10279,204258
CR-10554,204258
CR-10558,204258
CR-10384,204258
CR-10411,204258
CR-10414,204258
CR-10592,204258
CR-10856,204258
CR-10808,204258
CR-10654,204258
CR-10830,204258
CR-10818,204258
CR-10414,204258
CR-10409,204258
CR-10654,204258
CR-10701,204258
CR-10515,204258
CR-10814,204258
CR-10384,204258
CR-10421,204258
CR-10924,204258
CR-10106,204258
CR-10210,204258
CR-10420,204258
CR-10832,204258
CR-10872,204258
CR-10196,204258
CR-10957,203063
CR-10369,203063
CR-10065,204250
CR-10009,204250
CR-10898,204250
CR-10855,204250
CR-10038,204250
CR-10590,204250
CR-10642,204250
CR-10505,204250
CR-10412,204250
CR-10078,204250
CR-10831,204250
CR-10482,204250
CR-10190,204250
CR-10986,204250
CR-10296,204250
CR-10366,204250
CR-10307,204250
CR-10680,204250
CR-10231,204250
CR-10644,204250
CR-10799,204250
CR-10268,204250
CR-10094,204250
CR-10066,204250
CR-10799,204250
CR-10007,204250
CR-10067,204250
CR-10299,204250
CR-10535,204250
CR-10207,212870
CR-10508,212870
CR-10722,212870
CR-10824,212870
CR-10797,212870
CR-10593,212870
CR-10854,212870
CR-10221,212870
CR-10576,212870
CR-10066,212870
CR-10565,212870
CR-10593,212870
CR-10495,212870
CR-10197,212870
CR-10660,212870
CR-10016,212870
CR-10982,212870
CR-10567,212870
CR-10682,212870
CR-10681,212870
CR-10291,212870
CR-10414,212870
CR-10569,212870
CR-10975,212870
CR-10981,212870
CR-10301,212870
CR-10594,212870
CR-11373,212870
CR-10880,212870
CR-10644,212870
CR-10672,212870
CR-10197,212870
CR-10390,212870
CR-10412,212870
CR-10565,212870
CR-10218,212870
CR-10498,212870
CR-10256,212870
CR-10869,212870
CR-10054,212870
CR-10701,212870
CR-10184,212870
CR-10859,212870
CR-10955,212870
CR-10890,212870
CR-10417,212870
CR-10554,212870
CR-10692,212870
CR-10883,212870
CR-10504,212870
CR-10507,212870
CR-10176,212870
CR-10363,212870
CR-10534,212870
CR-10329,212870
CR-10569,212870
CR-10871,212870
CR-10576,212870
CR-10300,212870
CR-10953,212870
CR-10090,212870
CR-10387,212870
CR-10570,212870
CR-10599,212870
CR-10222,212870
CR-10197,212870
CR-10272,212870
CR-10860,212870
CR-10920,212870
CR-10693,212870
CR-10501,212870
CR-10935,212870
CR-10832,212870
CR-10389,212870
CR-10415,212870
CR-10250,212870
CR-10665,212870
CR-10384,212870
CR-10731,212870
CR-10065,212870
CR-10609,212870
CR-10497,212870
CR-10551,212870
CR-10967,212870
CR-10607,212870
CR-10417,212870
CR-10386,212870
CR-10657,212870
CR-10384,212870
CR-10563,212870
CR-10830,212870
CR-10303,212870
CR-10899,212870
CR-10821,212870
CR-10360,212870
CR-10376,212870
CR-10952,212870
CR-10106,212870
CR-10841,212870
CR-10828,212870
CR-10723,212870
CR-10628,212870
CR-10283,212870
CR-10809,212870
CR-10562,212870
CR-10680,212870
CR-10053,212870
CR-10877,212870
CR-10053,212870
CR-10052,212870
CR-10383,212870
CR-10191,212870
CR-10577,212870
CR-10196,212870
CR-10583,212870
CR-10654,212870
CR-10613,212870
CR-10173,212870
CR-10573,212870
CR-10215,212870
CR-10253,212870
CR-10796,212870
CR-10377,212870
CR-10674,212870
CR-10517,212870
CR-10110,212870
CR-10591,212870
CR-10834,212870
CR-10093,212870
CR-10205,212870
CR-10347,212870
CR-10799,212870
CR-10856,212870
CR-10484,212870
CR-10255,212870
CR-10561,212870
CR-10844,212870
CR-11000,212870
CR-10002,212870
CR-10619,212870
CR-10385,212870
CR-10887,212870
CR-10972,212870
CR-10092,212870
CR-10986,212870
CR-10592,212870
CR-10383,212870
CR-10252,212870
CR-10251,212870
CR-10009,212870
CR-10517,212870
CR-10844,212870
CR-10683,212870
CR-10499,212870
CR-10325,212870
CR-10511,212870
CR-10649,212870
CR-10066,212870
CR-10385,212870
CR-10290,212870
CR-10212,212870
CR-10068,212870
CR-10505,212870
CR-10934,212870
CR-10633,212870
CR-10575,212870
CR-10529,212870
CR-10983,212870
CR-10883,212870
CR-10035,212870
CR-10619,212870
CR-10392,212870
CR-10388,212870
CR-10981,212870
CR-10642,212870
CR-10565,212870
CR-10566,212870
CR-10898,212870
CR-10530,212870
CR-10192,212870
CR-10266,212870
CR-10190,212870
CR-10901,212870
CR-10568,212870
CR-10855,212870
CR-10100,212870
CR-10586,212870
CR-10814,212870
CR-10101,212870
CR-10558,212870
CR-10843,212870
CR-10818,212870
CR-10091,212870
CR-10102,212870
CR-10254,212870
CR-10014,212870
CR-10889,212870
CR-10934,212870
CR-10853,212870
CR-10808,212870
CR-10652,214770
CR-10421,214770
CR-10799,204234
CR-10103,211455
CR-10924,211455
CR-10693,211455
CR-11112,209827
CR-10681,209827
CR-10799,209827
CR-10684,209827
CR-10347,209827
CR-10936,209827
CR-10843,209827
CR-10067,209827
CR-10217,209827
CR-11247,209827
CR-10889,209827
CR-10067,209827
CR-10068,209827
CR-10501,209827
CR-10692,212861
CR-10414,212861
CR-10279,212861
CR-10813,212861
CR-10723,212861
CR-10961,212861
CR-10065,212861
CR-10251,212861
CR-10968,212861
CR-10593,212861
CR-10394,212861
CR-10506,212861
CR-10281,212861
CR-10973,212861
CR-10106,212861
CR-10376,212861
CR-10277,212861
CR-10797,212861
CR-10871,212861
CR-10841,212861
CR-10968,212861
CR-10035,212861
CR-10607,212861
CR-10613,212861
CR-10516,212861
CR-10649,212861
CR-10100,212861
CR-10554,212861
CR-10066,212861
CR-10588,212861
CR-10632,212861
CR-10880,212861
CR-10883,212861
CR-10681,212861
CR-10847,212861
CR-10101,212861
CR-10972,212861
CR-10300,212861
CR-10628,212861
CR-10196,212861
CR-10052,212861
CR-10291,212861
CR-10976,212861
CR-10899,212861
CR-10681,212861
CR-10966,212861
CR-10292,212861
CR-10592,212861
CR-10967,212861
CR-10252,212861
CR-10927,212861
CR-10924,212861
CR-10873,212861
CR-10852,212861
CR-10945,212861
CR-10575,212861
CR-10507,212861
CR-10377,212861
CR-10194,212861
CR-10821,212861
CR-10244,212861
CR-10411,214752
CR-10221,214752
CR-10602,214752
CR-10731,214752
CR-11021,214752
CR-10410,214752
CR-10787,214752
CR-10304,214752
CR-10388,214752
CR-10960,214752
CR-10093,201662
CR-10065,201662
CR-10972,213858
CR-10009,214756
CR-10027,214756
CR-10985,214756
CR-10079,214756
CR-10985,208099
CR-10175,208099
CR-10709,212841
CR-10576,212841
CR-10009,212841
CR-10383,212841
CR-10066,212841
CR-10037,212841
CR-10065,212841
CR-10546,212841
CR-10871,212841
CR-10066,212841
CR-10544,212841
CR-10539,212841
CR-10869,212841
CR-10830,212841
CR-10186,212841
CR-10515,212841
CR-10981,212841
CR-10489,212841
CR-10026,212841
CR-10384,212841
CR-10014,212841
CR-10847,212841
CR-10799,212841
CR-10068,212841
CR-10592,212841
CR-10529,212841
CR-10889,212841
CR-10002,212841
CR-10911,212841
CR-10901,212841
CR-10244,212841
CR-10972,212841
CR-10799,204220
CR-10529,204220
CR-10633,204220
CR-10307,204220
CR-10860,204220
CR-10501,204220
CR-10569,204220
CR-10499,204220
CR-10507,204220
CR-10565,204220
CR-10799,204220
CR-11008,208100
CR-10347,208100
CR-10821,208100
CR-10068,208100
CR-10901,208100
CR-10172,208100
CR-10636,208100
CR-10843,208100
CR-10405,208100
CR-10933,208100
CR-10414,208100
CR-10899,208100
CR-10215,208100
CR-10408,208100
CR-10924,208100
CR-10519,208100
CR-10974,208100
CR-10883,208100
CR-10989,208100
CR-10796,208100
CR-10823,208100
CR-10252,208100
CR-10609,208100
CR-10334,208100
CR-10244,208100
CR-10308,208100
CR-10531,208100
CR-10400,208100
CR-11001,208100
CR-10824,208100
CR-10414,208100
CR-10261,208100
CR-10630,208100
CR-10592,208100
CR-10869,208100
CR-10892,208100
CR-10504,208100
CR-10172,208100
CR-10855,208100
CR-10065,208100
CR-10538,208100
CR-10934,208100
CR-10689,208100
CR-10219,209806
CR-10683,209806
CR-10347,209806
CR-10924,209806
CR-10505,212848
CR-10843,212848
CR-10693,212848
CR-10920,212848
CR-10110,212848
CR-10853,212848
CR-10068,212848
CR-10065,212848
CR-10931,212848
CR-10176,212848
CR-10732,212848
CR-10414,212848
CR-10692,212848
CR-10250,212848
CR-10644,212848
CR-10543,212848
CR-10638,212848
CR-10066,212848
CR-10530,212848
CR-10883,212848
CR-10517,213853
CR-10268,204209
CR-10090,204209
CR-10855,208095
CR-10603,208095
PC-10725,209801
CR-10554,212839
CR-10657,212839
CR-10642,212839
CR-10385,212839
CR-10919,212839
CR-10814,212839
CR-10965,212839
CR-10415,212839
CR-10630,212839
CR-10250,212839
CR-10107,212839
CR-10411,212839
CR-10621,212839
CR-10638,212839
CR-10584,212839
CR-10396,212839
CR-10410,212839
CR-10692,212839
CR-10639,212839
CR-10799,212839
CR-10230,201659
CR-10565,201659
CR-10814,201659
CR-10898,201659
CR-10291,201659
CR-10065,201659
CR-10701,201659
CR-10412,201659
CR-10230,201659
CR-10094,201659
CR-10510,201659
CR-10093,201659
CR-10873,201659
CR-10218,201659
CR-10925,201659
CR-10690,201659
CR-10252,201659
CR-10873,201659
CR-10543,201659
CR-10952,201659
CR-10408,201659
CR-10569,201659
CR-10329,201659
CR-10292,201659
CR-10403,201659
CR-10976,201659
CR-10986,201659
CR-10066,201659
CR-10859,201659
CR-10383,201659
CR-10890,201659
CR-10859,201659
CR-10681,201659
CR-10860,201659
CR-10855,201659
CR-10823,201659
CR-10871,201659
CR-10241,201659
CR-10660,201659
CR-10883,201659
CR-10376,201659
CR-10308,201659
CR-10911,201659
CR-10680,201659
CR-10681,201659
CR-10607,201659
CR-10821,201659
CR-10684,201659
CR-10090,201659
CR-10091,201659
CR-10297,201659
CR-10691,201659
CR-10813,201659
CR-10596,204210
CR-10540,204210
CR-10068,204210
CR-10173,204210
PC-10725,209800
CR-10385,212836
CR-10520,212836
CR-10517,212836
CR-10406,212836
CR-10634,212836
CR-10408,212836
CR-10909,212836
CR-10639,212836
CR-10204,212836
CR-10414,212836
CR-10583,212836
CR-10565,212836
CR-10638,212836
CR-10291,212836
CR-10987,212836
CR-10197,212836
CR-10701,212836
CR-10511,212836
CR-10910,212836
CR-10961,212836
CR-10981,212836
CR-10410,212836
CR-10830,212836
CR-10889,212836
CR-10952,212836
CR-10505,212836
CR-10294,212836
CR-10626,212836
CR-10975,212836
CR-10976,212836
CR-10642,212836
CR-10405,212836
CR-10379,212836
CR-10325,212836
CR-10633,212836
CR-11101,212836
CR-10630,212836
CR-10221,212836
CR-10637,212836
CR-10554,212836
CR-10291,212836
CR-10692,212836
CR-10636,212836
CR-10625,212836
CR-10808,212836
CR-10893,213842
CR-10066,213842
CR-10252,213842
CR-10925,213842
CR-10889,213842
CR-10217,213842
CR-10880,213842
CR-10258,213842
CR-10501,213842
CR-10965,213842
CR-10544,213842
CR-10546,213842
CR-10230,213842
CR-10313,213842
CR-10799,213842
CR-10681,213842
CR-10659,213842
CR-10266,213842
CR-10384,213842
CR-10649,213842
CR-10538,213842
CR-10967,213842
CR-10067,213842
CR-10847,213842
CR-10009,213842
CR-10251,213842
CR-10347,213842
CR-10499,213842
CR-10937,213842
CR-10934,213842
CR-10554,213842
CR-10591,213842
CR-10231,213842
CR-10680,213842
CR-10592,213842
CR-10872,213842
CR-10898,213842
CR-10968,213842
CR-10288,213842
CR-10068,213842
CR-10278,212830
CR-10394,212830
CR-10609,212830
CR-10020,212830
CR-10341,212830
CR-10925,213830
CR-10314,213830
CR-10808,212829
CR-10329,212829
CR-10254,212827
CR-10376,212827
CR-10517,212827
CR-10250,212827
CR-10187,212827
CR-10411,212827
CR-10026,212827
CR-10893,212827
CR-10522,212827
CR-10069,212827
CR-10925,212827
CR-10190,212827
CR-10384,212827
CR-10890,212827
CR-10912,212827
CR-10408,212827
CR-10714,212827
CR-10613,212827
CR-10009,212827
CR-10731,212827
CR-10592,212827
CR-10315,212827
CR-10303,212827
CR-10593,212827
CR-10644,212827
CR-10986,212827
CR-10734,212827
CR-10409,212827
CR-10626,200842
CR-10869,204176
CR-10812,200838
CR-10626,200838
CR-10264,202958
CR-10833,202958
CR-10385,204155
CR-10856,204155
CR-10186,204155
CR-10562,204155
CR-10507,204155
CR-10052,204155
CR-10797,204155
CR-10187,204155
CR-10423,204155
CR-10347,204155
CR-10190,204155
CR-10384,204155
CR-10489,204155
CR-10880,204155
CR-10509,201641
CR-10509,201641
CR-10509,201641
CR-10863,201641
CR-10398,201641
CR-10295,202971
CR-10174,202971
CR-10834,202971
CR-10654,202971
CR-10832,202971
CR-10275,202971
CR-10951,202971
CR-10110,202971
CR-10853,202971
CR-10329,202971
CR-10554,202971
CR-10796,202971
CR-10067,202971
CR-10384,202971
CR-10576,202971
CR-10035,202971
CR-10890,202971
CR-10731,202971
CR-10506,202971
CR-10952,202971
CR-10868,202971
CR-10654,202971
CR-10516,202971
CR-10911,202971
CR-10291,202971
CR-10642,202971
CR-10900,202971
CR-10818,202971
CR-10252,202971
CR-10266,202971
CR-10644,202971
CR-10510,202971
CR-10092,202971
CR-10681,202971
CR-10194,202971
CR-10630,202971
CR-10633,202971
CR-10254,202971
CR-10507,202971
CR-10187,202971
CR-10287,202971
CR-10383,202971
CR-10898,202971
CR-10972,202971
CR-10100,202971
CR-10385,202971
CR-10110,202971
CR-10613,202971
CR-10505,202971
CR-10069,202971
CR-10386,202971
CR-10347,202971
CR-10094,202971
CR-10412,202971
CR-10068,202971
CR-10874,202971
CR-10383,202971
CR-10961,202971
CR-10214,202971
CR-10241,202971
CR-10935,202971
CR-10938,202971
CR-10872,202971
CR-10981,202971
CR-10569,202971
CR-10564,202971
CR-10799,202971
CR-10680,202971
CR-10384,202971
CR-10184,202971
CR-10065,202971
CR-10684,202971
CR-10417,202971
CR-10967,202971
CR-10301,202971
CR-10068,202971
CR-10199,202971
CR-10389,202971
CR-10197,202971
CR-10107,204161
CR-10834,204161
CR-10873,204161
CR-10853,204161
CR-10106,204161
CR-10106,204161
CR-10681,204161
CR-10309,204161
CR-10191,204161
CR-10392,204161
CR-10855,204161
CR-10603,204161
CR-10372,204161
CR-10841,204161
CR-10094,202945
CR-10957,202945
CR-10587,209742
CR-10196,209742
PC-10343,204151
CR-10903,202940
CR-10926,209705
CR-10911,209705
CR-10716,209683
CR-10716,209683
CR-10009,201595
CR-10529,201595
CR-10296,201595
CR-10538,201595
CR-10030,201595
CR-10378,201595
CR-10847,201595
CR-10657,201595
CR-10871,201595
CR-10018,201595
CR-10392,201595
CR-10987,201595
CR-10871,201595
CR-10010,201595
CR-10531,201595
CR-10301,201595
CR-10266,201595
CR-10986,201595
CR-10589,201595
CR-10346,201595
CR-10376,201595
CR-10229,201595
CR-10591,201595
CR-10010,201595
CR-10951,201595
CR-10532,201595
CR-10065,201595
CR-10869,201595
CR-10588,201595
CR-10347,205332
CR-10683,205332
CR-10680,205332
CR-10412,205332
CR-10683,208018
CR-10853,208018
CR-10565,208018
CR-10563,208018
CR-10362,208018
CR-10609,208018
CR-10034,208018
CR-10731,208018
CR-10973,208018
CR-10680,208018
CR-10968,208018
CR-10886,208018
CR-10203,208018
CR-10674,208018
CR-11001,208018
CR-10515,208018
CR-10672,208018
CR-10607,208018
CR-10536,208018
CR-10830,208018
CR-10601,208018
CR-10901,208018
CR-10898,208018
CR-10890,208018
CR-10211,205320
CR-10400,205320
CR-10689,205320
CR-10397,205320
CR-10404,205320
CR-11112,206660
CR-10889,206660
CR-10008,206660
CR-10006,206660
CR-10009,206660
CR-10308,209661
CR-10308,209661
PC-10198,201582
CR-10999,206653
CR-10186,206653
CR-10727,207999
CR-10681,207999
PC-10582,201580
CR-10556,207996
CR-10641,207996
CR-10010,207996
CR-10708,207996
CR-10713,207996
CR-10994,207996
CR-10715,207996
CR-10716,207996
CR-10304,207996
CR-10998,207996
CR-10999,207996
CR-11112,206649
CR-10006,206649
CR-10554,206649
CR-10009,206649
CR-10008,206649
CR-10889,206649
PC-10582,201578
CR-10949,206647
CR-11112,206647
CR-10633,206647
CR-10948,206647
CR-10368,206647
CR-10008,206647
CR-10850,206647
CR-10006,206647
CR-10889,206647
CR-10009,206647
CR-10796,206642
CR-10197,206642
CR-10705,206642
CR-10179,206642
CR-10890,206642
CR-10411,207962
CR-10522,207962
CR-10671,207962
CR-10307,207962
CR-10647,207962
CR-10847,207962
CR-10554,207962
CR-10613,207962
CR-10541,207962
CR-10211,207962
CR-10291,211357
CR-10999,211357
CR-10384,211357
CR-10799,211357
CR-10909,211357
CR-10993,211357
CR-10681,211357
CR-10995,211357
CR-10890,211357
CR-10187,211357
CR-10554,211357
CR-10522,211357
CR-10827,211357
CR-10197,211357
CR-10532,211357
CR-10619,211357
CR-10898,211357
CR-10592,211357
CR-10529,211357
CR-10065,211357
CR-10359,211357
CR-10383,211357
CR-10649,211357
CR-10210,211357
CR-10630,211357
CR-10366,211357
CR-10642,211357
CR-10630,211357
CR-10262,211357
CR-10357,211357
CR-10093,211357
CR-10523,211357
CR-10607,211357
CR-10388,211357
CR-10571,211357
CR-10569,211357
CR-10307,211357
CR-10894,211357
CR-10636,211357
CR-10994,211357
CR-10390,211357
CR-10633,211357
CR-10644,211357
CR-10398,211357
CR-10385,211357
CR-10190,211357
CR-10680,211357
CR-10197,211357
CR-10374,211357
CR-10869,211357
CR-10692,211357
CR-10517,211357
CR-10584,211357
CR-10818,211357
CR-10575,211357
CR-10870,211357
CR-11112,206639
CR-10006,206639
CR-10009,206639
CR-10008,206639
CR-10889,206639
CR-10567,209637
CR-10972,209637
CR-10267,209637
CR-10274,209637
CR-10870,209637
CR-10683,209637
CR-10238,209637
CR-10603,209637
CR-10992,209637
CR-10967,209637
CR-10683,209637
CR-10016,209637
CR-10681,209637
CR-10101,209637
CR-10844,209637
CR-10018,209637
CR-10173,209637
CR-10026,209637
CR-10254,209637
CR-10844,209637
CR-10309,209637
CR-10891,209637
CR-10543,209637
CR-10377,209637
CR-10680,209637
CR-10981,209637
CR-10415,209637
CR-10924,209637
CR-10960,209637
CR-10844,209637
CR-10326,209637
CR-10414,209637
CR-10925,209637
CR-10213,209637
CR-10961,209637
CR-10701,209637
CR-10803,209637
CR-10899,209637
CR-10880,209637
CR-10088,209637
CR-10925,209637
CR-10372,209637
CR-10348,209637
CR-10257,209637
CR-10319,209637
CR-10320,209637
CR-10642,209637
CR-10018,209637
CR-10855,209637
CR-10396,209637
CR-10009,206635
CR-10889,206635
CR-10008,206635
CR-10220,206635
CR-10006,206635
CR-11112,206635
CR-10065,213805
CR-10845,213805
CR-10829,213805
CR-10066,213805
CR-10842,213805
CR-10872,213805
CR-10842,213805
CR-10008,206634
CR-11112,206634
CR-10294,206634
CR-10889,206634
CR-10006,206634
CR-10009,206634
CR-11100,207921
CR-10375,207921
CR-10215,207921
CR-10319,207921
CR-10536,207921
CR-10285,207921
CR-10216,207921
CR-11100,207921
CR-10675,207921
CR-10362,207921
CR-10021,207921
CR-10515,207921
CR-10295,207921
CR-10490,207921
CR-10800,209610
CR-10813,209610
CR-10385,209610
CR-10881,209610
CR-10816,209610
CR-10367,209610
CR-10809,209610
CR-10668,209610
CR-10650,209610
CR-10422,209610
CR-10511,209610
CR-10810,209610
CR-10696,209610
CR-10515,209610
CR-10830,209610
CR-10061,209610
CR-10882,209610
CR-10831,209610
CR-10619,209610
CR-10354,209610
CR-10862,209610
CR-10683,213787
CR-10734,213787
CR-10010,213787
CR-10609,213787
CR-10680,213787
CR-10708,213787
CR-10384,213787
CR-10186,213787
CR-10105,213787
CR-10489,213787
