Order Number,Address Number Header,Order Gross Amount,Order Type Header,Business Unit Order Header,Order Date Header,Hold Orders Code Header,Company Number Header,Stop Code Header,Zone Code Header,Hold Code Header,Ship To Address Header,Parent Address Number Header,Orderby Header,Freight Code Header
310274,10010974,0,SO,CR,103242,  ,00001,   ,   ,  ,71700,71700,          ,   
302601,10015275,126.54,SO,CR,103122,  ,00001,   ,   ,  ,100778,85520,PHONE,4
311072,10027572,140.67,SO,CR,103254,  ,00001,DS,   ,  ,101323,1600,KRISTIN,4
307360,10009654,1495.89,SO,CR,103199,  ,00001,   ,   ,  ,328,328,          ,2
303597,10010974,0,SO,CR,103136,  ,00001,   ,   ,  ,71700,71700,JOE,3
306170,10017576,298.28,SO,CR,103182,  ,00001,DS,   ,  ,101086,578,          ,4
305577,10010970,4.95,SO,CR,103169,  ,00001,DS,   ,  ,89084,89084,BRIAN,3
302797,10010974,0,SO,CR,103126,  ,00001,   ,   ,  ,71700,71700,          ,3
305379,10025791,15.26,SO,CR,103165,  ,00001,   ,   ,  ,94380,94380,          ,3
310666,10019942,167.25,SO,CR,103248,  ,00001,   ,   ,  ,100741,101548,LAURE,4
309711,10007566,29.12,SO,CR,103233,  ,00001,   ,   ,  ,101224,101556,PAULA,4
309520,10018885,21202.82,SO,CR,103231,  ,00001,   ,   ,  ,101886,579,FAX,3
308139,10021986,33.38,SO,CR,103212,  ,00001,   ,   ,  ,58192,101562,JOHN M.,4
312843,10025287,11517.22,SO,CR,103280,  ,00001,   ,   ,  ,100897,101564,          ,3
310869,10025778,29.93,SO,CR,103252,  ,00001,   ,   ,  ,101578,101548,          ,4
311658,10018890,78.51,SO,CR,103262,  ,00001,DS,   ,  ,93331,93331,          ,6
313056,10010974,0,SO,CR,103282,  ,00001,DS,   ,  ,71700,71700,PHONE,3
313683,10025287,31.3,SO,CR,103291,  ,00001,DS,   ,  ,100897,101564,          ,4
303401,10026291,140.43,SO,CR,103134,  ,00001,   ,   ,  ,100863,76,FAX,3
301193,10009643,3.72,SO,CR,103080,  ,00001,   ,   ,  ,27448,27448,          ,3
301816,10010974,0,SO,CR,103112,  ,00001,   ,   ,  ,71700,71700,          ,3
306171,10023275,2388.65,SO,CR,103182,  ,00001,   ,   ,  ,82055,101566,          ,2
303798,10026299,70.03,SO,CR,103141,  ,00001,DS,   ,  ,100849,101551,          ,2
304785,10027381,0,SO,CR,103156,  ,00001,   ,   ,  ,100966,65800,          ,6
304589,10020915,104.02,SO,CR,103154,  ,00001,   ,   ,  ,2050,2050,          ,4
309521,10018885,21202.82,SO,CR,103231,  ,00001,   ,   ,  ,101008,579,FAX,3
309114,10021911,0,SO,CR,103225,  ,00001,   ,   ,  ,101114,101564,PURCHASING,3
306565,10019388,75.42,SO,CR,103186,  ,00001,   ,   ,  ,148,148,          ,4
311073,10002765,1759.33,SO,CR,103254,  ,00001,   ,   ,  ,402,402,PURCHASING,3
302604,10009643,180.02,SO,CR,103122,  ,00001,   ,   ,  ,27448,27448,JOHN,4
305380,10024022,35.38,SO,CR,103165,  ,00001,DS,   ,  ,101015,12020,CASSIE E.,4
308140,10025302,134.16,SO,CR,103212,  ,00001,DS,   ,  ,58940,58940,PURCHASING,4
312445,10010974,0,SO,CR,103274,  ,00001,DS,   ,  ,71700,71700,          ,3
305977,10021203,495.82,SO,CR,103176,  ,00001,DS,   ,  ,101713,244,          ,4
308915,10010974,0,SO,CR,103224,  ,00001,DS,   ,  ,71700,71700,          ,3
310870,10019942,102.89,SO,CR,103252,  ,00001,   ,   ,  ,100741,101548,          ,4
307949,10010974,0,SO,CR,103210,  ,00001,   ,   ,  ,71700,71700,          ,3
302998,10019942,803.45,SO,CR,103128,  ,00001,   ,   ,  ,101579,101548,          ,3
312648,10017072,973.82,SO,CR,103276,  ,00001,   ,   ,  ,100759,56900,BOB,4
302410,10027572,73.52,SO,CR,103120,  ,00001,   ,   ,  ,101323,1600,BECKY,4
311261,10020639,368.66,SO,CR,103256,  ,00001,   ,   ,  ,101099,73970,SCOTT,4
310275,10020192,79.68,SO,CR,103242,  ,00001,   ,   ,  ,101492,101552,SEAN,4
313684,10023489,2790.94,SO,CR,103291,  ,00001,   ,   ,  ,13365,101552,JOHN,6
313057,10026606,61.77,SO,CR,103282,  ,00001,   ,   ,  ,100976,225,LU,3
313890,10025287,21.9,SO,CR,103294,  ,00001,DS,   ,  ,100897,101564,          ,4
315015,10010974,0,SO,CR,103309,  ,00001,DS,   ,  ,71700,71700,          ,3
305978,10022490,123.72,SO,CR,103176,  ,00001,   ,   ,  ,577,577,TRACI,4
302799,10010974,0,SO,CR,103126,  ,00001,   ,   ,  ,71700,71700,          ,3
303600,10017638,195.34,SO,CR,103136,  ,00001,DS,   ,  ,101415,101559,MARY,2
304005,10019942,119.4,SO,CR,103143,  ,00001,DS,   ,  ,101154,101548,          ,4
304983,10009156,230.01,SO,CR,103158,  ,00001,   ,   ,  ,101155,56490,BRYAN,4
306975,10027381,256.87,SO,CR,103192,  ,00001,   ,   ,  ,100966,65800,          ,6
310276,10017638,739.94,SO,CR,103242,  ,00001,   ,   ,  ,101415,101559,          ,3
307950,10020192,283.51,SO,CR,103210,  ,00001,   ,   ,  ,101492,101552,SHAWN,6
311852,10024270,3167.48,SO,CR,103267,  ,00001,   ,   ,  ,18267,18267,FAX,4
300114,10025039,0,CO,CR,103155,  ,00001,   ,   ,  ,101431,353,BRENT,   
308916,10010974,0,SO,CR,103224,  ,00001,   ,   ,  ,71700,71700,          ,3
309330,10020663,139.74,SO,CR,103227,  ,00001,DS,   ,  ,79950,79950,PURCHASING,4
311074,10026291,156.23,SO,CR,103254,  ,00001,DS,   ,  ,101670,76,FAX,4
311466,10007123,136.78,SO,CR,103260,  ,00001,   ,   ,  ,60700,60700,          ,4
311660,10024010,191.89,SO,CR,103262,  ,00001,   ,   ,  ,101458,70950,DANNY,4
310668,10021203,110.57,SO,CR,103249,  ,00001,DS,   ,  ,101713,244,PAM,4
302605,10025771,150.28,SO,CR,103122,  ,00001,   ,   ,  ,100790,554,DARRELL,6
302215,10010974,0,SO,CR,103116,  ,00001,   ,   ,  ,71700,71700,          ,3
310466,10009662,858.74,SO,CR,103246,  ,00001,   ,   ,  ,256,256,PURCHASING,2
304591,10020915,356.14,SO,CR,103154,  ,00001,   ,   ,  ,2050,2050,          ,4
303800,10010974,0,SO,CR,103141,  ,00001,   ,   ,  ,71700,71700,          ,3
312649,10020915,499.49,SO,CR,103276,  ,00001,DS,   ,  ,2050,2050,          ,4
319120,10010974,0,SO,CR,103037,  ,00001,   ,   ,  ,71700,71700,          ,3
309331,10000466,276.14,SO,CR,103227,  ,00001,DS,   ,  ,63850,63850,MARSHALL,4
318791,10010974,0,SO,CR,103031,  ,00001,DS,   ,  ,71700,71700,          ,3
305189,10023489,129.94,SO,CR,103162,  ,00001,DS,   ,  ,13365,101552,JIM,4
304193,10015824,272.27,SO,CR,103147,  ,00001,   ,   ,  ,564,564,MARK M.,4
304787,10026581,28.01,SO,CR,103156,  ,00001,   ,   ,  ,101195,3520,STEPHEN,4
303403,10016784,191.61,SO,CR,103134,  ,00001,   ,   ,  ,100866,2714,KEN,4
307170,10025238,391.96,SO,CR,103197,  ,00001,DS,   ,  ,101242,101564,          ,4
310277,10015275,201.04,SO,CR,103242,  ,00001,   ,   ,  ,100778,85520,          ,4
308726,10024010,0,SO,CR,103219,  ,00001,   ,   ,  ,101458,70950,          ,6
311853,10020445,127.97,SO,CR,103267,  ,00001,DS,   ,  ,101084,101564,          ,4
311075,10026299,154.92,SO,CR,103254,  ,00001,DS,   ,  ,100849,101551,          ,4
312846,10025238,23578.7,SO,CR,103280,  ,00001,   ,   ,  ,101242,101564,          ,3
310467,10016784,14.26,SO,CR,103246,  ,00001,DS,   ,  ,100866,2714,EDNA,4
308142,10025302,113.9,SO,CR,103212,  ,00001,   ,   ,  ,58940,58940,GEOFFREY,4
309714,10021936,0,SO,CR,103233,  ,00001,DS,   ,  ,101128,194,          ,3
305382,10023489,291.62,SO,CR,103165,  ,00001,DS,   ,  ,13365,101552,RICH,4
311661,10019150,327.39,SO,CR,103262,  ,00001,   ,   ,  ,27450,27450,          ,4
309902,10025037,807.9,SO,CR,103239,  ,00001,   ,   ,  ,36000,36000,DONNA,3
312252,10025515,155.09,SO,CR,103273,  ,00001,DS,   ,  ,79500,79500,CAROL,4
312650,10010974,0,SO,CR,103276,  ,00001,   ,   ,  ,71700,71700,          ,3
313261,10023241,4976.35,SO,CR,103284,  ,00001,   ,   ,  ,526,526,AMBER,3
301404,10019150,213.22,SO,CR,103098,  ,00001,   ,   ,  ,27450,27450,          ,3
313467,10025037,73.66,SO,CR,103288,  ,00001,DS,   ,  ,36000,36000,DONNA,4
301622,10014810,187.16,SO,CR,103106,  ,00001,   ,   ,  ,1400,1400,          ,3
315019,10017553,112.71,SO,CR,103309,  ,00001,   ,   ,  ,101116,68720,          ,4
300979,10025039,11178,SO,CR,103050,  ,00001,   ,   ,  ,101430,353,          ,2
304592,10005006,117.43,SO,CR,103154,  ,00001,   ,   ,  ,100710,39400,          ,3
304398,10009643,329.15,SO,CR,103149,  ,00001,DS,   ,  ,27448,27448,KRIS,4
303404,10010974,0,SO,CR,103134,  ,00001,   ,   ,  ,71700,71700,          ,3
303801,10019388,222.34,SO,CR,103141,  ,00001,   ,   ,  ,148,148,DALA,4
306372,10010974,0,SO,CR,103184,  ,00001,   ,   ,  ,71700,71700,          ,3
308143,10025284,21.42,SO,CR,103212,  ,00001,   ,   ,  ,62860,62860,HERB,4
307171,10025238,72.89,SO,CR,103197,  ,00001,DS,   ,  ,101242,101564,          ,4
304985,10026299,78.81,SO,CR,103158,  ,00001,   ,   ,  ,100849,101551,          ,3
305190,10027053,140.33,SO,CR,103162,  ,00001,   ,   ,  ,100862,272,JOHN,4
310278,10017638,415.89,SO,CR,103242,  ,00001,   ,   ,  ,101415,101559,          ,3
304194,10000466,816.41,SO,CR,103147,  ,00001,DS,   ,  ,63850,63850,          ,4
306174,10009643,150.89,SO,CR,103182,  ,00001,DS,   ,  ,27448,27448,          ,4
306977,10025778,119.6,SO,CR,103192,  ,00001,DS,   ,  ,101578,101548,          ,4
307952,10010974,0,SO,CR,103210,  ,00001,DS,   ,  ,71700,71700,          ,3
310873,10024248,179.62,SO,CR,103252,  ,00001,DS,   ,  ,14466,101554,          ,2
311854,10010974,0,SO,CR,103267,  ,00001,DS,   ,  ,71700,71700,          ,3
311662,10020915,11396.5,SO,CR,103262,  ,00001,   ,   ,  ,2050,2050,          ,2
315020,10013252,1477.45,SO,CR,103309,  ,00001,   ,   ,  ,45105,45105,ROBERT,4
315267,10011923,97.35,SO,CR,103312,  ,00001,DS,   ,  ,100915,101552,BVT,4
304986,10021203,131.9,SO,CR,103158,  ,00001,   ,   ,  ,101251,244,          ,4
303405,10017638,157.99,SO,CR,103134,  ,00001,DS,   ,  ,101415,101559,SALLY,2
305384,10015275,104.49,SO,CR,103165,  ,00001,   ,   ,  ,100778,85520,TRISTAN,3
302802,10017638,223.56,SO,CR,103126,  ,00001,DS,   ,  ,100902,101559,          ,2
307172,10007123,6669.22,SO,CR,103197,  ,00001,   ,   ,  ,60700,60700,PURCHASING,3
301197,10000466,236.76,SO,CR,103080,  ,00001,   ,   ,  ,63850,63850,          ,3
304008,10010974,0,SO,CR,103143,  ,00001,   ,   ,  ,71700,71700,          ,3
314554,10025778,198.02,SO,CR,103302,  ,00001,   ,   ,  ,101578,101548,          ,4
304399,10017553,66681.67,SO,CR,103149,  ,00001,   ,   ,  ,101116,68720,          ,3
300980,10025039,9843,SO,CR,103050,  ,00001,   ,   ,  ,101431,353,          ,2
301820,10025269,111.49,SO,CR,103112,  ,00001,DS,   ,  ,101599,101564,          ,4
301405,10016784,105.57,SO,CR,103098,  ,00001,   ,   ,  ,100866,2714,          ,3
303204,10010974,0,SO,CR,103130,  ,00001,   ,   ,  ,71700,71700,          ,3
310279,10010974,0,SO,CR,103242,  ,00001,DS,   ,  ,71700,71700,JOHN,3
303602,10023516,383.98,SO,CR,103136,  ,00001,   ,   ,  ,101313,35695,BOB,4
302607,10027572,318.45,SO,CR,103122,  ,00001,   ,   ,  ,101475,1600,PURCHASING,3
300184,10002765,0,CO,CR,103168,  ,00001,   ,   ,  ,402,402,          ,   
307764,10024010,90.94,SO,CR,103205,  ,00001,   ,   ,  ,101458,70950,DANNY,4
309904,10025037,48.37,SO,CR,103239,  ,00001,DS,   ,  ,36000,36000,DONNA,4
310469,10017314,2659.7,SO,CR,103246,  ,00001,   ,   ,  ,101070,79420,JESSE,3
311077,10019150,34.73,SO,CR,103254,  ,00001,   ,   ,  ,27450,27450,SIMON,4
306978,10019942,182.47,SO,CR,103192,  ,00001,DS,   ,  ,101172,101548,          ,4
308526,10026299,23.69,SO,CR,103217,  ,00001,DS,   ,  ,100849,101551,          ,2
309333,10020192,481.58,SO,CR,103227,  ,00001,   ,   ,  ,101492,101552,SHAWN,6
308144,10020390,175.45,SO,CR,103212,  ,00001,   ,   ,  ,37880,37880,O.C.,4
309119,10010974,0,SO,CR,103225,  ,00001,DS,   ,  ,71700,71700,FAX,3
305782,10014810,157.18,SO,CR,103172,  ,00001,   ,   ,  ,1400,1400,JIM,4
309716,10024248,89.81,SO,CR,103233,  ,00001,DS,   ,  ,14466,101554,          ,2
313469,10010974,0,SO,CR,103288,  ,00001,DS,   ,  ,71700,71700,TONY,3
313061,10022490,242.58,SO,CR,103282,  ,00001,   ,   ,  ,577,577,TRACY,4
306780,10019150,0,SO,CR,103190,  ,00001,   ,   ,  ,27450,27450,FAX,3
312652,10010974,0,SO,CR,103276,  ,00001,   ,   ,  ,71700,71700,          ,3
315269,10025039,158528,SO,CR,103312,  ,00001,   ,   ,  ,101431,353,JOHN V.,3
300981,10025039,9843,SO,CR,103050,  ,00001,   ,   ,  ,101431,353,          ,3
304987,10021203,687.1,SO,CR,103158,  ,00001,   ,   ,  ,101285,244,          ,4
305387,10027572,100.34,SO,CR,103165,  ,00001,   ,   ,  ,101323,1600,KRISTIN,4
305192,10027381,154.87,SO,CR,103162,  ,00001,   ,   ,  ,100966,65800,ROY,6
307173,10027572,195.61,SO,CR,103197,  ,00001,   ,   ,  ,101475,1600,PURCHASING,3
303803,10010974,0,SO,CR,103141,  ,00001,   ,   ,  ,71700,71700,          ,3
302803,10010974,0,SO,CR,103126,  ,00001,   ,   ,  ,71700,71700,JOHN,3
303406,10017576,243.04,SO,CR,103134,  ,00001,   ,   ,  ,101086,578,CHRIS,4
304196,10010974,0,SO,CR,103147,  ,00001,DS,   ,  ,71700,71700,          ,3
306979,10019942,99.26,SO,CR,103192,  ,00001,DS,   ,  ,101172,101548,          ,4
308339,10026299,33.42,SO,CR,103214,  ,00001,DS,   ,  ,100849,101551,          ,2
301407,10025515,5608.62,SO,CR,103098,  ,00001,   ,   ,  ,79500,79500,          ,3
307765,10010974,0,SO,CR,103205,  ,00001,   ,   ,  ,71700,71700,          ,3
312255,10002506,674.58,SO,CR,103273,  ,00001,   ,   ,  ,562,562,          ,4
311266,10019942,109.09,SO,CR,103256,  ,00001,DS,   ,  ,101579,101548,CYNTHIA,4
305584,10011923,10.15,SO,CR,103169,  ,00001,DS,   ,  ,100915,101552,SCOTT,4
309334,10020192,163.07,SO,CR,103227,  ,00001,   ,   ,  ,101492,101552,SHAWN,6
309717,10024248,35.96,SO,CR,103233,  ,00001,DS,   ,  ,14466,101554,          ,2
309905,10015275,36.68,SO,CR,103239,  ,00001,DS,   ,  ,100778,85520,          ,4
314559,10020663,33.44,SO,CR,103302,  ,00001,DS,   ,  ,79950,79950,          ,4
301822,10020909,312.58,SO,CR,103112,  ,00001,DS,   ,  ,100871,101564,          ,4
318272,10023489,3.58,SO,CR,103023,  ,00001,   ,   ,  ,13365,101552,PURCHASING,4
313470,10010974,0,SO,CR,103288,  ,00001,DS,   ,  ,71700,71700,RETURNS,3
311856,10020909,33.45,SO,CR,103267,  ,00001,DS,   ,  ,100904,101564,          ,4
310470,10026299,71.19,SO,CR,103246,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
311078,10020388,116.54,SO,CR,103254,  ,00001,   ,   ,  ,58190,101562,ANDY,4
313062,10020639,180.18,SO,CR,103282,  ,00001,   ,   ,  ,101099,73970,MATT,4
303206,10026078,399.06,SO,CR,103130,  ,00001,   ,   ,  ,73976,73976,RUBIO,4
310095,10019942,20.3,SO,CR,103240,  ,00001,DS,   ,  ,101154,101548,          ,4
310674,10025238,117.8,SO,CR,103249,  ,00001,DS,   ,  ,101242,101564,          ,4
304594,10025495,523.46,SO,CR,103154,  ,00001,   ,   ,  ,82050,101566,FAX,4
305388,10025284,62.09,SO,CR,103165,  ,00001,DS,   ,  ,62860,62860,HERB,4
314332,10025269,5.07,SO,CR,103301,  ,00001,DS,   ,  ,101599,101564,          ,4
314130,10010974,0,SO,CR,103296,  ,00001,DS,   ,  ,71700,71700,SAM,3
311267,10025037,77.5,SO,CR,103256,  ,00001,DS,   ,  ,36000,36000,DONNA,4
304198,10010974,0,SO,CR,103147,  ,00001,   ,   ,  ,71700,71700,          ,   
308146,10008134,65.01,SO,CR,103212,  ,00001,   ,   ,  ,46760,101560,          ,4
307368,10025552,39.62,SO,CR,103199,  ,00001,   ,   ,  ,100918,387,FAX,4
309718,10024248,589.08,SO,CR,103233,  ,00001,DS,   ,  ,14466,101554,          ,2
307955,10017576,189.97,SO,CR,103210,  ,00001,DS,   ,  ,101086,578,JOHN L.,4
305982,10025302,273.11,SO,CR,103176,  ,00001,DS,   ,  ,58940,58940,PURCHASING,4
304988,10019617,9.07,SO,CR,103158,  ,00001,   ,   ,  ,100947,101556,GARY D.,4
310876,10025287,16.4,SO,CR,103252,  ,00001,   ,   ,  ,100897,101564,          ,   
306177,10017638,51.84,SO,CR,103182,  ,00001,DS,   ,  ,101415,101559,MARY,2
305194,10002240,129.25,SO,CR,103162,  ,00001,   ,   ,  ,100867,4178,          ,   
303605,10025269,50.65,SO,CR,103136,  ,00001,DS,   ,  ,101599,101564,          ,4
305983,10008134,74.99,SO,CR,103176,  ,00001,   ,   ,  ,46760,101560,JOHN,4
302220,10026299,70.56,SO,CR,103116,  ,00001,DS,   ,  ,100849,101551,          ,2
314333,10025287,31.3,SO,CR,103301,  ,00001,DS,   ,  ,100897,101564,          ,4
302416,10007123,170.58,SO,CR,103120,  ,00001,   ,   ,  ,60700,60700,ALLEN,4
300185,10021203,0,CO,CR,103168,  ,00001,   ,   ,  ,100809,244,          ,   
302027,10010974,0,SO,CR,103114,  ,00001,   ,   ,  ,71700,71700,          ,3
302805,10017638,29.55,SO,CR,103126,  ,00001,   ,   ,  ,100902,101559,          ,   
305389,10017638,44.47,SO,CR,103165,  ,00001,DS,   ,  ,101415,101559,SALLY,4
307956,10025037,188.92,SO,CR,103210,  ,00001,   ,   ,  ,36000,36000,TRAE,4
309336,10020663,1636.87,SO,CR,103227,  ,00001,DS,   ,  ,79950,79950,SCOTT,3
304402,10009907,95.06,SO,CR,103149,  ,00001,DS,   ,  ,93790,93790,          ,4
304792,10010974,0,SO,CR,103156,  ,00001,   ,   ,  ,71700,71700,          ,3
319600,10013188,1356.79,SO,CR,103045,  ,00001,DS,   ,  ,99994,99994,          ,3
309719,10024248,883.62,SO,CR,103233,  ,00001,DS,   ,  ,14466,101554,          ,2
307767,10021203,335.07,SO,CR,103205,  ,00001,DS,   ,  ,100873,244,PAM,4
308147,10017638,54.03,SO,CR,103212,  ,00001,DS,   ,  ,101415,101559,SALLY,2
307369,10020639,839.26,SO,CR,103199,  ,00001,   ,   ,  ,101099,73970,STEVE,4
310877,10025238,29.44,SO,CR,103252,  ,00001,   ,   ,  ,101242,101564,          ,   
310472,10022750,134.34,SO,CR,103246,  ,00001,DS,   ,  ,91900,91900,SWANEE,4
301824,10011923,91.37,SO,CR,103112,  ,00001,DS,   ,  ,100915,101552,          ,4
311665,10011981,2767.02,SO,CR,103262,  ,00001,   ,   ,  ,486,486,          ,3
302029,10010974,0,SO,CR,103114,  ,00001,   ,   ,  ,71700,71700,          ,3
302221,10025269,45.31,SO,CR,103116,  ,00001,DS,   ,  ,101599,101564,          ,4
303210,10016784,46.56,SO,CR,103130,  ,00001,DS,   ,  ,100866,2714,          ,4
313266,10025238,71.09,SO,CR,103284,  ,00001,DS,   ,  ,101242,101564,          ,4
314565,10025287,30.71,SO,CR,103302,  ,00001,DS,   ,  ,100897,101564,          ,4
313691,10025791,0,SO,CR,103291,  ,00001,   ,   ,  ,94380,94380,          ,3
305195,10009662,180.74,SO,CR,103162,  ,00001,   ,   ,  ,256,256,DAVID P,2
311473,10010974,0,SO,CR,103260,  ,00001,DS,   ,  ,71700,71700,KELSTAR,3
308148,10020915,117.86,SO,CR,103212,  ,00001,   ,   ,  ,2050,2050,ERIC,4
306179,10017638,73.77,SO,CR,103182,  ,00001,DS,   ,  ,101415,101559,MARY,2
312851,10021222,4,SO,CR,103280,  ,00001,DS,   ,  ,101184,97700,E-MAIL,3
303409,10021203,94.52,SO,CR,103134,  ,00001,DS,   ,  ,101713,244,          ,4
304596,10010974,0,SO,CR,103154,  ,00001,   ,   ,  ,71700,71700,          ,3
303007,10025037,134.88,SO,CR,103128,  ,00001,DS,   ,  ,36000,36000,DONNA,4
307768,10013188,454.06,SO,CR,103205,  ,00001,DS,   ,  ,99994,99994,CHIP,3
304793,10010974,0,SO,CR,103156,  ,00001,DS,   ,  ,71700,71700,DAVID,3
306783,10010974,0,SO,CR,103190,  ,00001,   ,   ,  ,71700,71700,          ,3
301408,10019388,365.98,SO,CR,103098,  ,00001,   ,   ,  ,148,148,          ,3
305390,10017638,190.08,SO,CR,103165,  ,00001,DS,   ,  ,101415,101559,SALLY,4
307178,10015275,108.58,SO,CR,103197,  ,00001,   ,   ,  ,100778,85520,          ,4
303606,10026299,70.56,SO,CR,103136,  ,00001,DS,   ,  ,100849,101551,          ,2
311859,10025037,38.21,SO,CR,103267,  ,00001,DS,   ,  ,36000,36000,DONNA,4
315277,10010974,0,SO,CR,103312,  ,00001,DS,   ,  ,71700,71700,          ,3
311081,10025037,806.02,SO,CR,103254,  ,00001,DS,   ,  ,36000,36000,TRAE,4
301409,10002765,363.1,SO,CR,103098,  ,00001,   ,   ,  ,402,402,          ,3
310878,10025238,29.17,SO,CR,103252,  ,00001,   ,   ,  ,101242,101564,          ,   
312852,10009907,173.79,SO,CR,103280,  ,00001,DS,   ,  ,93790,93790,          ,4
304794,10026291,597.25,SO,CR,103156,  ,00001,   ,   ,  ,100944,76,FAX,3
313473,10013188,309.03,SO,CR,103288,  ,00001,   ,   ,  ,99994,99994,          ,3
303008,10025758,0,SO,CR,103128,  ,00001,   ,   ,  ,263,263,STORM,3
302611,10026299,124.88,SO,CR,103122,  ,00001,DS,   ,  ,100849,101551,          ,2
302418,10009660,119.72,SO,CR,103120,  ,00001,DS,   ,  ,365,365,JERRY,4
314133,10010974,0,SO,CR,103296,  ,00001,DS,   ,  ,71700,71700,BUNN,3
303807,10023489,0,SO,CR,103141,  ,00001,   ,   ,  ,13365,101552,          ,6
305196,10009156,73.83,SO,CR,103162,  ,00001,   ,   ,  ,101155,56490,JODY E.,4
304013,10017638,79.75,SO,CR,103144,  ,00001,   ,   ,  ,100902,101559,MARY,4
307958,10026291,3506.08,SO,CR,103210,  ,00001,   ,   ,  ,101670,76,FAX,3
303607,10025269,24.27,SO,CR,103136,  ,00001,DS,   ,  ,101599,101564,          ,4
308149,10024725,13.21,SO,CR,103212,  ,00001,   ,   ,  ,97690,97690,FAX,4
301631,10025264,231.66,SO,CR,103107,  ,00001,   ,   ,  ,100905,23,          ,4
311082,10010974,0,SO,CR,103254,  ,00001,DS,   ,  ,71700,71700,MAIL,3
305391,10017638,45.52,SO,CR,103165,  ,00001,DS,   ,  ,101415,101559,SALLY,4
300187,10017638,0,CO,CR,103168,  ,00001,   ,   ,  ,101415,101559,          ,   
309530,10015275,436.2,SO,CR,103232,  ,00001,DS,   ,  ,100778,85520,JEFF,4
307371,10010935,0,SO,CR,103199,  ,00001,   ,   ,  ,101081,800,          ,2
307769,10010974,0,SO,CR,103205,  ,00001,   ,   ,  ,71700,71700,          ,3
305587,10020388,167.94,SO,CR,103169,  ,00001,   ,   ,  ,58190,101562,KEVIN,4
304991,10021203,310.55,SO,CR,103158,  ,00001,   ,   ,  ,101297,244,          ,4
311270,10018890,121.34,SO,CR,103256,  ,00001,DS,   ,  ,93331,93331,TERRY,6
311667,10024010,453.05,SO,CR,103262,  ,00001,   ,   ,  ,101458,70950,DANNY,4
309909,10023489,115.37,SO,CR,103239,  ,00001,DS,   ,  ,13365,101552,RC,4
306573,10010974,0,SO,CR,103186,  ,00001,   ,   ,  ,71700,71700,          ,3
313901,10010974,0,SO,CR,103295,  ,00001,DS,   ,  ,71700,71700,          ,3
302031,10025552,13.35,SO,CR,103114,  ,00001,   ,   ,  ,100918,387,FAX,4
311860,10016784,16.78,SO,CR,103267,  ,00001,DS,   ,  ,100866,2714,EDNA,4
315280,10026299,14.79,SO,CR,103312,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
310099,10010974,0,SO,CR,103240,  ,00001,DS,   ,  ,71700,71700,MAIL,3
318952,10010974,0,SO,CR,103035,  ,00001,DS,   ,  ,71700,71700,ROBERT,3
306785,10026522,158.47,SO,CR,103190,  ,00001,DS,   ,  ,100742,31385,RICH,4
303212,10020639,349.2,SO,CR,103130,  ,00001,   ,   ,  ,101183,73970,RK,3
305393,10017638,26.76,SO,CR,103165,  ,00001,DS,   ,  ,101415,101559,SALLY,4
314796,10019664,13301.52,SO,PC,103305,  ,00001,   ,   ,  ,100723,571,          ,2
305986,10025791,0,SO,CR,103176,  ,00001,   ,   ,  ,94380,94380,          ,3
304014,10017638,304.43,SO,CR,103144,  ,00001,DS,   ,  ,100902,101559,MARY,4
301632,10025284,138.91,SO,CR,103107,  ,00001,DS,   ,  ,62860,62860,          ,4
308344,10026522,104.49,SO,CR,103214,  ,00001,   ,   ,  ,100742,31385,MARTY,6
307372,10010974,0,SO,CR,103199,  ,00001,   ,   ,  ,71700,71700,          ,3
305588,10027572,150.69,SO,CR,103169,  ,00001,   ,   ,  ,101475,1600,DAWN,4
303411,10006093,134.16,SO,CR,103134,  ,00001,   ,   ,  ,101277,122,          ,4
301203,10010974,0,SO,CR,103081,  ,00001,DS,   ,  ,71700,71700,          ,3
300986,10017576,215.44,SO,CR,103050,  ,00001,   ,   ,  ,101086,578,          ,3
302419,10020639,77.6,SO,CR,103120,  ,00001,DS,   ,  ,100930,73970,EDGEL,4
306379,10017638,26.76,SO,CR,103184,  ,00001,DS,   ,  ,101415,101559,MARY,4
309125,10027348,22.11,SO,CR,103225,  ,00001,DS,   ,  ,100921,97800,FAX,4
304598,10010974,0,SO,CR,103154,  ,00001,   ,   ,  ,71700,71700,          ,3
304202,10013188,773.15,SO,CR,103147,  ,00001,   ,   ,  ,99994,99994,          ,3
303009,10016784,383.16,SO,CR,103128,  ,00001,   ,   ,  ,100866,2714,KEN,3
306574,10010974,0,SO,CR,103186,  ,00001,   ,   ,  ,71700,71700,MIKE,3
310285,10027381,81.81,SO,CR,103242,  ,00001,   ,   ,  ,100966,65800,          ,6
311083,10024499,154.34,SO,CR,103254,  ,00001,   ,   ,  ,29095,29095,BOBBY,4
312657,10010974,0,SO,CR,103276,  ,00001,DS,   ,  ,71700,71700,GARY,3
313475,10019942,168.69,SO,CR,103288,  ,00001,   ,   ,  ,101579,101548,          ,4
312073,10010974,0,SO,CR,103269,  ,00001,DS,   ,  ,71700,71700,          ,3
311475,10025238,31.99,SO,CR,103260,  ,00001,   ,   ,  ,101242,101564,          ,4
