AggKey,YTD Sales Amount,LY YTD Sales Amount,TM Sales Amount,LY TM Sales Amount,LY Tot Sales Amount,YTD Sales Margin Amount,LY YTD Sales Margin Amount,TM Sales Margin Amount,LY TM Sales Margin Amount,LY Tot Sales Margin Amount,Current Open Amount,Current BackOrder Amount,Current Backlog Amount
113-10024248-6126,$0,$2,$0,$0,$5,$0,$1,$0,$0,$4,0,0,0
113-10024248-62871,$0,$83,$0,$35,$143,$0,$48,$0,$20,$83,0,0,0
113-10024248-20825,$0,$146,$0,$12,$304,$0,$123,$0,$10,$258,0,0,0
113-10024248-33025,$0,$91,$0,$0,$274,$0,$39,$0,$0,$116,0,0,0
113-10024248-30040,$0,$262,$0,$172,$444,$0,$158,$0,$102,$270,0,0,0
113-10024248-26563,$0,$68,$0,$0,$205,$0,$24,$0,$0,$72,0,0,0
113-10024248-26196,$0,$23,$0,$0,$69,$0,$9,$0,$0,$27,0,0,0
113-10024248-39186,$0,$307,$0,$0,$921,$0,$126,$0,$0,$379,0,0,0
113-10024248-15276,$0,$391,$0,$0,$894,$0,$307,$0,$0,$702,0,0,0
113-10024248-64040,$0,"$1,081",$0,$0,"$3,242",$0,$565,$0,$0,"$1,694",0,0,0
113-10024248-38061,$0,$809,$0,$602,"$1,223",$0,$499,$0,$369,$757,0,0,0
113-10024248-45880,$0,"$2,920",$0,$399,"$5,861",$0,$922,$0,$118,"$1,878",0,0,0
113-10024248-29091,$0,"$1,190",$0,$413,"$2,398",$0,$361,$0,$118,$680,0,0,0
113-10024248-32963,$0,$819,$0,$143,"$2,998",$0,$238,$0,$38,$883,0,0,0
113-10024248-38772,$0,$536,$0,$261,"$1,499",$0,$125,$0,$61,$366,0,0,0
113-10024248-14042,$0,$18,$0,$9,$37,$0,$9,$0,$4,$17,0,0,0
113-10024248-25897,$0,$234,$0,$0,$623,$0,$124,$0,$0,$330,0,0,0
143-10025025-38061,$0,"$1,617",$0,$408,"$4,235",$0,$995,$0,$252,"$2,604",0,0,0
108-10025919-25580,$0,$310,$0,$182,$739,$0,$121,$0,$72,$282,0,0,0
108-10025919-601700,$0,"$3,420",$0,$0,"$27,068",$0,"$1,623",$0,$0,"$12,213",0,0,0
155-10018665-34749,$0,($526),$0,$0,"($1,577)",$0,($347),$0,$0,"($1,041)",0,0,0
155-10018665-35085,$0,($801),$0,$0,"($2,402)",$0,($616),$0,$0,"($1,849)",0,0,0
155-10018665-39720,$0,($420),$0,$0,"($1,260)",$0,($328),$0,$0,($984),0,0,0
155-10018665-36357,$0,($431),$0,$0,"($1,294)",$0,($431),$0,$0,"($1,294)",0,0,0
155-10018665-34735,$0,($354),$0,$0,"($1,061)",$0,($215),$0,$0,($646),0,0,0
155-10018665-34743,$0,($376),$0,$0,"($1,129)",$0,($256),$0,$0,($768),0,0,0
155-10018665-34746,$0,($237),$0,$0,($710),$0,($174),$0,$0,($522),0,0,0
155-10018665-39734,$0,($255),$0,$0,($764),$0,($208),$0,$0,($625),0,0,0
155-10018665-39368,$0,($509),$0,$0,"($1,527)",$0,($382),$0,$0,"($1,145)",0,0,0
108-10025919-39850,$0,"$2,072",$0,($230),"$7,082",$0,$215,$0,($30),$716,0,0,0
108-10025919-15236,$0,$41,$0,$0,$122,$0,$32,$0,$0,$95,0,0,0
108-10025919-5320,$0,$9,$0,$0,$60,$0,$7,$0,$0,$50,0,0,0
108-10025919-37781,$0,$323,$0,$110,"$1,185",$0,$214,$0,$74,$767,0,0,0
108-10025919-60448,$0,"$6,486",$0,$0,"$11,080",$0,"$1,512",$0,$0,"$2,583",0,0,0
108-10025919-28884,$0,$54,$0,$36,$122,$0,$16,$0,$11,$33,0,0,0
108-10025919-61858,$0,"$1,537",$0,$732,"$3,124",$0,$764,$0,$361,"$1,544",67.13,0,0
108-10025919-63003,$0,"$2,052",$0,$684,"$13,437",$0,"$1,025",$0,$341,"$6,458",0,0,0
108-10025919-26543,$0,$621,$0,$0,"$1,440",$0,$245,$0,$0,$564,0,0,0
108-10025919-34699,$0,$214,$0,$0,$642,$0,$65,$0,$0,$194,0,0,0
108-10025919-25413,$0,$744,$0,$372,"$1,845",$0,$413,$0,$199,"$1,037",0,0,0
130-10026839-34975,$0,$113,$0,$0,$339,$0,$56,$0,$0,$167,0,0,0
130-10020192-63663,$0,$929,$0,$0,"$2,168",$0,$401,$0,$0,$935,0,0,0
130-10020192-60760,$0,$108,$0,$0,$324,$0,$70,$0,$0,$210,0,0,0
157-10024006-36940,$0,$71,$0,$0,$214,$0,$41,$0,$0,$124,0,0,0
169-10020663-21390,$0,$60,$0,$0,$181,$0,$34,$0,$0,$101,0,0,0
131-10025051-60730,$0,$18,$0,$0,$54,$0,$11,$0,$0,$34,0,0,0
115-10008134-37172,$0,$120,$0,$0,$360,$0,$59,$0,$0,$176,0,0,0
103-10002506-63559,$0,"$1,128",$0,$163,"$2,257",$0,$450,$0,$55,$912,0,0,0
167-10005006-63796,$0,$140,$0,$0,$582,$0,$97,$0,$0,$401,0,0,0
167-10005006-63744,$0,$954,$0,$534,"$1,654",$0,$232,$0,$100,$453,0,0,0
167-10005006-37209,$0,$145,$0,$0,$462,$0,$79,$0,$0,$252,0,0,0
167-10005006-28881,$0,$93,$0,$0,$234,$0,$52,$0,$0,$130,0,0,0
167-10005006-39439,$0,$31,$0,$0,$116,$0,$11,$0,$0,$42,0,0,0
167-10005006-61484,$0,"$1,728",$0,$0,"$4,579",$0,$585,$0,$0,"$1,530",0,0,0
143-10025025-37132,$0,$173,$0,$0,$695,$0,$50,$0,$0,$204,0,0,0
143-10025025-63663,$0,$149,$0,$0,$446,$0,$61,$0,$0,$182,0,0,0
143-10025025-39144,$0,$128,$0,$0,$514,$0,$43,$0,$0,$169,0,0,0
143-10025025-29132,$0,$43,$0,$0,$130,$0,$18,$0,$0,$55,0,0,0
136-10023221-38061,$0,"$1,230",$0,"$1,035","$1,619",$0,$763,$0,$646,$997,0,0,0
181-10024260-28739,$0,$89,$0,$0,$267,$0,$30,$0,$0,$89,0,0,0
181-10024260-40642,$0,$0,$0,$0,$0,$0,($387),$0,$0,"($1,119)",0,0,0
181-10024260-39293,$0,$50,$0,$0,$151,$0,$20,$0,$0,$59,0,0,0
163-10019897-17801,$0,"$2,473",$0,$824,"$5,771",$0,"$1,128",$0,$378,"$2,627",0,0,0
119-10000472-27550,$0,"$4,998",$0,$0,"$11,245",$0,"$2,601",$0,$0,"$5,871",0,0,0
119-10000472-32963,$0,$79,$0,$0,$237,$0,$26,$0,$0,$79,0,0,0
119-10000472-26502,$0,"$1,624",$0,$0,"$3,247",$0,$811,$0,$0,"$1,627",0,0,0
119-10000472-60459,$0,$826,$0,$275,"$1,559",$0,$471,$0,$158,$888,0,0,0
184-10026078-30131,$0,$66,$0,$0,$199,$0,$46,$0,$0,$137,0,0,0
143-10025025-25580,$0,$296,$0,$21,$526,$0,$115,$0,$9,$202,0,0,0
143-10025025-30107,$0,"$2,395",$0,$497,"$4,142",$0,"$1,243",$0,$255,"$2,141",0,0,0
143-10025025-37060,$0,"$1,423",$0,$547,"$2,751",$0,$501,$0,$208,$933,0,0,0
143-10025025-39020,$0,$67,$0,$0,$201,$0,$22,$0,$0,$66,0,0,0
143-10025025-39025,$0,$67,$0,$0,$201,$0,$18,$0,$0,$55,0,0,0
143-10025025-38772,$0,"$1,568",$0,$688,"$3,237",$0,$382,$0,$188,$732,0,0,0
143-10025025-29918,$0,$576,$0,$126,"$1,184",$0,$254,$0,$57,$517,0,0,0
143-10025025-26361,$0,"$3,051",$0,$481,"$7,928",$0,"$1,298",$0,$209,"$3,346",0,0,0
143-10025025-39240,$0,$442,$0,$0,"$1,326",$0,$29,$0,$0,$86,0,0,0
143-10025025-30106,$0,"$1,327",$0,$58,"$2,465",$0,$560,$0,$25,"$1,031",0,0,0
143-10025025-30092,$0,"$3,494",$0,$929,"$8,145",$0,"$1,657",$0,$403,"$3,918",0,0,0
143-10025025-38051,$0,"$3,097",$0,$316,"$6,768",$0,"$1,000",$0,$105,"$2,151",0,0,0
143-10025025-13910,$0,$758,$0,$177,"$1,675",$0,$350,$0,$88,$757,0,0,0
143-10025025-37172,$0,$230,$0,$0,$925,$0,$107,$0,$0,$433,0,0,0
143-10025025-38050,$0,"$2,908",$0,$330,"$7,544",$0,$965,$0,$111,"$2,476",0,0,0
143-10025025-37673,$0,$109,$0,$0,$327,$0,$65,$0,$0,$195,0,0,0
143-10025025-28461,$0,$287,$0,$0,$513,$0,$162,$0,$0,$289,0,0,0
143-10025025-45880,$0,"$2,890",$0,$0,"$6,562",$0,$885,$0,$0,"$2,000",0,0,0
143-10025025-28929,$0,$384,$0,$123,$722,$0,$242,$0,$77,$453,0,0,0
143-10025025-30093,$0,"$5,887",$0,$0,"$10,389",$0,"$2,386",$0,$0,"$4,182",0,0,0
143-10025025-29397,$0,"$1,794",$0,$513,"$2,806",$0,$757,$0,$217,"$1,177",0,0,0
143-10025025-62027,$0,"$3,513",$0,$199,"$8,140",$0,"$1,535",$0,$123,"$2,985",0,0,0
143-10025025-37441,$0,"$23,142",$0,"$10,212","$38,583",$0,"$11,569",$0,"$5,158","$19,173",0,0,0
143-10025025-26370,$0,"$6,568",$0,"$2,022","$11,927",$0,"$3,173",$0,$985,"$5,712",0,0,0
143-10025025-37215,$0,"$2,006",$0,$747,"$3,538",$0,$690,$0,$275,"$1,181",0,0,0
143-10025025-38826,$0,"$7,231",$0,"$1,343","$20,048",$0,"$4,970",$0,$938,"$13,741",0,0,0
143-10025025-26502,$0,"$18,838",$0,"$1,028","$33,917",$0,"$8,792",$0,$496,"$15,771",0,0,0
155-10018665-63471,$0,$0,$0,$0,$0,$0,($3),$0,$0,($8),0,0,0
113-10024248-7610,$0,$1,$0,$0,$3,$0,$1,$0,$0,$2,0,0,0
143-10025025-37158,$0,$70,$0,$0,$211,$0,$2,$0,$0,$5,0,0,0
143-10025025-29070,$0,"$1,251",$0,$298,"$3,066",$0,$844,$0,$205,"$2,064",0,0,0
143-10025025-11310,$0,$730,$0,$0,"$1,531",$0,$286,$0,$0,$592,0,0,0
143-10025025-29091,$0,"$2,120",$0,$518,"$4,628",$0,$639,$0,$164,"$1,368",0,0,0
143-10025025-25897,$0,$536,$0,$0,"$2,124",$0,$280,$0,$0,"$1,099",0,0,0
143-10025025-29260,$0,"$5,458",$0,$609,"$10,237",$0,"$2,462",$0,$274,"$4,580",0,0,0
143-10025025-61748,$0,$802,$0,$0,"$2,407",$0,$52,$0,$0,$156,0,0,0
143-10025025-39886,$0,$229,$0,$21,$373,$0,$150,$0,$14,$244,0,0,0
143-10025025-21390,$0,$504,$0,$0,"$1,671",$0,$266,$0,$0,$877,0,0,0
143-10025025-18250,$0,$199,$0,$34,$561,$0,$116,$0,$21,$326,0,0,0
143-10025025-27110,$0,"$2,463",$0,$205,"$3,690",$0,"$1,957",$0,$163,"$2,931",0,0,0
143-10025025-28396,$0,$672,$0,$304,"$1,180",$0,$382,$0,$172,$667,0,0,0
143-10025025-37780,$0,$412,$0,$0,"$1,127",$0,$276,$0,$0,$753,0,0,0
143-10025025-29062,$0,$856,$0,$0,"$2,206",$0,$402,$0,$0,"$1,025",0,0,0
143-10025025-6341,$0,$37,$0,$0,$128,$0,$15,$0,$0,$53,0,0,0
143-10025025-28500,$0,"$16,082",$0,"$4,634","$29,620",$0,"$7,509",$0,"$2,218","$13,720",0,0,0
143-10025025-27550,$0,"$27,538",$0,"$18,398","$56,163",$0,"$13,635",$0,"$9,246","$27,426",0,0,0
143-10025025-67550,$0,"$31,363",$0,$0,"$110,814",$0,"$15,579",$0,$0,"$54,566",0,0,0
143-10025025-11689,$0,$209,$0,$0,$486,$0,$147,$0,$0,$340,0,0,0
143-10025025-37050,$0,$263,$0,$0,$723,$0,$83,$0,$0,$230,0,0,0
143-10025025-60448,$0,"$2,410",$0,$811,"$4,783",$0,$545,$0,$189,"$1,124",0,0,0
143-10025025-60850,$0,$232,$0,$0,$692,$0,$146,$0,$0,$434,0,0,0
143-10025025-29255,$0,"$2,439",$0,"$1,373","$4,843",$0,$967,$0,$552,"$1,905",0,0,0
143-10025025-2050,$0,$33,$0,$15,$45,$0,$22,$0,$10,$31,0,0,0
143-10025025-38821,$0,$945,$0,$0,"$1,672",$0,$321,$0,$0,$572,0,0,0
143-10025025-37055,$0,$366,$0,$150,$726,$0,$126,$0,$57,$243,0,0,0
143-10025025-20825,$0,$181,$0,$12,$336,$0,$153,$0,$10,$283,0,0,0
143-10025025-29754,$0,$787,$0,$0,"$2,074",$0,$299,$0,$0,$774,0,0,0
143-10025025-2051,$0,$52,$0,$29,$81,$0,$41,$0,$23,$63,0,0,0
143-10025025-15639,$0,$370,$0,$0,$859,$0,$248,$0,$0,$575,0,0,0
143-10025025-11714,$0,$60,$0,$0,$142,$0,$44,$0,$0,$104,0,0,0
143-10025025-26150,$0,"$2,701",$0,$0,"$4,486",$0,"$1,915",$0,$0,"$3,175",0,0,0
143-10025025-39198,$0,$803,$0,$0,"$1,381",$0,$392,$0,$0,$667,0,0,0
143-10025025-20990,$0,"$12,137",$0,"$4,974","$36,026",$0,"$4,821",$0,"$2,062","$14,032",0,0,0
143-10025025-220412,$0,$404,$0,$137,$802,$0,$157,$0,$54,$307,0,0,0
143-10025025-63066,$0,$667,$0,$0,"$1,668",$0,$313,$0,$0,$783,0,0,0
143-10025025-25933,$0,$50,$0,$0,$131,$0,$36,$0,$0,$95,0,0,0
143-10025025-61424,$0,$252,$0,$86,$584,$0,$113,$0,$41,$256,0,0,0
143-10025025-34701,$0,$731,$0,$212,"$1,347",$0,$512,$0,$150,$941,0,0,0
143-10025025-38105,$0,$199,$0,$0,$495,$0,$61,$0,$0,$150,0,0,0
143-10025025-23162,$0,"$1,839",$0,$168,"$4,796",$0,$632,$0,$56,"$1,603",0,0,0
143-10025025-32963,$0,"$1,106",$0,$601,"$2,117",$0,$315,$0,$181,$586,0,0,0
115-10008134-13826,$0,$1,$0,$0,$3,$0,$1,$0,$0,$2,0,0,0
113-10024248-26113,$0,$298,$0,$0,"$1,489",$0,$108,$0,$0,$538,0,0,0
175-10021911-29894,$0,$70,$0,$0,$209,$0,$22,$0,$0,$66,0,0,0
142-10021412-64957,$0,$619,$0,$0,"$1,856",$0,$274,$0,$0,$821,0,0,0
143-10025025-61330,$0,$270,$0,$183,$623,$0,$81,$0,$56,$182,0,0,0
143-10025025-39840,$0,$221,$0,$0,$663,$0,$15,$0,$0,$46,0,0,0
143-10025025-29087,$0,$166,$0,$0,$498,$0,$47,$0,$0,$142,0,0,0
173-10009985-38816,$0,$142,$0,$0,$426,$0,$37,$0,$0,$110,0,0,0
108-10025919-26738,$0,$140,$0,$0,$489,$0,$51,$0,$0,$179,0,0,0
108-10025919-26568,$0,$210,$0,$0,$631,$0,$65,$0,$0,$196,0,0,0
136-10023221-37979,$0,$96,$0,$0,$289,$0,$55,$0,$0,$165,0,0,0
108-10025919-37260,$0,$16,$0,$0,$59,$0,($2),$0,$0,($7),0,0,0
115-10020915-5742,$0,$133,$0,$0,$399,$0,$94,$0,$0,$282,0,0,0
108-10025919-33629,$0,$348,$0,$174,$696,$0,$111,$0,$55,$221,0,0,0
108-10025919-34141,$0,$62,$0,$0,$185,$0,$34,$0,$0,$102,0,0,0
181-10024260-34988,$0,$113,$0,$0,$339,$0,$71,$0,$0,$214,0,0,0
155-10018665-37162,$0,$665,$0,$665,"$1,108",$0,$50,$0,$50,$83,660.35,660.35,0
108-10025919-61292,$0,$95,$0,$95,$190,$0,$28,$0,$28,$56,58.71,58.71,0
175-10007121-915415,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
175-10007121-915421,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
111-10025305-25982,$0,$225,$0,$225,$676,$0,$128,$0,$128,$384,112.67,112.67,0
117-10013238-62017,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,325.63,325.63,0
184-10026078-29394,$0,$142,$0,$142,$142,$0,$88,$0,$88,$88,70.93,70.93,0
184-10026078-39680,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,151.57,151.57,0
184-10026078-48500,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,653.63,653.63,0
117-10013238-62902,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
107-10022490-60794,$0,$0,$0,$0,$28,$0,$0,$0,$0,$18,28.39,28.39,0
144-10020927-65160,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,28.39,28.39,0
105-10016549-65160,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,28.99,28.99,0
144-10023275-65200,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,184.9,184.9,0
118-10014739-2040,$0,$30,$0,$0,$44,$0,$3,$0,$0,$4,22.14,22.14,0
121-10010914-37162,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,73.1,73.1,0
139-10018644-40644,$0,$0,$0,$0,$0,$0,($30),$0,$0,($59),66.5,66.5,0
108-10022750-61292,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,118.66,118.66,0
145-10021470-34901,$0,$0,$0,$0,$29,$0,$0,$0,$0,$17,58.58,58.58,0
130-10026839-65200,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,166.41,166.41,0
134-10023524-65444,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,68.66,68.66,0
134-10023524-65443,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,85.82,85.82,0
134-10023524-65450,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,77.24,77.24,0
134-10023524-65446,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,68.66,68.66,0
134-10023524-65445,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,85.82,85.82,0
134-10023524-65448,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,145.89,145.89,0
134-10023524-65449,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,94.4,94.4,0
134-10023524-62700,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,2439.42,2439.42,0
134-10023524-31727,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,86.57,86.57,0
134-10023524-32963,$0,$835,$0,$228,"$1,215",$0,$254,$0,$70,$369,220.96,220.96,0
134-10023524-65447,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,90.11,90.11,0
139-10018644-34901,$0,$27,$0,$0,$53,$0,$14,$0,$0,$29,56.78,56.78,0
134-10023524-22681,$0,$27,$0,$13,$54,$0,$15,$0,$8,$30,13.44,13.44,0
120-10016334-40644,$0,$0,$0,$0,$0,$0,($30),$0,$0,($59),133,133,0
115-10008134-2040,$0,$32,$0,$0,$89,$0,$5,$0,$0,$16,32,32,0
115-10008134-13230,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,25.75,25.75,0
144-10020927-34901,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,56.78,56.78,0
127-10022423-37442,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10025025-61957,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025919-265032,$0,"$1,121",$0,$560,"$1,681",$0,$506,$0,$256,$755,1120.66,1120.66,0
130-10026336-65200,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,1449.58,1449.58,0
134-10019388-31288,$0,$48,$0,$0,$169,$0,$35,$0,$0,$121,24.19,24.19,0
134-10019388-31680,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,73.62,73.62,0
134-10019388-30274,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,2.55,2.55,0
104-10025252-37162,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,150.81,150.81,0
163-10008638-265072,"$43,636",$0,$0,$0,$0,"$21,076",$0,$0,$0,$0,0,0,0
180-10012715-65098,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,28.39,28.39,0
180-10012715-63135,$0,$501,$0,$376,"$1,378",$0,($112),$0,($67),($290),375.93,375.93,0
125-10025560-40644,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10024260-60794,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,29.29,29.29,0
130-10023489-39105,$309,$0,$0,$0,$0,$82,$0,$0,$0,$0,0,0,0
159-10016858-22681,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,26.89,26.89,0
130-10023489-38805,$217,$0,$0,$0,$0,$78,$0,$0,$0,$0,0,0,0
130-10023489-38804,$265,$0,$0,$0,$0,$93,$0,$0,$0,$0,0,0,0
159-10016858-30285,$0,"$2,201",$0,"$2,201","$3,669",$0,$806,$0,$806,"$1,332",1467.61,1467.61,0
130-10023489-13916,$185,$0,$62,$0,$0,$107,$0,$36,$0,$0,0,0,0
130-10023489-29394,"$1,804",$0,$208,$0,$0,$870,$0,$127,$0,$0,0,0,0
130-10023489-30557,$277,$0,$0,$0,$0,$128,$0,$0,$0,$0,0,0,0
159-10016858-24336,$0,$852,$0,$0,"$1,460",$0,$608,$0,$0,"$1,042",243.29,243.29,0
130-10023489-28751,$384,$0,$128,$0,$0,$158,$0,$66,$0,$0,0,0,0
130-10023489-25580,$109,$0,$22,$0,$0,$45,$0,$10,$0,$0,0,0,0
145-10021470-25982,$0,$773,$0,$221,"$2,208",$0,$432,$0,$123,"$1,234",220.84,220.84,0
130-10023489-5742,"$1,235",$0,$390,$0,$0,$867,$0,$274,$0,$0,0,0,0
130-10023489-13910,"$1,155",$0,$365,$0,$0,$563,$0,$187,$0,$0,0,0,0
130-10023489-47550,"$19,626",$0,"$1,963",$0,$0,"$10,071",$0,"$1,022",$0,$0,0,0,0
167-10022450-62700,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
130-10023489-28881,$171,$0,$0,$0,$0,$109,$0,$0,$0,$0,0,0,0
130-10023489-20910,"$8,834",$0,$0,$0,$0,"$3,900",$0,$0,$0,$0,0,0,0
130-10023489-25913,$529,$0,$0,$0,$0,$161,$0,$0,$0,$0,0,0,0
130-10023489-63002,"$3,382",$0,"$1,127",$0,$0,"$1,984",$0,$661,$0,$0,0,0,0
134-10019388-7532,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,49.4,49.4,0
130-10023489-47801,"$15,597",$0,"$3,670",$0,$0,"$7,523",$0,"$1,781",$0,$0,0,0,0
125-10025560-39190,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,104.49,104.49,0
130-10023489-32721,$690,$0,$0,$0,$0,$445,$0,$0,$0,$0,0,0,0
125-10025560-60450,$0,$0,$0,$0,$758,$0,$0,$0,$0,$259,193.61,193.61,0
130-10023489-30107,$393,$0,$0,$0,$0,$211,$0,$0,$0,$0,0,0,0
125-10025560-39781,$0,$59,$0,$0,$2,$0,$36,$0,$0,$2,58.51,58.51,0
130-10023489-62948,$550,$0,$183,$0,$0,$91,$0,$33,$0,$0,0,0,0
125-10025560-62027,$0,$905,$0,$397,"$1,511",$0,$395,$0,$246,$604,202.88,202.88,0
130-10023489-29255,"$5,151",$0,"$1,145",$0,$0,"$2,214",$0,$488,$0,$0,0,0,0
125-10025560-13917,$0,$27,$0,$27,$27,$0,$14,$0,$14,$14,27.95,27.95,0
130-10023489-32963,"$1,161",$0,$0,$0,$0,$367,$0,$0,$0,$0,0,0,0
125-10025560-25300,$0,$109,$0,$109,$109,$0,$53,$0,$53,$53,111.41,111.41,0
130-10023489-32720,$632,$0,$0,$0,$0,$463,$0,$0,$0,$0,0,0,0
125-10025560-27550,$0,"$2,399",$0,"$1,187","$5,429",$0,"$1,203",$0,$597,"$2,738",605.99,605.99,0
130-10023489-36001,"$1,161",$0,$232,$0,$0,$739,$0,$147,$0,$0,0,0,0
125-10025560-28401,$0,"$1,587",$0,"$1,587","$3,702",$0,$772,$0,$772,"$1,774",539.97,539.97,0
130-10023489-29754,$548,$0,$0,$0,$0,$223,$0,$0,$0,$0,0,0,0
125-10025560-29394,$0,$0,$0,$0,$275,$0,$0,$0,$0,$92,206.4,206.4,0
130-10023489-22680,$786,$0,$207,$0,$0,$451,$0,$119,$0,$0,0,0,0
125-10025560-38061,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,634.07,634.07,0
130-10023489-38826,"$3,394",$0,$0,$0,$377,"$2,392",$0,$0,$0,$266,0,0,0
125-10025560-39185,$0,$0,$0,$0,$147,$0,$0,$0,$0,$57,147.03,147.03,0
130-10023489-37171,$286,$0,$0,$0,$0,$93,$0,$0,$0,$0,0,0,0
125-10025560-5742,$0,$252,$0,$252,$317,$0,$175,$0,$175,$220,64.43,64.43,0
130-10023489-63004,$705,$0,$423,$0,$0,$359,$0,$215,$0,$0,0,0,0
125-10025560-67550,$0,"$3,562",$0,$0,"$7,124",$0,"$1,836",$0,$0,"$3,672",1424.85,1424.85,0
130-10023489-15879,$13,$0,$0,$0,$0,$10,$0,$0,$0,$0,0,0,0
125-10025560-26161,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,618.34,618.34,0
130-10023489-39190,$211,$0,$0,$0,$0,$57,$0,$0,$0,$0,0,0,0
130-10023489-31727,$455,$0,$0,$0,$0,$240,$0,$0,$0,$0,0,0,0
130-10023489-29753,$251,$0,$0,$0,$0,$68,$0,$0,$0,$0,0,0,0
130-10023489-26405,$354,$0,$32,$0,$0,$247,$0,$22,$0,$0,0,0,0
130-10023489-13917,$169,$0,$0,$0,$0,$89,$0,$0,$0,$0,0,0,0
130-10023489-29312,"$2,739",$0,$747,$0,$0,"$1,286",$0,$352,$0,$0,0,0,0
130-10023489-28396,$177,$0,$0,$0,$0,$105,$0,$0,$0,$0,0,0,0
173-10020192-27550,"$4,279",$0,"$1,834",$0,$0,"$2,183",$0,$948,$0,$0,0,0,0
173-10020192-13917,$423,$0,$85,$0,$0,$224,$0,$45,$0,$0,0,0,0
153-10016548-31683,$0,$0,$0,$0,$164,$0,$0,$0,$0,$86,164.31,164.31,0
173-10020192-30106,$239,$0,$0,$0,$0,$106,$0,$0,$0,$0,0,0,0
173-10020192-30092,$638,$0,$0,$0,$0,$330,$0,$0,$0,$0,0,0,0
173-10020192-28929,$126,$0,$0,$0,$0,$82,$0,$0,$0,$0,0,0,0
173-10020192-38050,"$1,019",$0,$509,$0,$0,$367,$0,$181,$0,$0,0,0,0
155-10011734-25987,$0,$0,$0,$0,$86,$0,$0,$0,$0,$70,86.48,86.48,0
173-10020192-28401,"$3,813",$0,$0,$0,$0,"$1,864",$0,$0,$0,$0,0,0,0
155-10011734-16296,$0,$0,$0,$0,$49,$0,$0,$0,$0,$35,12.14,12.14,0
173-10020192-29397,$176,$0,$0,$0,$0,$78,$0,$0,$0,$0,0,0,0
155-10011734-29062,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,89.05,89.05,0
173-10020192-38826,$251,$0,$0,$0,$0,$177,$0,$0,$0,$0,0,0,0
173-10020192-13910,$243,$0,$122,$0,$0,$120,$0,$62,$0,$0,0,0,0
132-10021222-34901,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,29.88,29.88,0
173-10020192-36001,$929,$0,$0,$0,$0,$592,$0,$0,$0,$0,0,0,0
173-10020192-37132,$372,$0,$0,$0,$0,$77,$0,$0,$0,$0,0,0,0
173-10020192-29753,$251,$0,$0,$0,$0,$68,$0,$0,$0,$0,0,0,0
113-10025049-64850,$0,$0,$0,$0,$261,$0,$0,$0,$0,$123,243.85,243.85,0
173-10020192-29394,$763,$0,$139,$0,$0,$297,$0,$85,$0,$0,0,0,0
173-10020192-63799,$56,$0,$0,$0,$0,$32,$0,$0,$0,$0,0,0,0
155-10018665-61860,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,152.97,152.97,0
