Short Name,Item Count,Product Price Group,Product Department,Product Line,Product Group,Product Type,Master Planning Family,Product Sub Group
10976,10976,        ,EP4101,1,7,26,N,3
10976,10976,        ,EP4101,1,7,26,N,3
10488,10488,   ,      ,1,19,47,P01,61
10488,10488,   ,      ,1,19,47,P01,61
10488,10488,   ,      ,1,19,47,P01,61
10488,10488,N,1,1,19,47,30,61
10488,10488,N,1,1,19,47,30,61
10488,10488,N,1,1,19,47,30,61
10488,10488,4, ,1,19,47,0,61
10488,10488,4, ,1,19,47,0,61
10488,10488,4, ,1,19,47,0,61
10539,10539,N, ,1,21,44,TRK,82
10539,10539,N, ,1,21,44,TRK,82
10539,10539,N, ,1,21,44,TRK,82
10539,10539, ,1,1,21,44,G17,82
10539,10539, ,1,1,21,44,G17,82
10539,10539, ,1,1,21,44,G17,82
10539,10539, ,1,1,21,44,G04,82
10539,10539, ,1,1,21,44,G04,82
10539,10539, ,1,1,21,44,G04,82
10709,10709,N,1,1,13,39,30,64
10709,10709,N,1,1,13,39,30,64
10709,10709,N,1,1,13,39,30,64
10709,10709,N,1,1,13,39,50,64
10709,10709,N,1,1,13,39,50,64
10709,10709,N,1,1,13,39,50,64
10709,10709,N,   ,1,13,39, ,64
10709,10709,N,   ,1,13,39, ,64
10709,10709,N,   ,1,13,39, ,64
10011,10011,   ,      ,2,4,20,   ,52
10011,10011,   ,      ,2,4,20,   ,52
10011,10011,   ,      ,2,4,20,   ,52
10011,10011,N,1,2,4,20,10,52
10011,10011,N,1,2,4,20,10,52
10011,10011,N,1,2,4,20,10,52
10011,10011, ,1,2,4,20,G17,52
10011,10011, ,1,2,4,20,G17,52
10011,10011, ,1,2,4,20,G17,52
10557,10557, ,1,1,21,44,   ,109
10557,10557, ,1,1,21,44,   ,109
10557,10557, ,1,1,21,44,   ,109
10557,10557, ,1,1,21,44,G17,109
10557,10557, ,1,1,21,44,G17,109
10557,10557, ,1,1,21,44,G17,109
10557,10557,4, ,1,21,44,0,109
10557,10557,4, ,1,21,44,0,109
10557,10557,4, ,1,21,44,0,109
10859,10859, ,1,1,21,44,G17,84
10859,10859, ,1,1,21,44,G17,84
10859,10859, ,1,1,21,44,G17,84
10859,10859, ,1,1,21,44,G03,84
10859,10859, ,1,1,21,44,G03,84
10859,10859, ,1,1,21,44,G03,84
10859,10859, ,1,1,21,44,G11,84
10859,10859, ,1,1,21,44,G11,84
10859,10859, ,1,1,21,44,G11,84
10667,10667,N,1,1,10,18,50,14
10667,10667,N,1,1,10,18,50,14
10667,10667,N,1,1,10,18,50,14
10667,10667,N,   ,1,10,18, ,14
10667,10667,N,   ,1,10,18, ,14
10667,10667,N,   ,1,10,18, ,14
10667,10667, ,1,1,10,18,G08,14
10667,10667, ,1,1,10,18,G08,14
10667,10667, ,1,1,10,18,G08,14
10824,10824,N,1,1,19,26,30,99
10824,10824,N,1,1,19,26,30,99
10824,10824,N,1,1,19,26,30,99
10824,10824, ,1,1,19,26,G03,99
10824,10824, ,1,1,19,26,G03,99
10824,10824, ,1,1,19,26,G03,99
10824,10824,        ,R55410010,1,19,26,N,99
10824,10824,        ,R55410010,1,19,26,N,99
10824,10824,        ,R55410010,1,19,26,N,99
10090,10090,   ,      ,1,13,5,P01,34
10090,10090,   ,      ,1,13,5,P01,34
10090,10090,   ,      ,1,13,5,P01,34
10090,10090,N,1,1,13,5,10,34
10090,10090,N,1,1,13,5,10,34
10090,10090,N,1,1,13,5,10,34
10090,10090, ,1,1,13,5,G17,34
10090,10090, ,1,1,13,5,G17,34
10090,10090, ,1,1,13,5,G17,34
10090,10090, ,1,1,13,5,G17,34
10090,10090, ,1,1,13,5,G17,34
10090,10090, ,1,1,13,5,G17,34
10918,10918,N,1,1,3,1,50,49
10918,10918,N,1,1,3,1,50,49
10918,10918,N,1,1,3,1,50,49
10918,10918,N,   ,1,3,1, ,49
10918,10918,N,   ,1,3,1, ,49
10918,10918,N,   ,1,3,1, ,49
10918,10918,0,N,1,3,1,   ,49
10918,10918,0,N,1,3,1,   ,49
10918,10918,0,N,1,3,1,   ,49
10317,10317,N,1,2,4,15,10,19
10317,10317,N,1,2,4,15,10,19
10317,10317,N,1,2,4,15,10,19
10317,10317,N,1,2,4,15,50,19
10317,10317,N,1,2,4,15,50,19
10317,10317,N,1,2,4,15,50,19
10317,10317, ,1,2,4,15,G15,19
10317,10317, ,1,2,4,15,G15,19
10317,10317, ,1,2,4,15,G15,19
10583,10583,N,1,2,1,3,50,44
10583,10583,N,1,2,1,3,50,44
10583,10583,N,1,2,1,3,50,44
10583,10583,N,1,2,1,3,50,44
10583,10583,N,1,2,1,3,50,44
10583,10583,N,1,2,1,3,50,44
10583,10583,N,1,2,1,3,50,44
10583,10583,N,1,2,1,3,50,44
10583,10583,N,1,2,1,3,50,44
10668,10668,N,1,1,10,18,50,11
10668,10668,N,1,1,10,18,50,11
10668,10668,N,1,1,10,18,50,11
10668,10668,N,   ,1,10,18, ,11
10668,10668,N,   ,1,10,18, ,11
10668,10668,N,   ,1,10,18, ,11
10668,10668, ,1,1,10,18,G08,11
10668,10668, ,1,1,10,18,G08,11
10668,10668, ,1,1,10,18,G08,11
10825,10825, ,1,1,19,47,G17,61
10825,10825, ,1,1,19,47,G17,61
10825,10825, ,1,1,19,47,G17,61
10825,10825,0,0,1,19,47, ,61
10825,10825,0,0,1,19,47, ,61
10825,10825,0,0,1,19,47, ,61
10825,10825,        ,R55410010,1,19,47,N,61
10825,10825,        ,R55410010,1,19,47,N,61
10825,10825,        ,R55410010,1,19,47,N,61
10883,10883,N,1,1,23,46,50,5
10883,10883,N,1,1,23,46,50,5
10883,10883,N,1,1,23,46,50,5
10883,10883,N, ,1,23,46,   ,5
10883,10883,N, ,1,23,46,   ,5
10883,10883,N, ,1,23,46,   ,5
10883,10883,        ,EP4101,1,23,46,N,5
10883,10883,        ,EP4101,1,23,46,N,5
10883,10883,        ,EP4101,1,23,46,N,5
10354,10354,N,1,1,10,18,10,15
10354,10354,N,1,1,10,18,10,15
10354,10354,N,1,1,10,18,10,15
10354,10354,N, ,1,10,18,TRK,15
10354,10354,N, ,1,10,18,TRK,15
10354,10354,N, ,1,10,18,TRK,15
10354,10354,0,0,1,10,18, ,15
10354,10354,0,0,1,10,18, ,15
10354,10354,0,0,1,10,18, ,15
10540,10540, ,1,1,21,44,G17,54
10540,10540, ,1,1,21,44,G17,54
10540,10540, ,1,1,21,44,G17,54
10540,10540, ,1,1,21,44,G17,54
10540,10540, ,1,1,21,44,G17,54
10540,10540, ,1,1,21,44,G17,54
10540,10540, ,1,1,21,44,G04,54
10540,10540, ,1,1,21,44,G04,54
10540,10540, ,1,1,21,44,G04,54
10596,10596,   ,      ,2,4,28,   ,51
10596,10596,   ,      ,2,4,28,   ,51
10596,10596,   ,      ,2,4,28,   ,51
10596,10596, ,1,2,4,28,   ,51
10596,10596, ,1,2,4,28,   ,51
10596,10596, ,1,2,4,28,   ,51
10596,10596,1, ,2,4,28,0,51
10596,10596,1, ,2,4,28,0,51
10596,10596,1, ,2,4,28,0,51
10225,10225,   ,      ,1,21,44,P01,12
10225,10225,   ,      ,1,21,44,P01,12
10225,10225,   ,      ,1,21,44,P01,12
10225,10225,N,1,1,21,44,10,12
10225,10225,N,1,1,21,44,10,12
10225,10225,N,1,1,21,44,10,12
10225,10225,4, ,1,21,44,0,12
10225,10225,4, ,1,21,44,0,12
10225,10225,4, ,1,21,44,0,12
10860,10860,N,   ,1,21,44, ,17
10860,10860,N,   ,1,21,44, ,17
10860,10860,N,   ,1,21,44, ,17
10860,10860, ,1,1,21,44,G03,17
10860,10860, ,1,1,21,44,G03,17
10860,10860, ,1,1,21,44,G03,17
10860,10860, ,1,1,21,44,G11,17
10860,10860, ,1,1,21,44,G11,17
10860,10860, ,1,1,21,44,G11,17
10919,10919,N,1,1,3,1,50,49
10919,10919,N,1,1,3,1,50,49
10919,10919,N,1,1,3,1,50,49
10919,10919,N,1,1,3,1,50,49
10919,10919,N,1,1,3,1,50,49
10919,10919,N,1,1,3,1,50,49
10919,10919,N,   ,1,3,1, ,49
10919,10919,N,   ,1,3,1, ,49
10919,10919,N,   ,1,3,1, ,49
10032,10032,N,1,1,6,12,10,94
10032,10032,N,1,1,6,12,10,94
10032,10032,N,1,1,6,12,10,94
10032,10032,N,1,1,6,12,50,94
10032,10032,N,1,1,6,12,50,94
10032,10032,N,1,1,6,12,50,94
10032,10032, ,1,1,6,12,G19,94
10032,10032, ,1,1,6,12,G19,94
10032,10032, ,1,1,6,12,G19,94
10318,10318,N,1,2,4,15,30,19
10318,10318,N,1,2,4,15,30,19
10318,10318,N,1,2,4,15,30,19
10318,10318, ,1,2,4,15,G17,19
10318,10318, ,1,2,4,15,G17,19
10318,10318, ,1,2,4,15,G17,19
10318,10318,1, ,2,4,15,0,19
10318,10318,1, ,2,4,15,0,19
10318,10318,1, ,2,4,15,0,19
10506,10506,N,1,1,19,45,10,1
10506,10506,N,1,1,19,45,10,1
10506,10506,N,1,1,19,45,10,1
10506,10506,N,1,1,19,45,50,1
10506,10506,N,1,1,19,45,50,1
10506,10506,N,1,1,19,45,50,1
10506,10506,N,1,1,19,45,50,1
10506,10506,N,1,1,19,45,50,1
10506,10506,N,1,1,19,45,50,1
10669,10669,N,1,1,10,18,10,11
10669,10669,N,1,1,10,18,10,11
10669,10669,N,1,1,10,18,10,11
10669,10669,N,1,1,10,18,50,11
10669,10669,N,1,1,10,18,50,11
10669,10669,N,1,1,10,18,50,11
10669,10669,N,   ,1,10,18, ,11
10669,10669,N,   ,1,10,18, ,11
10669,10669,N,   ,1,10,18, ,11
10826,10826,N,1,1,19,26,50,99
10826,10826,N,1,1,19,26,50,99
10826,10826,N,1,1,19,26,50,99
10826,10826,N,   ,1,19,26, ,99
10826,10826,N,   ,1,19,26, ,99
10826,10826,N,   ,1,19,26, ,99
10826,10826,        ,R55410010,1,19,26,N,99
10826,10826,        ,R55410010,1,19,26,N,99
10826,10826,        ,R55410010,1,19,26,N,99
10355,10355,N,1,1,10,18,10,14
10355,10355,N,1,1,10,18,10,14
10355,10355,N,1,1,10,18,10,14
10355,10355,N,1,1,10,18,50,14
10355,10355,N,1,1,10,18,50,14
10355,10355,N,1,1,10,18,50,14
10355,10355,        ,EP3002,1,10,18,N,14
10355,10355,        ,EP3002,1,10,18,N,14
10355,10355,        ,EP3002,1,10,18,N,14
10597,10597,N,1,1,3,1,30,50
10597,10597,N,1,1,3,1,30,50
10597,10597,N,1,1,3,1,30,50
10597,10597, ,1,1,3,1,G17,50
10597,10597, ,1,1,3,1,G17,50
10597,10597, ,1,1,3,1,G17,50
10597,10597,1, ,1,3,1,0,50
10597,10597,1, ,1,3,1,0,50
10597,10597,1, ,1,3,1,0,50
10710,10710,N,1,1,13,5,50,34
10710,10710,N,1,1,13,5,50,34
10710,10710,N,1,1,13,5,50,34
10710,10710, ,1,1,13,5,G17,34
10710,10710, ,1,1,13,5,G17,34
10710,10710, ,1,1,13,5,G17,34
10710,10710,        ,EP4101,1,13,5,N,34
10710,10710,        ,EP4101,1,13,5,N,34
10710,10710,        ,EP4101,1,13,5,N,34
10955,10955,   ,      ,1,6,47,   ,62
10955,10955,   ,      ,1,6,47,   ,62
10955,10955,   ,      ,1,6,47,   ,62
10955,10955, ,1,1,6,47,G17,62
10955,10955, ,1,1,6,47,G17,62
10955,10955, ,1,1,6,47,G17,62
10091,10091,N, ,1,13,39,   ,64
10091,10091,N, ,1,13,39,   ,64
10091,10091,N, ,1,13,39,   ,64
10091,10091,N, ,1,13,39,TRK,64
10091,10091,N, ,1,13,39,TRK,64
10091,10091,N, ,1,13,39,TRK,64
10091,10091, ,1,1,13,39,G17,64
10091,10091, ,1,1,13,39,G17,64
10091,10091, ,1,1,13,39,G17,64
10091,10091, ,1,1,13,39,G17,64
10091,10091, ,1,1,13,39,G17,64
10091,10091, ,1,1,13,39,G17,64
10226,10226,   ,      ,1,21,44,P01,45
10226,10226,   ,      ,1,21,44,P01,45
10226,10226,   ,      ,1,21,44,P01,45
10226,10226,N,1,1,21,44,10,45
10226,10226,N,1,1,21,44,10,45
10226,10226,N,1,1,21,44,10,45
10226,10226,N,1,1,21,44,30,45
10226,10226,N,1,1,21,44,30,45
10226,10226,N,1,1,21,44,30,45
10558,10558, ,1,1,21,44,G17,109
10558,10558, ,1,1,21,44,G17,109
10558,10558, ,1,1,21,44,G17,109
10558,10558, ,1,1,21,44,G17,109
10558,10558, ,1,1,21,44,G17,109
10558,10558, ,1,1,21,44,G17,109
10558,10558, ,1,1,21,44,G14,109
10558,10558, ,1,1,21,44,G14,109
10558,10558, ,1,1,21,44,G14,109
10630,10630,N,1,2,4,41,50,30
10630,10630,N,1,2,4,41,50,30
10630,10630,N,1,2,4,41,50,30
10630,10630,N,1,2,4,41,50,30
10630,10630,N,1,2,4,41,50,30
10630,10630,N,1,2,4,41,50,30
10630,10630, ,1,2,4,41,   ,30
10630,10630, ,1,2,4,41,   ,30
10630,10630, ,1,2,4,41,   ,30
10861,10861,N,1,1,21,44,50,84
10861,10861,N,1,1,21,44,50,84
10861,10861,N,1,1,21,44,50,84
10861,10861, ,1,1,21,44,G03,84
10861,10861, ,1,1,21,44,G03,84
10861,10861, ,1,1,21,44,G03,84
10861,10861, ,1,1,21,44,G11,84
10861,10861, ,1,1,21,44,G11,84
10861,10861, ,1,1,21,44,G11,84
10827,10827, ,1,1,19,45,G03,1
10827,10827, ,1,1,19,45,G03,1
10827,10827, ,1,1,19,45,G03,1
10827,10827,0,0,1,19,45, ,1
10827,10827,0,0,1,19,45, ,1
10827,10827,0,0,1,19,45, ,1
10827,10827,0,0,1,19,45, ,1
10827,10827,0,0,1,19,45, ,1
10827,10827,0,0,1,19,45, ,1
10356,10356,N,1,1,10,18,50,14
10356,10356,N,1,1,10,18,50,14
10356,10356,N,1,1,10,18,50,14
10356,10356,N,1,1,10,18,50,14
10356,10356,N,1,1,10,18,50,14
10356,10356,N,1,1,10,18,50,14
10356,10356, ,1,1,10,18,G17,14
10356,10356, ,1,1,10,18,G17,14
10356,10356, ,1,1,10,18,G17,14
10650,10650,   ,      ,1,6,47,   ,62
10650,10650,   ,      ,1,6,47,   ,62
10650,10650,   ,      ,1,6,47,   ,62
10650,10650, ,1,1,6,47,   ,62
10650,10650, ,1,1,6,47,   ,62
10650,10650, ,1,1,6,47,   ,62
10650,10650, ,1,1,6,47,G17,62
10650,10650, ,1,1,6,47,G17,62
10650,10650, ,1,1,6,47,G17,62
10711,10711,N,1,1,13,47,50,63
10711,10711,N,1,1,13,47,50,63
10711,10711,N,1,1,13,47,50,63
10711,10711,N,1,1,13,47,50,63
10711,10711,N,1,1,13,47,50,63
10711,10711,N,1,1,13,47,50,63
10711,10711,N,   ,1,13,47, ,63
10711,10711,N,   ,1,13,47, ,63
10711,10711,N,   ,1,13,47, ,63
10227,10227,   ,      ,1,21,44,   ,45
10227,10227,   ,      ,1,21,44,   ,45
10227,10227,   ,      ,1,21,44,   ,45
10227,10227,N,1,1,21,44,10,45
10227,10227,N,1,1,21,44,10,45
10227,10227,N,1,1,21,44,10,45
10227,10227,N,   ,1,21,44, ,45
10227,10227,N,   ,1,21,44, ,45
10227,10227,N,   ,1,21,44, ,45
10920,10920,N,1,1,3,1,50,48
10920,10920,N,1,1,3,1,50,48
10920,10920,N,1,1,3,1,50,48
10920,10920,N,   ,1,3,1, ,48
10920,10920,N,   ,1,3,1, ,48
10920,10920,N,   ,1,3,1, ,48
10920,10920,0,N,1,3,1,   ,48
10920,10920,0,N,1,3,1,   ,48
10920,10920,0,N,1,3,1,   ,48
10397,10397,N,1,1,13,47,10,63
10397,10397,N,1,1,13,47,10,63
10397,10397,N,1,1,13,47,10,63
10397,10397,N,1,1,13,47,50,63
10397,10397,N,1,1,13,47,50,63
10397,10397,N,1,1,13,47,50,63
10397,10397,        ,R55410010,1,13,47,N,63
10397,10397,        ,R55410010,1,13,47,N,63
10397,10397,        ,R55410010,1,13,47,N,63
10670,10670,N,1,1,10,18,10,11
10670,10670,N,1,1,10,18,10,11
10670,10670,N,1,1,10,18,10,11
10670,10670,N,1,1,10,18,50,11
10670,10670,N,1,1,10,18,50,11
10670,10670,N,1,1,10,18,50,11
10670,10670,1, ,1,10,18,0,11
10670,10670,1, ,1,10,18,0,11
10670,10670,1, ,1,10,18,0,11
10828,10828,N,1,1,19,45,50,1
10828,10828,N,1,1,19,45,50,1
10828,10828,N,1,1,19,45,50,1
10828,10828,N,1,1,19,45,50,1
10828,10828,N,1,1,19,45,50,1
10828,10828,N,1,1,19,45,50,1
10828,10828, ,1,1,19,45,G03,1
10828,10828, ,1,1,19,45,G03,1
10828,10828, ,1,1,19,45,G03,1
10182,10182, ,1,1,19,47,G17,61
10182,10182, ,1,1,19,47,G17,61
10182,10182, ,1,1,19,47,G17,61
10182,10182,1, ,1,19,47,0,61
10182,10182,1, ,1,19,47,0,61
10182,10182,1, ,1,19,47,0,61
10182,10182,15,0,1,19,47, ,61
10182,10182,15,0,1,19,47, ,61
10182,10182,15,0,1,19,47, ,61
10234,10234,N,   ,1,21,44, ,46
10234,10234,N,   ,1,21,44, ,46
10234,10234,N,   ,1,21,44, ,46
10234,10234, ,1,1,21,44,G13,46
10234,10234, ,1,1,21,44,G13,46
10234,10234, ,1,1,21,44,G13,46
10234,10234,0,0,1,21,44, ,46
10234,10234,0,0,1,21,44, ,46
10234,10234,0,0,1,21,44, ,46
10357,10357,N,1,1,10,18,50,11
10357,10357,N,1,1,10,18,50,11
10357,10357,N,1,1,10,18,50,11
10357,10357,N,1,1,10,18,50,11
10357,10357,N,1,1,10,18,50,11
10357,10357,N,1,1,10,18,50,11
10357,10357, ,1,1,10,18,G17,11
10357,10357, ,1,1,10,18,G17,11
10357,10357, ,1,1,10,18,G17,11
10598,10598,N,1,1,3,1,50,50
10598,10598,N,1,1,3,1,50,50
10598,10598,N,1,1,3,1,50,50
10598,10598,N,   ,1,3,1, ,50
10598,10598,N,   ,1,3,1, ,50
10598,10598,N,   ,1,3,1, ,50
10598,10598, ,1,1,3,1,   ,50
10598,10598, ,1,1,3,1,   ,50
10598,10598, ,1,1,3,1,   ,50
10712,10712,N,   ,1,13,5, ,34
10712,10712,N,   ,1,13,5, ,34
10712,10712,N,   ,1,13,5, ,34
10712,10712, ,1,1,13,5,G17,34
10712,10712, ,1,1,13,5,G17,34
10712,10712, ,1,1,13,5,G17,34
10712,10712, ,1,1,13,5,G17,34
10712,10712, ,1,1,13,5,G17,34
10712,10712, ,1,1,13,5,G17,34
10092,10092,   ,      ,1,13,39,   ,64
10092,10092,   ,      ,1,13,39,   ,64
10092,10092,   ,      ,1,13,39,   ,64
10092,10092,N, ,1,13,39,TRK,64
10092,10092,N, ,1,13,39,TRK,64
10092,10092,N, ,1,13,39,TRK,64
10092,10092, ,1,1,13,39,G17,64
10092,10092, ,1,1,13,39,G17,64
10092,10092, ,1,1,13,39,G17,64
10092,10092, ,1,1,13,39,G17,64
10092,10092, ,1,1,13,39,G17,64
10092,10092, ,1,1,13,39,G17,64
10228,10228,N,   ,1,21,44, ,82
10228,10228,N,   ,1,21,44, ,82
10228,10228,N,   ,1,21,44, ,82
10228,10228,N,   ,1,21,44, ,82
10228,10228,N,   ,1,21,44, ,82
10228,10228,N,   ,1,21,44, ,82
10228,10228,        ,EP4101,1,21,44,N,82
10228,10228,        ,EP4101,1,21,44,N,82
10228,10228,        ,EP4101,1,21,44,N,82
10696,10696,N,1,1,11,33,10,8
10696,10696,N,1,1,11,33,10,8
10696,10696,N,1,1,11,33,10,8
10696,10696,N,1,1,11,33,50,8
10696,10696,N,1,1,11,33,50,8
10696,10696,N,1,1,11,33,50,8
10696,10696, ,1,1,11,33,G00,8
10696,10696, ,1,1,11,33,G00,8
10696,10696, ,1,1,11,33,G00,8
10584,10584,N,1,2,1,3,50,43
10584,10584,N,1,2,1,3,50,43
10584,10584,N,1,2,1,3,50,43
10584,10584,N,   ,2,1,3, ,43
10584,10584,N,   ,2,1,3, ,43
10584,10584,N,   ,2,1,3, ,43
10584,10584,N, ,2,1,3,ATV,43
10584,10584,N, ,2,1,3,ATV,43
10584,10584,N, ,2,1,3,ATV,43
10235,10235,N,1,1,21,44,10,83
10235,10235,N,1,1,21,44,10,83
10235,10235,N,1,1,21,44,10,83
10235,10235,N,1,1,21,44,50,83
10235,10235,N,1,1,21,44,50,83
10235,10235,N,1,1,21,44,50,83
10235,10235,N,   ,1,21,44, ,83
10235,10235,N,   ,1,21,44, ,83
10235,10235,N,   ,1,21,44, ,83
10358,10358,N,1,1,10,18,50,11
10358,10358,N,1,1,10,18,50,11
10358,10358,N,1,1,10,18,50,11
10358,10358,N,1,1,10,18,50,11
10358,10358,N,1,1,10,18,50,11
10358,10358,N,1,1,10,18,50,11
10358,10358,N, ,1,10,18,TRK,11
10358,10358,N, ,1,10,18,TRK,11
10358,10358,N, ,1,10,18,TRK,11
10599,10599,   ,      ,2,4,28,   ,90
10599,10599,   ,      ,2,4,28,   ,90
10599,10599,   ,      ,2,4,28,   ,90
10599,10599, ,1,2,4,28,G04,90
10599,10599, ,1,2,4,28,G04,90
10599,10599, ,1,2,4,28,G04,90
10599,10599,        ,EP4101,2,4,28,N,90
10599,10599,        ,EP4101,2,4,28,N,90
10599,10599,        ,EP4101,2,4,28,N,90
10631,10631,   ,      ,2,4,41,   ,30
10631,10631,   ,      ,2,4,41,   ,30
10631,10631,   ,      ,2,4,41,   ,30
10631,10631,N,1,2,4,41,50,30
10631,10631,N,1,2,4,41,50,30
10631,10631,N,1,2,4,41,50,30
10631,10631,N,   ,2,4,41, ,30
10631,10631,N,   ,2,4,41, ,30
10631,10631,N,   ,2,4,41, ,30
10585,10585,N,1,1,2,4,50,27
10585,10585,N,1,1,2,4,50,27
10585,10585,N,1,1,2,4,50,27
10585,10585, ,1,1,2,4,G03,27
10585,10585, ,1,1,2,4,G03,27
10585,10585, ,1,1,2,4,G03,27
10585,10585,0,N,1,2,4,   ,27
10585,10585,0,N,1,2,4,   ,27
10585,10585,0,N,1,2,4,   ,27
10671,10671,N,1,1,10,18,10,11
10671,10671,N,1,1,10,18,10,11
10671,10671,N,1,1,10,18,10,11
10671,10671,N,1,1,10,18,50,11
10671,10671,N,1,1,10,18,50,11
10671,10671,N,1,1,10,18,50,11
10671,10671,4, ,1,10,18,0,11
10671,10671,4, ,1,10,18,0,11
10671,10671,4, ,1,10,18,0,11
10884,10884, ,1,1,23,46,G17,5
10884,10884, ,1,1,23,46,G17,5
10884,10884, ,1,1,23,46,G17,5
10884,10884,        ,EP4101,1,23,46,N,5
10884,10884,        ,EP4101,1,23,46,N,5
10884,10884,        ,EP4101,1,23,46,N,5
10884,10884,        ,R55410010,1,23,46,N,5
10884,10884,        ,R55410010,1,23,46,N,5
10884,10884,        ,R55410010,1,23,46,N,5
10359,10359,N,1,1,10,18,30,11
10359,10359,N,1,1,10,18,30,11
10359,10359,N,1,1,10,18,30,11
10359,10359,N, ,1,10,18,TRK,11
10359,10359,N, ,1,10,18,TRK,11
10359,10359,N, ,1,10,18,TRK,11
10359,10359,N, ,1,10,18,TRK,11
10359,10359,N, ,1,10,18,TRK,11
10359,10359,N, ,1,10,18,TRK,11
10651,10651,N,1,1,6,13,30,58
10651,10651,N,1,1,6,13,30,58
10651,10651,N,1,1,6,13,30,58
10651,10651,N,1,1,6,13,50,58
10651,10651,N,1,1,6,13,50,58
10651,10651,N,1,1,6,13,50,58
10651,10651, ,1,1,6,13,G17,58
10651,10651, ,1,1,6,13,G17,58
10651,10651, ,1,1,6,13,G17,58
10697,10697,N,1,1,11,43,50,16
10697,10697,N,1,1,11,43,50,16
10697,10697,N,1,1,11,43,50,16
10697,10697,N,   ,1,11,43, ,16
10697,10697,N,   ,1,11,43, ,16
10697,10697,N,   ,1,11,43, ,16
10697,10697,        ,EP4101,1,11,43,N,16
10697,10697,        ,EP4101,1,11,43,N,16
10697,10697,        ,EP4101,1,11,43,N,16
10793,10793,   ,      ,1,19,47,   ,61
10793,10793,   ,      ,1,19,47,   ,61
10793,10793,   ,      ,1,19,47,   ,61
10793,10793,N,   ,1,19,47, ,61
10793,10793,N,   ,1,19,47, ,61
10793,10793,N,   ,1,19,47, ,61
10793,10793,0,TRKSVP,1,19,47,   ,61
10793,10793,0,TRKSVP,1,19,47,   ,61
10793,10793,0,TRKSVP,1,19,47,   ,61
10672,10672,N,   ,1,10,18, ,11
10672,10672,N,   ,1,10,18, ,11
10672,10672,N,   ,1,10,18, ,11
10672,10672,N,   ,1,10,18, ,11
10672,10672,N,   ,1,10,18, ,11
10672,10672,N,   ,1,10,18, ,11
10672,10672,N,   ,1,10,18, ,11
10672,10672,N,   ,1,10,18, ,11
10672,10672,N,   ,1,10,18, ,11
10360,10360,   ,      ,1,10,18,   ,11
10360,10360,   ,      ,1,10,18,   ,11
10360,10360,   ,      ,1,10,18,   ,11
10360,10360,N,1,1,10,18,50,11
10360,10360,N,1,1,10,18,50,11
10360,10360,N,1,1,10,18,50,11
10360,10360,N, ,1,10,18,TRK,11
10360,10360,N, ,1,10,18,TRK,11
10360,10360,N, ,1,10,18,TRK,11
10995,10995,   ,      ,2,10,18,P01,76
10995,10995,   ,      ,2,10,18,P01,76
10995,10995,   ,      ,2,10,18,P01,76
10995,10995,N,1,2,10,18,50,76
10995,10995,N,1,2,10,18,50,76
10995,10995,N,1,2,10,18,50,76
10033,10033,N,1,1,6,8,10,95
10033,10033,N,1,1,6,8,10,95
10033,10033,N,1,1,6,8,10,95
10033,10033,0,N,1,6,8,   ,95
10033,10033,0,N,1,6,8,   ,95
10033,10033,0,N,1,6,8,   ,95
10033,10033,        ,EP4101,1,6,8,N,95
10033,10033,        ,EP4101,1,6,8,N,95
10033,10033,        ,EP4101,1,6,8,N,95
10183,10183,   ,      ,1,19,47,   ,61
10183,10183,   ,      ,1,19,47,   ,61
10183,10183,   ,      ,1,19,47,   ,61
10183,10183,N,1,1,19,47,30,61
10183,10183,N,1,1,19,47,30,61
10183,10183,N,1,1,19,47,30,61
10183,10183,N,   ,1,19,47, ,61
10183,10183,N,   ,1,19,47, ,61
10183,10183,N,   ,1,19,47, ,61
10382,10382,   ,      ,1,11,33,   ,77
10382,10382,   ,      ,1,11,33,   ,77
10382,10382,   ,      ,1,11,33,   ,77
10382,10382, ,1,1,11,33,G17,77
10382,10382, ,1,1,11,33,G17,77
10382,10382, ,1,1,11,33,G17,77
10382,10382,0,N,1,11,33,   ,77
10382,10382,0,N,1,11,33,   ,77
10382,10382,0,N,1,11,33,   ,77
10862,10862,N,   ,1,21,44, ,12
10862,10862,N,   ,1,21,44, ,12
10862,10862,N,   ,1,21,44, ,12
10862,10862, ,1,1,21,44,G17,12
10862,10862, ,1,1,21,44,G17,12
10862,10862, ,1,1,21,44,G17,12
10862,10862, ,1,1,21,44,G03,12
10862,10862, ,1,1,21,44,G03,12
10862,10862, ,1,1,21,44,G03,12
10673,10673,N,1,1,10,18,10,11
10673,10673,N,1,1,10,18,10,11
10673,10673,N,1,1,10,18,10,11
10673,10673,N,1,1,10,18,10,11
10673,10673,N,1,1,10,18,10,11
10673,10673,N,1,1,10,18,10,11
10673,10673,N,   ,1,10,18, ,11
10673,10673,N,   ,1,10,18, ,11
10673,10673,N,   ,1,10,18, ,11
10885,10885,N,1,1,23,46,30,5
10885,10885,N,1,1,23,46,30,5
10885,10885,N,1,1,23,46,30,5
10885,10885,N,1,1,23,46,50,5
10885,10885,N,1,1,23,46,50,5
10885,10885,N,1,1,23,46,50,5
10885,10885,        ,EP4101,1,23,46,N,5
10885,10885,        ,EP4101,1,23,46,N,5
10885,10885,        ,EP4101,1,23,46,N,5
10361,10361,   ,      ,1,10,18,   ,11
